N	3gram	Vygotskiy__7	StatiiOP
1	в том что	13	16
2	о том что	4	11
3	в этом отношении	3	9
4	к тому что	6	5
5	том что он	2	5
6	до сих пор	3	5
7	вместе с тем	4	5
8	для того чтобы	18	5
9	с самого начала	7	3
10	так же как	7	3
11	в отличие от	2	2
12	только потому что	3	2
13	свое выражение в	5	2
14	по этому поводу	3	2
15	в самом деле	4	2
16	том что в	2	2
17	на то что	4	2
18	в той мере	2	2
19	с точки зрения	21	2
20	той мере в	2	2
21	как раз в	2	2
22	не только не	9	2
23	мере в какой	2	2
24	тем не менее	3	2
25	не до конца	2	2
