N	2gram	Bakhtin_Pr_2	FransuaR
1	и в	45	40
2	то есть	50	18
3	и его	8	17
4	прежде всего	11	16
5	в романе	3	15
6	в этом	20	15
7	мы уже	3	13
8	не только	16	13
9	и не	42	13
10	в его	22	13
11	что в	6	12
12	вовсе не	7	12
13	как и	14	11
14	но и	15	11
15	и т.п	6	10
16	таким образом	11	10
17	как мы	8	10
18	в них	4	9
19	в сущности	7	9
20	может быть	18	9
21	он не	9	9
22	отношение к	8	8
23	в том	8	8
24	и до	4	8
25	у него	6	8
26	все эти	4	8
27	и с	7	8
28	и на	7	8
29	но в	6	8
30	в своем	5	7
31	в одном	6	7
32	и др	4	7
33	то же	5	7
34	он и	4	7
35	в виду	2	7
36	в этих	4	6
37	к этому	4	6
38	же время	3	6
39	в самом	13	6
40	во всех	4	6
41	в своей	6	6
42	связь с	2	6
43	и других	3	6
44	в той	3	6
45	в то	5	6
46	до конца	7	6
47	он говорит	2	6
48	в литературе	6	5
49	здесь и	2	5
50	мы видим	2	5
51	как раз	6	5
52	в нем	20	5
53	то что	5	5
54	начала и	2	5
55	не было	2	5
56	те же	2	5
57	а не	10	5
58	и для	2	5
59	в основе	2	5
60	в своих	4	5
61	так сказать	7	5
62	в особенности	2	5
63	для него	9	5
64	с начала	2	4
65	в нашем	2	4
66	почти вовсе	3	4
67	у нас	2	4
68	том что	7	4
69	здесь в	2	4
70	до сих	2	4
71	было бы	4	4
72	в ней	7	4
73	из них	9	4
74	и потому	6	4
75	даже в	6	4
76	ни в	2	4
77	один из	2	4
78	в мире	3	4
79	жизни и	15	4
80	сих пор	2	4
81	в их	4	4
82	все это	5	4
83	о том	3	4
84	и о	2	4
85	и даже	3	4
86	и вы	2	4
87	и здесь	2	4
88	в истории	2	4
89	так как	5	4
90	мы слышим	2	4
91	в области	2	4
92	том числе	2	3
93	только для	2	3
94	поэтому и	3	3
95	с его	8	3
96	если бы	2	3
97	и от	3	3
98	для понимания	2	3
99	и к	2	3
100	и смерти	7	3
101	об этом	3	3
102	в ее	3	3
103	мы видели	3	3
104	но это	2	3
105	в начале	2	3
106	уже говорили	2	3
107	для этого	3	3
108	одна из	3	3
109	еще не	9	3
110	и следовательно	7	3
111	как бы	15	3
112	о нем	6	3
113	правильного понимания	2	3
114	что и	5	3
115	другими словами	2	3
116	во все	2	3
117	так и	3	3
118	как в	4	3
119	и прежде	2	3
120	по отношению	8	3
121	не может	24	3
122	а в	3	3
123	там где	6	3
124	самом деле	4	3
125	слово в	3	3
126	ко всем	2	3
127	между ними	4	3
128	к этой	2	3
129	и как	2	3
130	истины и	3	3
131	не так	2	3
132	но все	4	3
133	можно было	2	3
134	связан с	2	3
135	сказать что	5	3
136	тем что	2	3
137	при этом	2	3
138	они не	2	3
139	в себе	5	3
140	только в	9	3
141	на протяжении	3	3
142	но ведь	3	3
143	в конце	4	3
144	и самое	2	3
145	здесь не	2	3
146	их в	7	3
147	слова в	4	2
148	не исчерпывается	2	2
149	не менее	2	2
150	есть и	3	2
151	уже в	4	2
152	не был	2	2
153	представление о	2	2
154	друг в	3	2
155	сравнению с	2	2
156	хотя бы	5	2
157	это не	3	2
158	к роману	2	2
159	образом в	2	2
160	в условиях	2	2
161	быть в	2	2
162	что он	7	2
163	и вот	2	2
164	или иной	3	2
165	своего романа	2	2
166	можно сказать	2	2
167	о мире	5	2
168	как его	2	2
169	все же	4	2
170	мы остановимся	2	2
171	в дальнейшем	2	2
172	своей жизни	3	2
173	сочетается с	4	2
174	но не	6	2
175	все что	3	2
176	конечно не	6	2
177	и другие	4	2
178	и сам	3	2
179	например в	2	2
180	на его	5	2
181	к нему	11	2
182	меньшей степени	2	2
183	и той	3	2
184	одним из	3	2
185	той или	3	2
186	в котором	7	2
187	здесь нет	2	2
188	отношению к	8	2
189	в целом	5	2
190	они и	2	2
191	в форме	2	2
192	всем этим	2	2
193	не раз	2	2
194	или же	2	2
195	этом отношении	2	2
196	именно в	3	2
197	на них	2	2
198	лишь в	2	2
199	это вовсе	2	2
200	и у	2	2
201	что для	2	2
202	рядом с	3	2
203	на основе	2	2
204	числе и	2	2
205	потому что	8	2
206	одной из	2	2
207	нового времени	3	2
208	даже и	2	2
209	точки зрения	19	2
210	и ее	7	2
211	выражение в	3	2
212	но как	2	2
213	по сравнению	2	2
214	все то	2	2
215	романа в	5	2
216	далеко не	4	2
217	этого слова	2	2
218	как он	4	2
219	в которой	2	2
