N	2gram	Voloshinov_1	Istorich
1	и в	13	22
2	в этом	2	17
3	что в	3	15
4	не только	6	14
5	но и	3	12
6	и не	8	12
7	и пр	7	11
8	может быть	8	11
9	таким образом	6	10
10	но в	4	10
11	в нем	2	9
12	в том	2	9
13	что они	2	8
14	с этим	3	8
15	том что	2	8
16	мы видим	2	8
17	другой стороны	2	7
18	с другой	2	7
19	то что	6	7
20	мы должны	6	7
21	так как	3	7
22	там где	2	7
23	в них	2	6
24	мы уже	2	6
25	а в	2	6
26	то же	4	6
27	в течение	2	6
28	а не	2	6
29	мы можем	4	6
30	если бы	2	6
31	не менее	2	5
32	все же	5	5
33	здесь мы	3	5
34	могут быть	2	5
35	не в	3	4
36	в пределах	3	4
37	только в	6	4
38	и его	12	4
39	в данном	2	4
40	не может	8	4
41	тем что	2	4
42	все эти	2	4
43	связана с	3	3
44	превращается в	3	3
45	и все	3	3
46	прежде всего	9	3
47	не что	2	3
48	к тому	2	3
49	и к	2	3
50	как и	3	3
51	было бы	4	3
52	в его	7	3
53	никогда не	3	3
54	в целом	2	3
55	ее в	2	3
56	данном случае	2	3
57	в связи	2	3
58	так же	2	3
59	с ними	2	3
60	иное как	2	3
61	и ее	2	3
62	что иное	2	3
63	в чем	2	3
64	связанных с	2	2
65	и др	2	2
66	в одном	3	2
67	вовсе не	2	2
68	в тех	2	2
69	с одной	2	2
70	как в	2	2
71	при этом	2	2
72	ни один	3	2
73	одной стороны	2	2
74	не мог	2	2
75	да и	3	2
76	в ней	2	2
77	его на	2	2
78	в этот	2	2
79	не имеет	2	2
80	и уже	3	2
81	отношению к	3	2
82	нет ничего	2	2
83	так и	3	2
84	по отношению	3	2
85	и для	3	2
86	роль в	2	2
87	и то	3	2
88	между тем	2	2
89	точки зрения	7	2
90	в другом	2	2
91	поставить вопрос	3	2
92	а также	2	2
