N	2gram	Vygotskiy__3	RusskieA
1	и в	38	29
2	что в	20	22
3	том что	14	22
4	в том	25	22
5	как бы	14	18
6	состоит в	3	15
7	и другие	2	14
8	может быть	19	13
9	так как	6	13
10	как и	8	11
11	одна из	4	11
12	в этом	13	11
13	все это	3	10
14	не только	12	10
15	о том	6	9
16	а в	7	9
17	показывает что	2	8
18	но и	5	8
19	ее в	4	8
20	его в	3	8
21	мы видели	6	7
22	данном случае	2	7
23	как в	4	7
24	или в	5	7
25	представляют собой	2	7
26	с тем	8	6
27	мы не	5	6
28	же в	2	6
29	для того	8	6
30	для нас	8	6
31	вместе с	5	6
32	таким образом	12	6
33	при этом	4	6
34	того чтобы	9	6
35	и на	6	6
36	в данном	2	6
37	потому что	14	5
38	к этому	3	5
39	то что	35	5
40	и что	18	5
41	для этого	2	5
42	и т	14	5
43	не может	7	5
44	т д	4	5
45	но в	3	5
46	видели что	2	4
47	в них	3	4
48	и все	10	4
49	уже не	2	4
50	по существу	2	4
51	так что	8	4
52	не в	12	4
53	из них	6	4
54	так же	2	4
55	то и	3	4
56	то же	10	4
57	у нас	2	4
58	мы рассмотрим	2	4
59	а не	7	4
60	в таком	3	4
61	в которых	6	4
62	их в	2	4
63	в виде	2	4
64	далеко не	3	4
65	как это	6	4
66	что по	3	4
67	на этом	5	3
68	тем что	3	3
69	должен был	2	3
70	в этих	2	3
71	в качестве	2	3
72	главным образом	3	3
73	в ее	7	3
74	она не	6	3
75	что здесь	2	3
76	до конца	2	3
77	того что	4	3
78	было бы	12	3
79	и о	3	3
80	что она	16	3
81	но если	4	3
82	в котором	6	3
83	не имеет	6	3
84	во всех	4	3
85	все эти	4	3
86	и по	2	3
87	как мы	7	3
88	между тем	7	3
89	но он	2	3
90	в этой	13	3
91	что это	10	3
92	в эту	2	3
93	с этой	2	2
94	никогда не	4	2
95	между собой	2	2
96	из нее	2	2
97	с другой	7	2
98	из этих	3	2
99	если он	4	2
100	что и	4	2
101	прав когда	3	2
102	к ней	2	2
103	что с	4	2
104	говорит о	2	2
105	и как	8	2
106	у них	2	2
107	совсем не	3	2
108	очевидно что	2	2
109	в глаза	2	2
110	то время	2	2
111	здесь в	2	2
112	это имеет	2	2
113	одной стороны	5	2
114	которые с	2	2
115	совершенно не	5	2
116	все то	7	2
117	из этого	8	2
118	в виду	4	2
119	один из	6	2
120	должен быть	3	2
121	все же	8	2
122	в своей	5	2
123	не к	3	2
124	дело не	2	2
125	того как	3	2
126	а с	2	2
127	должны были	2	2
128	с одной	6	2
129	в течение	4	2
130	на самом	2	2
131	там где	6	2
132	здесь мы	4	2
133	из которых	4	2
134	и для	4	2
135	в своих	4	2
136	и то	8	2
137	одно из	2	2
138	с этим	8	2
139	полагает что	3	2
140	таком виде	2	2
141	и ее	2	2
142	в то	3	2
143	представляет собой	2	2
144	когда мы	2	2
145	заметить что	2	2
146	в которой	5	2
147	та же	3	2
148	есть в	2	2
149	не можем	4	2
