N	2gram	Bakhtin_Pr_2	Myslijsy
1	потому что	8	46
2	то есть	50	34
3	в том	8	32
4	и в	45	30
5	может быть	18	28
6	то же	5	23
7	не только	16	21
8	только в	9	21
9	но и	15	19
10	том что	7	18
11	то что	5	18
12	того что	3	18
13	что в	6	17
14	не есть	2	17
15	по себе	8	16
16	в себе	5	16
17	в сознании	2	15
18	не в	8	15
19	и не	42	15
20	а не	10	15
21	таким образом	11	14
22	что и	5	13
23	так как	5	13
24	а в	3	12
25	если бы	2	12
26	этого слова	2	11
27	так и	3	11
28	как и	14	10
29	как в	4	10
30	и что	2	10
31	в этом	20	10
32	в то	5	10
33	для него	9	9
34	было бы	4	9
35	в нем	20	9
36	в самом	13	8
37	от того	2	8
38	в ней	7	8
39	что не	5	8
40	только что	2	8
41	слова в	4	7
42	смысле этого	2	7
43	вовсе не	7	7
44	как мы	8	7
45	так что	2	7
46	но не	6	7
47	тем самым	2	7
48	тем что	2	7
49	же что	3	6
50	а потому	2	6
51	что он	7	6
52	но это	2	6
53	из них	9	6
54	например в	2	6
55	те же	2	6
56	не может	24	6
57	уже не	6	6
58	и слово	6	6
59	не имеет	3	6
60	с ним	8	6
61	уже в	4	5
62	в них	4	5
63	по крайней	2	5
64	человека и	2	5
65	и как	2	5
66	же время	3	5
67	в своем	5	5
68	еще не	9	5
69	крайней мере	2	5
70	отношению к	8	5
71	не менее	2	5
72	по отношению	8	5
73	есть только	4	5
74	должно быть	4	5
75	как на	2	5
76	с другими	7	5
77	тому как	2	5
78	сказать что	5	5
79	перестает быть	3	4
80	и от	3	4
81	мы видели	3	4
82	для понимания	2	4
83	в смысле	2	4
84	все это	5	4
85	все что	3	4
86	в его	22	4
87	относится к	2	4
88	себя и	2	4
89	была бы	3	4
90	в котором	7	4
91	один из	2	4
92	бы не	3	4
93	и его	8	4
94	или же	2	4
95	он не	9	4
96	не было	2	4
97	если не	2	4
98	и по	2	4
99	что для	2	4
100	того как	3	4
101	быть только	2	4
102	мы должны	4	4
103	далеко не	4	4
104	и потому	6	4
105	слово в	3	4
106	для меня	2	4
107	образа как	2	3
108	в человеке	10	3
109	могут быть	4	3
110	прежде всего	11	3
111	что все	3	3
112	в образе	3	3
113	к этому	4	3
114	связь с	2	3
115	а только	2	3
116	я и	3	3
117	именно в	3	3
118	и оно	2	3
119	есть в	8	3
120	мы можем	4	3
121	само по	2	3
122	до сих	2	3
123	можно сказать	2	3
124	при этом	2	3
125	и следовательно	7	3
126	что она	4	3
127	как бы	15	3
128	для себя	3	3
129	в целом	5	3
130	на него	2	3
131	со стороны	4	3
132	в словах	2	3
133	человеческой жизни	2	3
134	то оно	2	3
135	как слово	5	3
136	слово и	2	3
137	к нему	11	3
138	друг друга	7	3
139	так же	5	3
140	в таком	3	3
141	или в	2	3
142	в каждом	4	3
143	и на	7	3
144	образом в	2	3
145	в начале	2	3
146	не знает	4	3
147	его в	3	3
148	в произведении	5	3
149	там где	6	3
150	в чем	2	3
151	в которой	2	3
152	это было	2	3
153	сих пор	2	3
154	перед нами	4	2
155	но все	4	2
156	об этом	3	2
157	его с	2	2
158	не как	6	2
159	он как	3	2
160	в одном	6	2
161	а как	4	2
162	на то	2	2
163	от них	2	2
164	отношение к	8	2
165	сама по	5	2
166	одной из	2	2
167	идеи и	4	2
168	в ее	3	2
169	сознании и	2	2
170	сливается с	4	2
171	мысль не	3	2
172	мы видим	2	2
173	что они	3	2
174	как ее	2	2
175	от него	3	2
176	но как	2	2
177	у него	6	2
178	она не	5	2
179	уже на	2	2
180	на его	5	2
181	и той	3	2
182	он говорит	2	2
183	и о	2	2
184	мы уже	3	2
185	в свое	2	2
186	за пределы	5	2
187	даже в	6	2
188	его жизни	2	2
189	все же	4	2
190	о слове	2	2
191	жизни и	15	2
192	в своей	6	2
193	и до	4	2
194	бы быть	2	2
195	что же	4	2
196	мысли и	3	2
197	в их	4	2
198	в форме	2	2
199	входит в	9	2
200	а с	3	2
201	этом отношении	2	2
202	и человеческой	2	2
203	но только	2	2
204	самом деле	4	2
205	ко всем	2	2
206	и даже	3	2
207	идеи в	5	2
208	на мир	2	2
209	их в	7	2
210	ни в	2	2
211	людей и	2	2
212	точки зрения	19	2
213	подобно тому	2	2
214	еще раз	3	2
215	у меня	3	2
216	бы в	5	2
217	ничего общего	2	2
218	может стать	2	2
219	о том	3	2
220	и самое	2	2
221	что эта	2	2
222	так сказать	7	2
223	которая не	2	2
224	в области	2	2
225	нему как	2	2
226	нет ни	3	2
227	и с	7	2
