N	2gram	Propp_Isto_4	Dialekti
1	не есть	2	47
2	т е	18	30
3	и не	9	30
4	может быть	14	20
5	и в	26	19
6	не только	15	19
7	по себе	2	18
8	и т	27	17
9	в мифе	2	16
10	а не	6	16
11	т д	24	15
12	в себе	2	15
13	то что	16	14
14	что она	3	14
15	и даже	4	14
16	в том	3	14
17	как бы	3	14
18	так как	9	14
19	потому что	6	14
20	вовсе не	4	13
21	но и	12	12
22	то же	8	12
23	не просто	4	12
24	и все	2	12
25	что это	2	10
26	ни в	2	10
27	как и	7	10
28	и как	5	10
29	в нем	2	10
30	так и	10	10
31	том что	3	10
32	это не	5	10
33	сказать что	2	10
34	никогда не	2	9
35	не может	6	9
36	она не	3	8
37	мы уже	5	8
38	не в	5	8
39	в этом	7	8
40	в своей	4	8
41	как это	3	7
42	но это	3	7
43	что в	14	7
44	только тогда	3	7
45	и то	6	7
46	так что	2	7
47	что он	10	6
48	что они	6	6
49	но не	5	6
50	есть и	2	6
51	конечно не	2	6
52	того что	2	6
53	в религии	3	6
54	должна быть	2	5
55	с другой	4	5
56	в одну	2	5
57	в силу	5	5
58	и пр	11	5
59	что и	9	5
60	а именно	3	5
61	и что	5	5
62	только что	3	5
63	и его	10	5
64	только в	3	5
65	о том	4	5
66	и с	5	5
67	содержит в	2	4
68	уже в	2	4
69	и есть	2	4
70	в своем	2	4
71	в одном	5	4
72	не могут	2	4
73	же это	2	4
74	все же	9	4
75	при этом	3	4
76	еще не	6	4
77	и если	3	4
78	к нему	6	4
79	он не	7	4
80	хотя бы	2	4
81	связи с	3	4
82	от того	2	4
83	все это	2	4
84	другой стороны	4	4
85	как нечто	3	4
86	в связи	2	4
87	и только	5	4
88	тут же	2	4
89	таким образом	10	4
90	и вот	2	4
91	и по	5	4
92	есть только	3	4
93	а в	8	4
94	в одной	3	4
95	могут быть	6	4
96	но он	4	4
97	в другом	5	4
98	по своей	2	4
99	как он	6	4
100	не менее	2	3
101	и более	3	3
102	же как	13	3
103	е в	3	3
104	иное как	3	3
105	о чем	3	3
106	в этих	7	3
107	вопрос о	4	3
108	не что	3	3
109	об этом	7	3
110	как мы	5	3
111	что иное	3	3
112	уже не	5	3
113	это и	5	3
114	в этой	2	3
115	было бы	2	3
116	даже в	4	3
117	из них	2	3
118	и их	2	3
119	с этим	2	3
120	мы имеем	7	3
121	что этот	4	3
122	в данном	3	3
123	его с	2	3
124	его в	9	3
125	ничего не	5	3
126	связана с	2	2
127	это уже	2	2
128	в частности	2	2
129	что у	3	2
130	перед нами	3	2
131	часто это	2	2
132	он может	2	2
133	но мы	3	2
134	в тех	4	2
135	то это	5	2
136	что на	2	2
137	тем не	2	2
138	же в	3	2
139	но все	5	2
140	мы видим	6	2
141	что я	2	2
142	в истории	2	2
143	с тем	2	2
144	он всегда	3	2
145	это мы	2	2
146	до сих	5	2
147	с целью	2	2
148	на его	3	2
149	не по	2	2
150	сих пор	5	2
151	себя в	2	2
152	в некоторых	5	2
153	на него	3	2
154	дело не	2	2
155	данном случае	3	2
156	так же	18	2
157	в царство	2	2
158	не на	3	2
159	что есть	2	2
160	например в	3	2
161	того как	4	2
162	как в	7	2
163	и они	2	2
164	имеется в	2	2
165	или в	3	2
166	с ними	5	2
167	живое существо	2	2
168	их в	7	2
169	и при	3	2
170	тем что	5	2
171	в виде	2	2
172	или на	2	2
173	что здесь	7	2
174	во время	7	2
175	во все	2	2
176	что мы	3	2
177	мы должны	5	2
178	же самое	2	2
179	все эти	3	2
180	есть в	2	2
181	в области	2	2
182	но в	5	2
183	том как	2	2
184	вместе с	6	2
185	на этом	2	2
