N	2gram	Tiupa_Narr_1	Problema
1	и в	19	44
2	и не	20	35
3	не есть	3	35
4	то есть	19	34
5	может быть	25	28
6	по себе	5	25
7	то что	11	23
8	в том	18	21
9	только в	4	19
10	а не	12	18
11	в этом	17	17
12	сказать что	4	16
13	когда мы	2	15
14	и даже	3	14
15	не только	32	14
16	не в	14	13
17	то же	4	13
18	той или	4	12
19	но в	6	12
20	том что	14	12
21	не является	8	11
22	не менее	3	10
23	но и	23	10
24	отнюдь не	5	10
25	как и	7	10
26	некоторого рода	2	10
27	тем не	3	10
28	так и	9	10
29	это не	2	9
30	и тем	4	9
31	в нем	4	9
32	не имеет	2	9
33	и с	4	9
34	как бы	4	9
35	что он	6	9
36	в то	3	9
37	в его	9	9
38	в данном	5	9
39	перед нами	4	8
40	что в	3	8
41	или иной	5	8
42	ни в	3	8
43	а именно	3	8
44	что мы	2	8
45	было бы	4	8
46	он не	3	8
47	как раз	2	8
48	как мы	3	8
49	в себе	8	8
50	связи с	4	8
51	здесь не	4	8
52	с другой	8	7
53	данном случае	4	7
54	не может	10	7
55	в связи	2	7
56	уже не	5	7
57	все эти	2	7
58	это и	3	7
59	и потому	2	7
60	никогда не	3	6
61	то ни	3	6
62	можно сказать	5	6
63	такого рода	7	6
64	жизни и	3	6
65	и только	2	6
66	того или	2	6
67	сами по	2	6
68	о том	6	6
69	все же	7	6
70	не было	2	5
71	или даже	2	5
72	да и	4	5
73	что они	3	5
74	хотя и	3	5
75	в ней	3	5
76	другой стороны	4	5
77	в своем	2	5
78	а в	11	5
79	точки зрения	10	5
80	в таком	2	5
81	еще не	7	5
82	как в	7	5
83	так же	2	5
84	тем самым	6	5
85	и его	5	5
86	этого слова	2	5
87	он сам	2	4
88	иное как	2	4
89	при этом	9	4
90	совершенно не	2	4
91	отличается от	4	4
92	языка и	2	4
93	но как	2	4
94	таком случае	2	4
95	не что	2	4
96	на первый	2	4
97	что иное	2	4
98	бы то	3	4
99	а также	7	4
100	в ее	3	4
101	или в	2	4
102	можно было	2	4
103	тем что	3	4
104	уже в	3	3
105	же как	3	3
106	что это	3	3
107	что у	2	3
108	только о	2	3
109	точно так	2	3
110	в любом	2	3
111	прежде всего	4	3
112	к тому	7	3
113	ни было	3	3
114	и как	5	3
115	но все	4	3
116	в этой	5	3
117	для него	2	3
118	здесь и	2	3
119	жизни а	2	3
120	отношения к	2	3
121	его в	2	3
122	бы быть	3	3
123	или иного	2	3
124	же в	4	3
125	говорить о	2	3
126	то в	6	3
127	тем более	2	3
128	но не	5	3
129	в качестве	21	3
130	она не	2	3
131	его как	2	3
132	во всей	2	3
133	если не	4	3
134	и все	2	3
135	в той	6	3
136	самом деле	2	3
137	хотя бы	4	3
138	то или	3	3
139	отличие от	5	3
140	и ее	2	3
141	как будто	3	3
142	будто бы	3	3
143	есть в	2	3
144	том или	2	3
145	ничего не	2	3
146	или иное	2	2
147	не обязательно	3	2
148	в известном	2	2
149	с чем	2	2
150	именно в	6	2
151	в частности	14	2
152	не столько	4	2
153	о чем	2	2
154	ни для	7	2
155	однако в	2	2
156	с ее	3	2
157	из них	3	2
158	и до	2	2
159	с одной	7	2
160	этой точки	2	2
161	о ней	3	2
162	в результате	2	2
163	в основе	5	2
164	к другой	2	2
165	зрения на	2	2
166	как это	6	2
167	мы имеем	2	2
168	например как	2	2
169	или ином	2	2
170	всей его	2	2
171	она может	2	2
172	по существу	2	2
173	и после	2	2
174	не являются	2	2
175	себе не	2	2
176	себя в	5	2
177	когда он	3	2
178	к самому	2	2
179	даже не	3	2
180	в отличие	5	2
181	а с	3	2
182	первый взгляд	2	2
183	героя в	8	2
184	из которых	4	2
185	который в	2	2
186	и для	2	2
187	с точки	2	2
188	пока еще	4	2
189	могут быть	3	2
190	не то	2	2
191	даже самое	2	2
192	жизни но	2	2
193	же не	4	2
