N	2gram	Vygotskiy__1	FransuaR
1	и в	31	41
2	то есть	26	24
3	таким образом	20	17
4	в нем	2	16
5	и с	2	16
6	и его	7	13
7	но и	2	13
8	как мы	2	12
9	в этом	12	12
10	все это	8	11
11	прежде всего	4	10
12	в самом	11	10
13	не только	13	10
14	так как	18	10
15	то что	32	10
16	и все	5	9
17	о том	7	9
18	никогда не	8	8
19	в сущности	10	8
20	в этой	3	8
21	но в	3	8
22	у него	4	7
23	в них	2	7
24	вовсе не	6	7
25	том что	16	7
26	как бы	5	7
27	как и	16	7
28	что в	23	7
29	в его	6	7
30	что он	7	6
31	мы видим	5	6
32	например в	3	6
33	один из	4	6
34	вместе с	8	6
35	сказать что	7	6
36	в то	5	6
37	то же	5	5
38	что образ	2	5
39	в одном	2	5
40	в ее	5	5
41	так же	12	5
42	из них	2	5
43	так и	3	5
44	в своем	3	5
45	и что	8	5
46	той же	3	5
47	в себе	4	5
48	во всем	3	5
49	все то	3	5
50	там где	4	5
51	что это	6	5
52	уже в	3	4
53	все время	4	4
54	с другой	5	4
55	та же	3	4
56	и от	2	4
57	роль в	3	4
58	у нас	4	4
59	и как	2	4
60	не в	11	4
61	все что	3	4
62	тот же	2	4
63	одной стороны	6	4
64	в котором	4	4
65	даже в	2	4
66	все же	5	4
67	не может	17	4
68	с одной	5	4
69	как в	9	4
70	самом деле	9	4
71	того чтобы	7	4
72	и даже	6	4
73	а в	6	4
74	в результате	4	4
75	в основе	2	4
76	того же	2	4
77	с ним	2	4
78	из этого	2	4
79	мы увидим	4	3
80	в книге	2	3
81	с этой	4	3
82	в одной	3	3
83	с этим	3	3
84	но это	3	3
85	есть в	7	3
86	до сих	3	3
87	было бы	6	3
88	и их	2	3
89	в искусстве	4	3
90	никак не	4	3
91	в него	2	3
92	жизни и	3	3
93	сих пор	3	3
94	и для	5	3
95	этом отношении	2	3
96	в голове	2	3
97	при этом	19	3
98	и не	16	3
99	те же	4	3
100	того что	10	3
101	к нему	2	3
102	есть только	2	3
103	только в	14	3
104	в чем	2	3
105	потому что	10	3
106	не могут	3	2
107	в частности	3	2
108	в этих	4	2
109	и во	2	2
110	одного и	2	2
111	в конце	3	2
112	человека и	2	2
113	что все	3	2
114	представление о	3	2
115	стороны и	3	2
116	если мы	12	2
117	для нас	5	2
118	в том	30	2
119	это и	3	2
120	так что	5	2
121	что они	2	2
122	от него	2	2
123	но не	3	2
124	должна быть	3	2
125	до конца	6	2
126	и тот	2	2
127	со всеми	4	2
128	может быть	22	2
129	в своей	3	2
130	хотя и	3	2
131	он не	3	2
132	и очень	2	2
133	и когда	3	2
134	и потому	2	2
135	был бы	5	2
136	мы видели	2	2
137	большим и	2	2
138	есть нечто	2	2
139	другой стороны	5	2
140	как раз	2	2
141	что даже	2	2
142	и другие	4	2
143	это все	3	2
144	как это	4	2
145	и сейчас	2	2
146	заключается в	7	2
147	а не	13	2
148	и у	4	2
149	с точки	2	2
150	мы не	12	2
151	от всех	3	2
152	тенденция к	2	2
153	и то	2	2
154	как они	2	2
155	их в	2	2
156	между тем	4	2
157	точки зрения	15	2
158	из этих	6	2
159	что мы	8	2
160	изобразительных искусств	2	2
161	как он	2	2
162	тех же	2	2
163	бы в	2	2
164	отметить что	2	2
165	в области	11	2
166	тогда когда	5	2
167	как она	2	2
