N	2gram	Losev_Vlad_3	FransuaR
1	и в	40	45
2	то есть	24	25
3	и не	25	15
4	не только	25	14
5	в этом	16	14
6	но в	4	14
7	в его	14	13
8	и его	10	13
9	как бы	3	12
10	что в	17	12
11	в своем	8	11
12	то же	4	11
13	в то	7	11
14	прежде всего	10	10
15	в том	18	10
16	в нем	3	10
17	но и	18	10
18	как и	7	10
19	и с	9	10
20	же время	2	9
21	вовсе не	13	8
22	как мы	8	8
23	в ней	5	8
24	таким образом	11	8
25	так же	8	8
26	с его	2	7
27	в конце	12	7
28	он был	2	7
29	том что	18	7
30	не в	3	7
31	что и	7	7
32	мы видели	3	7
33	также и	17	7
34	потому что	11	7
35	и все	4	7
36	что он	5	6
37	в этой	8	6
38	он не	8	6
39	здесь не	3	6
40	так и	6	6
41	того чтобы	3	6
42	для того	2	6
43	связи с	2	6
44	так как	7	6
45	есть и	4	5
46	здесь и	2	5
47	и к	2	5
48	одной из	2	5
49	но это	6	5
50	хотя и	7	5
51	как раз	10	5
52	не может	14	5
53	в связи	3	5
54	этом отношении	2	5
55	все эти	5	5
56	на самом	3	5
57	и у	3	5
58	и как	7	5
59	и на	6	5
60	его в	2	5
61	перед нами	3	4
62	же как	3	4
63	об этом	6	4
64	все они	2	4
65	и от	6	4
66	мы не	2	4
67	у него	24	4
68	и здесь	6	4
69	тому же	5	4
70	такой же	4	4
71	но не	4	4
72	здесь в	4	4
73	ничего не	5	4
74	кроме того	6	4
75	дается в	2	4
76	в самом	4	4
77	в сущности	2	4
78	и о	4	4
79	мы уже	5	4
80	а также	8	4
81	в их	2	4
82	мы находим	2	4
83	не мог	6	4
84	а не	8	4
85	и даже	6	4
86	как на	3	4
87	а в	7	4
88	можно было	5	4
89	сказать что	12	4
90	с этим	2	4
91	точки зрения	13	4
92	только в	13	4
93	о том	11	4
94	и это	6	4
95	бы в	2	4
96	как это	4	4
97	это было	3	4
98	не менее	9	3
99	нисколько не	3	3
100	и ни	2	3
101	это не	3	3
102	из этих	3	3
103	в одном	5	3
104	здесь же	2	3
105	что на	2	3
106	ни в	10	3
107	по существу	4	3
108	но на	2	3
109	об этой	2	3
110	того же	2	3
111	то время	4	3
112	для него	8	3
113	в своей	9	3
114	от того	4	3
115	здесь нет	2	3
116	вместе с	7	3
117	что она	2	3
118	не было	5	3
119	еще и	18	3
120	именно в	3	3
121	в течение	4	3
122	в году	10	3
123	того что	7	3
124	не имеет	4	3
125	и для	3	3
126	в другом	2	3
127	дело в	5	3
128	не могут	2	2
129	если мы	4	2
130	совершенно так	2	2
131	с тем	7	2
132	независимо от	3	2
133	в сторону	2	2
134	тут же	5	2
135	конце жизни	3	2
136	хотя бы	6	2
137	что все	7	2
138	в духе	3	2
139	к этому	2	2
140	ранней юности	2	2
141	к тому	7	2
142	в отношении	5	2
143	отличие от	3	2
144	всего существующего	3	2
145	в начале	2	2
146	то что	28	2
147	церкви и	3	2
148	в качестве	3	2
149	было бы	4	2
150	что это	9	2
151	несмотря на	7	2
152	и если	7	2
153	не хочет	2	2
154	может быть	8	2
155	в церкви	2	2
156	это время	2	2
157	еще в	5	2
158	в этот	2	2
159	даже в	4	2
160	все же	4	2
161	в целом	2	2
162	и за	2	2
163	на него	2	2
164	данном случае	2	2
165	а именно	12	2
166	что эта	2	2
167	в отличие	3	2
168	и только	3	2
169	при этом	3	2
170	в истории	5	2
171	всякого рода	3	2
172	в одно	2	2
173	и что	8	2
174	и наконец	2	2
175	с точки	6	2
176	и притом	3	2
177	к нему	3	2
178	роль в	2	2
179	жизнь и	3	2
180	в данном	5	2
181	не столько	3	2
182	больше чем	2	2
183	под названием	9	2
184	и вообще	3	2
185	же самое	3	2
186	но мы	2	2
187	заметить что	2	2
188	в чем	3	2
189	нет ни	2	2
190	от этого	2	2
