N	2gram	Voloshinov_1	FransuaR
1	и в	38	40
2	то есть	4	18
3	и его	7	17
4	прежде всего	21	16
5	в этом	10	15
6	мы уже	10	13
7	не только	27	13
8	и не	14	13
9	в его	6	13
10	вовсе не	2	12
11	как и	10	11
12	но и	13	11
13	и т.п	21	10
14	таким образом	7	10
15	как мы	9	10
16	и все	4	9
17	может быть	13	9
18	он не	2	9
19	отношение к	2	8
20	в том	2	8
21	все эти	2	8
22	и с	5	8
23	той же	5	8
24	и на	6	8
25	но в	5	8
26	в одном	3	7
27	то же	14	7
28	в виду	3	7
29	в этих	2	6
30	к этому	2	6
31	же время	7	6
32	в самом	4	6
33	во всех	6	6
34	в своей	2	6
35	связь с	2	6
36	в той	5	6
37	связи с	3	6
38	в то	9	6
39	мы видим	3	5
40	связаны с	4	5
41	в нем	4	5
42	то что	8	5
43	в связи	2	5
44	не было	2	5
45	те же	4	5
46	а не	6	5
47	и для	3	5
48	в основе	2	5
49	в своих	2	5
50	так сказать	4	5
51	для него	3	5
52	в нашем	5	4
53	у нас	4	4
54	том что	3	4
55	было бы	7	4
56	в ней	8	4
57	из них	3	4
58	и потому	2	4
59	один из	4	4
60	в мире	2	4
61	жизни и	3	4
62	сих пор	2	4
63	все это	4	4
64	еще более	2	4
65	роль в	3	4
66	только на	3	4
67	о том	4	4
68	того чтобы	7	4
69	и даже	3	4
70	также и	2	4
71	и здесь	3	4
72	так как	7	4
73	в области	5	4
74	с его	7	3
75	если бы	4	3
76	в частности	3	3
77	и от	7	3
78	и к	4	3
79	об этом	3	3
80	в ее	3	3
81	мы видели	5	3
82	но это	2	3
83	в начале	3	3
84	в этой	6	3
85	кроме того	2	3
86	еще не	3	3
87	и следовательно	5	3
88	как бы	28	3
89	и наконец	5	3
90	что и	3	3
91	другими словами	7	3
92	вместе с	5	3
93	так и	6	3
94	как в	2	3
95	не может	12	3
96	а в	5	3
97	на самом	3	3
98	самом деле	4	3
99	слово в	2	3
100	в значительной	2	3
101	для того	9	3
102	между ними	3	3
103	и как	9	3
104	не так	3	3
105	но все	4	3
106	можно было	4	3
107	связь между	2	3
108	сказать что	3	3
109	между тем	3	3
110	тем что	2	3
111	при этом	9	3
112	нуждается в	2	3
113	в себе	9	3
114	только в	6	3
115	связанные с	2	3
116	но ведь	6	3
117	в конце	6	3
118	здесь не	2	3
119	их в	3	3
120	слова в	5	2
121	уже в	5	2
122	времени и	2	2
123	до того	3	2
124	еще и	2	2
125	связь и	3	2
126	хотя бы	18	2
127	это не	3	2
128	и так	6	2
129	что было	3	2
130	что он	2	2
131	и вот	3	2
132	или иной	4	2
133	можно сказать	4	2
134	влияние на	4	2
135	все же	7	2
136	в дальнейшем	2	2
137	своей жизни	5	2
138	но не	2	2
139	мы увидим	5	2
140	конечно не	3	2
141	и сам	2	2
142	в первой	2	2
143	на его	5	2
144	значительной степени	2	2
145	к нему	2	2
146	и той	5	2
147	трав и	2	2
148	той или	3	2
149	в котором	3	2
150	слова и	5	2
151	в целом	4	2
152	не к	3	2
153	в форме	6	2
154	как нечто	2	2
155	в разных	3	2
156	этом отношении	2	2
157	одной и	2	2
158	с помощью	6	2
159	здесь мы	3	2
160	лишь в	4	2
161	тем же	3	2
162	общества и	3	2
163	потому что	5	2
164	одной из	2	2
165	с этим	2	2
166	даже и	2	2
167	точки зрения	10	2
168	выражение в	3	2
169	но как	2	2
170	все то	2	2
171	этого слова	3	2
172	и это	7	2
173	язык и	9	2
174	в которой	7	2
175	мы не	9	2
