N	2gram	Losev_Dial_1	Komedia
1	и в	18	22
2	и не	30	21
3	т е	25	16
4	том что	9	13
5	в том	9	12
6	со стороны	2	11
7	так как	11	11
8	ни в	15	10
9	потому что	14	10
10	до сих	2	9
11	в самом	3	9
12	сих пор	2	9
13	если бы	12	8
14	в своем	5	8
15	что он	11	8
16	к ней	4	8
17	в его	3	8
18	что и	3	8
19	в этом	12	8
20	о том	4	8
21	о чем	2	7
22	об этом	4	7
23	то же	10	7
24	только что	3	7
25	а в	5	7
26	в конце	4	7
27	к этому	2	6
28	ясно что	8	6
29	тому же	2	6
30	еще не	2	6
31	для того	2	6
32	к тому	4	6
33	может быть	17	6
34	как раз	4	6
35	самом деле	3	6
36	и что	12	6
37	так что	15	6
38	ничуть не	2	6
39	в то	6	6
40	не менее	2	5
41	что в	13	5
42	же время	4	5
43	прежде всего	10	5
44	то это	4	5
45	как это	4	5
46	хотя и	4	5
47	не только	13	5
48	в своей	2	5
49	отношение к	5	5
50	из них	2	5
51	все это	11	5
52	он не	3	5
53	к нему	8	5
54	в которых	2	5
55	с ним	6	5
56	но в	6	5
57	но все	3	4
58	отнюдь не	9	4
59	с другой	6	4
60	вовсе не	7	4
61	все же	5	4
62	не в	6	4
63	несмотря на	10	4
64	в ней	3	4
65	тем более	2	4
66	и т	21	4
67	то что	13	4
68	но и	7	4
69	что она	7	4
70	т п	2	4
71	в отношении	5	4
72	меньше всего	3	4
73	а не	14	4
74	и для	2	4
75	так же	4	4
76	точки зрения	17	4
77	в себе	11	4
78	бы в	3	4
79	так и	9	4
80	не является	3	4
81	хотя бы	6	4
82	и с	5	4
83	ничем не	3	4
84	что ни	3	3
85	в частности	2	3
86	никогда не	9	3
87	в них	3	3
88	с этой	2	3
89	с этим	2	3
90	в нем	16	3
91	на то	5	3
92	нисколько не	4	3
93	и еще	3	3
94	как и	2	3
95	одной стороны	2	3
96	было бы	12	3
97	и мы	5	3
98	конечно не	3	3
99	к ним	2	3
100	как бы	11	3
101	один из	3	3
102	даже не	3	3
103	не может	12	3
104	с одной	2	3
105	все равно	3	3
106	из того	2	3
107	что не	7	3
108	с точки	12	3
109	и даже	13	3
110	не имеет	15	3
111	мы можем	4	3
112	во всяком	4	3
113	не о	4	3
114	но если	5	3
115	говорить о	5	3
116	не знает	2	3
117	как он	4	3
118	ничего не	17	3
119	не зная	2	3
120	всяком случае	2	3
121	в основе	3	2
122	что их	2	2
123	ни было	2	2
124	а о	2	2
125	не мешает	4	2
126	больше того	4	2
127	в качестве	2	2
128	сравнению с	2	2
129	хотя это	2	2
130	не как	2	2
131	того кто	2	2
132	как в	2	2
133	это не	9	2
134	и все	3	2
135	стороны и	3	2
136	если мы	2	2
137	что они	3	2
138	она не	6	2
139	только как	2	2
140	совершенно не	8	2
141	и о	3	2
142	конце концов	3	2
143	и он	5	2
144	в котором	4	2
145	не с	5	2
146	по сравнению	2	2
147	дело не	2	2
148	в их	3	2
149	как мы	4	2
150	другой стороны	4	2
151	вплоть до	3	2
152	его не	6	2
153	даже если	3	2
154	отношения к	3	2
155	не было	6	2
156	этом отношении	2	2
157	время как	2	2
158	в мире	2	2
159	в эпоху	2	2
160	что для	3	2
161	с другими	2	2
162	можно было	5	2
163	тому что	3	2
164	нуждается в	3	2
165	что касается	2	2
166	он и	2	2
167	нет ни	2	2
168	в другом	2	2
169	и это	2	2
170	что эта	4	2
171	в виду	5	2
