N	2gram	Bakhtin_Pr_2	Istorich
1	и в	43	22
2	в этом	13	17
3	и т	13	16
4	т е	26	16
5	т д	4	15
6	что в	4	15
7	не только	11	14
8	но и	14	12
9	и не	29	12
10	и пр	2	11
11	может быть	23	11
12	в этих	6	11
13	или в	8	11
14	еще не	9	10
15	таким образом	5	10
16	но в	10	10
17	что он	13	9
18	в нем	12	9
19	что и	3	9
20	в том	6	9
21	с этим	2	8
22	том что	2	8
23	как мы	10	8
24	другой стороны	3	7
25	с другой	4	7
26	но не	5	7
27	то что	7	7
28	из них	2	7
29	уже не	3	7
30	этих случаях	2	7
31	и здесь	3	7
32	так как	4	7
33	там где	4	7
34	в них	4	6
35	это не	3	6
36	мы уже	3	6
37	то и	2	6
38	а в	5	6
39	то же	8	6
40	а не	7	6
41	мы можем	2	6
42	во время	4	6
43	ничего не	3	6
44	если бы	3	6
45	а он	3	5
46	не менее	3	5
47	тем не	2	5
48	так что	5	5
49	до сих	7	5
50	есть и	3	5
51	все же	3	5
52	он не	9	5
53	с большим	2	5
54	здесь мы	2	5
55	того что	2	5
56	сих пор	7	5
57	к нему	5	5
58	могут быть	3	5
59	у меня	5	5
60	у нас	2	4
61	не в	11	4
62	в пределах	16	4
63	только в	4	4
64	она не	3	4
65	что на	2	4
66	отношение к	2	4
67	для нас	2	4
68	его и	2	4
69	мы здесь	2	4
70	и его	8	4
71	и на	10	4
72	не может	18	4
73	но он	4	4
74	тем что	3	4
75	и они	2	4
76	все эти	5	4
77	и с	5	4
78	я не	4	3
79	что у	2	3
80	превращается в	2	3
81	целый ряд	2	3
82	в одной	3	3
83	о себе	7	3
84	и все	6	3
85	прежде всего	10	3
86	стороны и	3	3
87	от них	2	3
88	к тому	4	3
89	и к	3	3
90	а затем	2	3
91	как и	14	3
92	и как	2	3
93	но это	4	3
94	у него	6	3
95	было бы	5	3
96	мы увидим	5	3
97	в его	10	3
98	никогда не	9	3
99	в целом	2	3
100	быть и	2	3
101	ее в	2	3
102	на том	2	3
103	так же	2	3
104	с ними	2	3
105	сказать что	2	3
106	он и	3	3
107	и ее	3	3
108	из этих	2	3
109	далеко не	4	3
110	о том	5	3
111	его в	3	3
112	здесь не	6	3
113	их в	4	3
114	на одну	2	2
115	героя с	3	2
116	в сторону	2	2
117	и др	2	2
118	и герой	2	2
119	с тобой	2	2
120	что было	2	2
121	и так	2	2
122	в одном	12	2
123	в жизни	3	2
124	вовсе не	5	2
125	вопрос о	2	2
126	но конечно	2	2
127	во всяком	2	2
128	ни в	2	2
129	есть у	2	2
130	тому же	3	2
131	но все	2	2
132	такой же	3	2
133	одна из	2	2
134	как в	2	2
135	при этом	6	2
136	никому не	3	2
137	говорят что	3	2
138	то время	2	2
139	на себя	2	2
140	совершенно не	4	2
141	например в	2	2
142	себе и	4	2
143	и о	2	2
144	они могут	2	2
145	да и	5	2
146	хотя и	5	2
147	но этот	2	2
148	и он	5	2
149	в котором	6	2
150	даже в	3	2
151	то это	2	2
152	отношению к	5	2
153	и это	4	2
154	образом и	3	2
155	так и	3	2
156	только на	3	2
157	он ничего	4	2
158	по отношению	5	2
159	в своем	4	2
160	той же	3	2
161	еще более	2	2
162	этот вопрос	4	2
163	и что	5	2
164	что не	2	2
165	и даже	3	2
166	и для	3	2
167	время как	2	2
168	а то	2	2
169	в которых	2	2
170	и то	2	2
171	между тем	3	2
172	в виде	3	2
173	точки зрения	13	2
174	известно что	2	2
175	в другом	7	2
176	в то	7	2
177	ту же	2	2
178	большинстве случаев	8	2
179	в него	7	2
180	же не	4	2
181	с собой	4	2
