N	2gram	Bakhtin_Pr_3	Myslijsy
1	то есть	48	34
2	потому что	5	33
3	то что	9	29
4	может быть	12	26
5	таким образом	6	24
6	в том	14	23
7	и в	53	23
8	в этом	8	23
9	и не	15	18
10	что в	2	17
11	при этом	3	15
12	только в	4	15
13	как и	11	14
14	в себе	5	14
15	то же	6	14
16	так как	7	14
17	том что	5	12
18	не было	4	12
19	а не	11	12
20	что я	2	11
21	но и	7	11
22	не в	2	11
23	не может	2	11
24	и потому	5	10
25	по отношению	2	10
26	не только	4	10
27	тем что	2	10
28	мы можем	5	10
29	между тем	2	9
30	было бы	5	8
31	мы не	4	8
32	сказать что	10	8
33	о том	2	8
34	но в	5	8
35	что это	2	7
36	это не	6	7
37	в нем	10	7
38	что и	3	7
39	вовсе не	3	7
40	могут быть	4	7
41	как в	7	7
42	с этим	2	7
43	и к	5	6
44	вместе с	2	6
45	в которой	2	6
46	так и	6	6
47	уже в	2	5
48	хотя и	4	5
49	в его	8	5
50	как бы	14	5
51	все это	8	5
52	не менее	3	5
53	а в	2	5
54	с ним	2	5
55	тем более	2	5
56	образом в	2	5
57	говорить о	2	5
58	слова и	3	5
59	есть в	3	5
60	так сказать	5	5
61	не то	3	5
62	и более	2	4
63	и все	10	4
64	что он	4	4
65	тем не	2	4
66	до сих	5	4
67	можно сказать	8	4
68	если б	7	4
69	и тем	2	4
70	между ними	2	4
71	сих пор	5	4
72	да и	2	4
73	слово в	2	4
74	в истории	3	4
75	в той	2	4
76	хотя бы	2	4
77	с другими	3	4
78	в таком	2	4
79	точки зрения	4	4
80	в сознании	2	4
81	в то	5	4
82	его в	2	4
83	а между	2	4
84	и с	6	4
85	никогда не	2	3
86	в этих	5	3
87	в них	2	3
88	человека и	7	3
89	в смысле	2	3
90	именно в	2	3
91	но это	3	3
92	к одному	2	3
93	же время	5	3
94	кроме того	3	3
95	еще не	5	3
96	и если	3	3
97	и из	3	3
98	мы уже	5	3
99	например в	5	3
100	на его	3	3
101	в самом	2	3
102	в каждом	4	3
103	и их	2	3
104	нет ничего	2	3
105	той же	5	3
106	в разных	4	3
107	все эти	9	3
108	все равно	4	3
109	и других	9	3
110	ко всем	2	3
111	и по	3	3
112	и на	18	3
113	и до	5	3
114	их в	2	3
115	и так	3	3
116	даже и	2	3
117	связанная с	2	3
118	с точки	2	3
119	и тот	3	3
120	я не	4	2
121	самого начала	4	2
122	в двух	2	2
123	мысли о	2	2
124	и без	3	2
125	с другой	2	2
126	в образе	3	2
127	значение и	2	2
128	для понимания	2	2
129	отношение к	6	2
130	в ее	3	2
131	человеческой мысли	2	2
132	несколько слов	3	2
133	мы и	2	2
134	от него	3	2
135	по своему	6	2
136	в большинстве	4	2
137	есть и	2	2
138	тот же	2	2
139	в сущности	10	2
140	во сне	5	2
141	не могу	3	2
142	которые мы	2	2
143	к другим	2	2
144	в ней	7	2
145	он не	3	2
146	и др	14	2
147	один из	6	2
148	и мысли	2	2
149	и это	3	2
150	в мире	5	2
151	проявляется в	4	2
152	можно назвать	2	2
153	конечно не	4	2
154	и прежде	6	2
155	мы видим	2	2
156	и для	4	2
157	еще более	5	2
158	и они	2	2
159	человека в	3	2
160	как мы	5	2
161	здесь мы	2	2
162	и у	7	2
163	и даже	2	2
164	и его	10	2
165	в своих	2	2
166	в более	4	2
167	влияние на	12	2
168	и вообще	3	2
169	мы должны	4	2
170	большинстве случаев	4	2
171	быть и	2	2
172	в области	3	2
173	которые не	2	2
174	это было	3	2
