N	2gram	Bakhtin_Pr_1	Myshleni
1	точки зрения	8	26
2	таким образом	10	26
3	в том	8	24
4	и в	38	23
5	том что	3	21
6	в целом	3	20
7	с точки	6	18
8	того чтобы	2	17
9	то что	8	17
10	в этом	15	17
11	не только	9	16
12	того что	2	15
13	для того	2	15
14	что в	7	14
15	может быть	26	14
16	но и	9	14
17	как и	7	14
18	в его	43	14
19	с помощью	7	13
20	не может	27	12
21	как бы	22	11
22	сказать что	4	11
23	с другой	7	10
24	прежде всего	13	10
25	одной стороны	3	9
26	не является	3	9
27	другой стороны	4	9
28	и не	42	9
29	между тем	7	9
30	и с	17	9
31	с одной	3	8
32	и на	3	8
33	в основе	5	8
34	то же	5	8
35	в самом	7	7
36	по отношению	21	7
37	в то	4	7
38	что он	2	7
39	отношению к	19	7
40	и ее	2	7
41	в другом	2	7
42	независимо от	13	6
43	столь же	2	6
44	и тем	3	6
45	все это	3	6
46	лишь в	2	6
47	о том	4	6
48	и его	16	6
49	мы можем	6	6
50	тем что	2	6
51	в себе	4	6
52	только в	13	6
53	в какой	2	5
54	можно сказать	2	5
55	и как	8	5
56	на то	2	5
57	в своих	2	5
58	мы должны	2	5
59	и все	3	5
60	если бы	3	5
61	но в	4	5
62	значение слова	4	5
63	и более	2	5
64	и что	2	5
65	он не	3	5
66	слова и	3	5
67	так и	5	5
68	как мы	7	5
69	тем самым	4	5
70	к действительности	3	5
71	но не	12	4
72	что все	2	4
73	в свою	2	4
74	не в	7	4
75	высшей степени	5	4
76	при этом	5	4
77	с действительностью	3	4
78	в котором	2	4
79	все эти	5	4
80	которую мы	3	4
81	в высшей	5	4
82	этом отношении	2	4
83	к единству	5	4
84	с его	2	4
85	к этому	2	4
86	и к	3	4
87	по существу	2	4
88	в чем	2	4
89	было бы	8	4
90	должен быть	2	4
91	в своей	7	4
92	как в	4	4
93	приводит к	3	4
94	хотя бы	4	4
95	ни в	11	4
96	понятий и	2	4
97	я не	2	3
98	что это	2	3
99	в своем	5	3
100	и от	3	3
101	смысле слова	2	3
102	в их	10	3
103	отношения к	6	3
104	и других	2	3
105	его не	2	3
106	от всех	4	3
107	вовсе не	2	3
108	во всем	2	3
109	же самое	2	3
110	что оно	2	3
111	во всех	11	3
112	она не	2	3
113	все же	6	3
114	как чисто	2	3
115	не остается	2	3
116	самом деле	6	3
117	а не	5	3
118	из которых	2	3
119	можно было	4	3
120	могут быть	5	3
121	связи с	2	3
122	и это	3	3
123	в области	11	3
124	ничего не	6	3
125	в частности	2	2
126	никогда не	5	2
127	в нашем	4	2
128	является как	2	2
129	первый план	2	2
130	от них	2	2
131	как таковой	2	2
132	стороны слова	2	2
133	и должны	2	2
134	на этом	2	2
135	же время	3	2
136	несмотря на	3	2
137	хотя и	3	2
138	какой мере	2	2
139	не имеет	9	2
140	не с	4	2
141	не к	6	2
142	данном случае	4	2
143	которых мы	4	2
144	в исследованиях	3	2
145	в слове	3	2
146	и наконец	6	2
147	и даже	3	2
148	как такового	3	2
149	должно быть	5	2
150	а в	6	2
151	и те	2	2
152	нуждается в	2	2
153	к его	2	2
154	говорить о	3	2
155	о котором	2	2
156	целом в	2	2
157	в этих	2	2
158	как это	2	2
159	он может	2	2
160	в них	5	2
161	поэтому в	2	2
162	он должен	2	2
163	ясно что	3	2
164	есть не	2	2
165	на первый	2	2
166	в ее	4	2
167	в значительной	2	2
168	со всеми	3	2
169	как явление	2	2
170	за пределы	12	2
171	том же	2	2
172	на ее	3	2
173	и потому	4	2
174	в равной	2	2
175	в современной	2	2
176	на него	3	2
177	в известной	3	2
178	нами в	2	2
179	в двух	2	2
180	и пр	2	2
181	между ними	4	2
182	с другими	3	2
183	в данном	4	2
184	и при	2	2
185	в виде	2	2
186	является конечно	2	2
187	из важнейших	3	2
188	тенденцию к	2	2
189	показать что	2	2
190	вопроса о	3	2
191	дело в	2	2
192	что эта	2	2
193	там где	6	2
194	едва ли	3	2
195	не могли	2	2
