N	2gram	Vygotskiy__1	Narrotol
1	не только	16	26
2	а не	3	17
3	представляет собой	11	16
4	но и	14	15
5	в том	24	14
6	при этом	4	14
7	в качестве	9	14
8	и не	9	14
9	том что	21	13
10	и в	23	13
11	в этом	17	13
12	в частности	2	11
13	только в	6	11
14	может быть	14	10
15	в данном	2	10
16	к тому	4	9
17	так и	5	9
18	а в	2	9
19	то что	17	8
20	в себе	6	8
21	не может	12	8
22	не в	4	8
23	иначе говоря	2	7
24	никогда не	2	6
25	в своем	3	6
26	прежде всего	10	6
27	можно сказать	5	6
28	и к	4	6
29	вслед за	2	6
30	того что	15	6
31	в его	14	6
32	данном случае	2	6
33	все же	3	6
34	как бы	11	6
35	ничего не	3	6
36	но в	5	6
37	точки зрения	26	5
38	не столько	4	5
39	что он	7	5
40	одной стороны	9	5
41	хотя и	2	5
42	он не	5	5
43	в котором	4	5
44	я не	3	5
45	и тем	6	5
46	отношению к	7	5
47	на него	2	5
48	как в	4	5
49	по отношению	7	5
50	таким образом	26	5
51	с одной	8	5
52	тем самым	5	5
53	с другой	10	5
54	в то	7	5
55	о том	6	5
56	ответ на	3	5
57	перед нами	5	4
58	что это	3	4
59	если бы	5	4
60	в конце	2	4
61	об этом	3	4
62	как и	14	4
63	что в	14	4
64	для него	2	4
65	не является	9	4
66	не к	2	4
67	жизни и	2	4
68	в своей	4	4
69	в ее	2	4
70	то же	8	4
71	в какой	5	4
72	уже не	2	4
73	в силу	6	4
74	в другом	7	4
75	в этой	7	4
76	и т.д	5	4
77	и все	5	4
78	как это	2	4
79	в известном	2	3
80	с его	4	3
81	тому что	5	3
82	точку зрения	2	3
83	или даже	2	3
84	представить себе	5	3
85	в слове	2	3
86	что они	3	3
87	о котором	2	3
88	но не	4	3
89	строго говоря	2	3
90	же время	2	3
91	известном смысле	2	3
92	к его	2	3
93	как раз	4	3
94	для себя	4	3
95	один из	2	3
96	в целом	20	3
97	внутренней речи	9	3
98	между собой	5	3
99	то и	3	3
100	все эти	4	3
101	самом деле	3	3
102	того чтобы	17	3
103	и даже	2	3
104	и его	6	3
105	с этой	6	3
106	этом отношении	4	3
107	сказать что	11	3
108	между тем	9	3
109	по своей	5	3
110	едва ли	2	3
111	действия но	2	2
112	же как	6	2
113	можно назвать	2	2
114	о чем	2	2
115	одно из	2	2
116	в нашем	2	2
117	что у	2	2
118	превращается в	3	2
119	хотя бы	4	2
120	столь же	6	2
121	из этих	3	2
122	обратиться к	3	2
123	как уже	7	2
124	вовсе не	3	2
125	в свою	4	2
126	на то	5	2
127	тем более	5	2
128	и более	5	2
129	что с	2	2
130	было бы	4	2
131	со всеми	2	2
132	себе и	2	2
133	своей природе	2	2
134	в самом	7	2
135	несмотря на	2	2
136	не могу	3	2
137	что она	4	2
138	не могло	3	2
139	с таким	3	2
140	он может	2	2
141	в современной	2	2
142	в процессе	8	2
143	а с	4	2
144	если не	3	2
145	именно в	6	2
146	в течение	2	2
147	и что	5	2
148	только что	4	2
149	с точки	18	2
150	не имеет	2	2
151	так же	16	2
152	как на	4	2
153	той же	2	2
154	мы не	7	2
155	можно было	3	2
156	в чем	4	2
157	в результате	4	2
158	в виде	2	2
159	которое не	2	2
160	в своих	5	2
161	говорить о	2	2
162	могли бы	6	2
163	в равной	2	2
164	представляют собой	2	2
165	как он	3	2
166	внутренняя сторона	2	2
167	бы в	5	2
168	потому что	6	2
169	в области	3	2
