N	2gram	Propp_Isto_1	slovoVRo
1	и в	28	39
2	может быть	25	37
3	и т	25	35
4	и его	3	33
5	не только	12	24
6	и не	9	22
7	но и	10	21
8	не может	15	20
9	в нем	2	19
10	все это	4	16
11	в этом	8	16
12	так и	9	15
13	а не	15	14
14	как в	2	13
15	отличие от	2	13
16	в пределах	4	13
17	во всех	2	12
18	в отличие	2	12
19	вовсе не	2	10
20	к своему	2	9
21	не в	9	9
22	и с	4	9
23	прежде всего	10	8
24	себя в	2	8
25	таким образом	8	8
26	при этом	3	7
27	для него	2	7
28	еще не	7	7
29	в его	5	7
30	как бы	2	7
31	никогда не	14	7
32	в этих	7	7
33	и потому	2	7
34	и даже	4	7
35	как мы	3	7
36	могут быть	4	7
37	с ним	2	7
38	все же	10	6
39	как и	4	6
40	в своем	5	6
41	но не	5	6
42	в большинстве	4	6
43	там где	4	6
44	все эти	4	6
45	но в	8	6
46	не могут	2	5
47	с другой	6	5
48	это не	7	5
49	и для	4	5
50	по себе	3	5
51	для нас	13	5
52	том что	7	5
53	но все	4	5
54	одной стороны	4	5
55	только в	11	5
56	в том	9	5
57	например в	5	5
58	и их	3	5
59	один из	4	5
60	с одной	4	5
61	уже не	3	5
62	конечно не	2	5
63	большинстве случаев	4	5
64	не менее	6	4
65	всех этих	2	4
66	и др	7	4
67	эти формы	3	4
68	отношению к	3	4
69	зависимости от	2	4
70	одна из	2	4
71	связанные с	2	4
72	в основном	2	4
73	в зависимости	2	4
74	по отношению	3	4
75	для этого	3	4
76	отношения к	2	4
77	то же	12	4
78	для всех	2	4
79	а в	7	4
80	и на	4	4
81	дело с	2	4
82	в основе	4	4
83	xix века	2	4
84	в то	3	4
85	его в	6	4
86	здесь не	4	4
87	во всем	3	4
88	так как	6	4
89	борьбы с	2	3
90	перед нами	3	3
91	что в	12	3
92	материала и	2	3
93	точку зрения	3	3
94	хотя бы	4	3
95	и от	2	3
96	должна быть	5	3
97	здесь в	2	3
98	не с	3	3
99	что и	6	3
100	даже на	2	3
101	но это	4	3
102	связи с	4	3
103	на этом	3	3
104	и как	2	3
105	и часто	2	3
106	в ней	7	3
107	связано с	2	3
108	в некоторых	2	3
109	в свете	2	3
110	героя в	5	3
111	или даже	3	3
112	сказать что	5	3
113	между тем	2	3
114	в особенности	2	3
115	как это	3	3
116	ни к	2	2
117	и другие	4	2
118	однако в	2	2
119	его и	2	2
120	на котором	3	2
121	обстоит дело	4	2
122	того как	3	2
123	тогда когда	2	2
124	с материалом	3	2
125	не всегда	8	2
126	как уже	2	2
127	в себе	2	2
128	и здесь	7	2
129	что он	10	2
130	в дальнейшем	5	2
131	правда и	2	2
132	более или	5	2
133	как о	2	2
134	мы увидим	10	2
135	этих случаях	2	2
136	или на	3	2
137	но оно	4	2
138	о нем	2	2
139	связи и	2	2
140	даже в	4	2
141	точка зрения	2	2
142	не все	4	2
143	должен быть	3	2
144	но мы	2	2
145	сих пор	5	2
146	мы видели	2	2
147	то что	9	2
148	дело в	3	2
149	не знаем	2	2
150	его как	2	2
151	вместе с	6	2
152	подчеркнуть что	2	2
153	на него	4	2
154	или менее	5	2
155	а именно	4	2
156	в их	3	2
157	в форме	3	2
158	так в	4	2
159	в связи	4	2
160	с этим	4	2
161	т д	22	2
162	в виде	2	2
163	именно в	3	2
164	на них	2	2
165	мы не	10	2
166	они не	4	2
167	именно на	2	2
168	одним из	2	2
169	или в	5	2
170	также и	3	2
171	он не	2	2
172	в другом	3	2
173	не знает	5	2
174	одним словом	4	2
175	о том	9	2
176	как он	2	2
177	которые в	2	2
178	и между	2	2
179	только с	2	2
180	в области	2	2
181	оно может	2	2
182	в одном	5	2
183	до сих	5	2
