N	2gram	Tiupa_Anal_1	Psycholo
1	то что	6	37
2	и в	18	30
3	в том	27	27
4	что в	5	24
5	потому что	2	23
6	том что	12	21
7	для того	4	20
8	таким образом	3	20
9	того чтобы	3	20
10	как бы	5	19
11	что он	3	17
12	не только	15	16
13	в самом	6	14
14	в этом	13	14
15	то есть	11	13
16	одной стороны	3	12
17	в сущности	6	12
18	вместе с	4	12
19	с одной	3	12
20	если бы	3	11
21	может быть	29	11
22	что мы	3	11
23	о том	5	10
24	никогда не	2	9
25	с другой	4	9
26	для этого	2	9
27	не может	22	9
28	и то	2	9
29	так как	2	9
30	мы имеем	6	8
31	к тому	7	8
32	не в	14	8
33	а не	17	8
34	при этом	12	8
35	того что	4	8
36	самом деле	2	8
37	могут быть	4	8
38	по себе	4	7
39	в нем	3	7
40	и как	5	7
41	но не	10	7
42	все же	4	7
43	и т	3	7
44	то же	9	7
45	точки зрения	6	7
46	в основе	6	7
47	произведение искусства	9	6
48	именно в	4	6
49	как и	13	6
50	в искусстве	2	6
51	но и	17	6
52	и не	21	6
53	и его	5	6
54	как будто	3	6
55	на этом	2	6
56	дело с	4	5
57	только не	2	5
58	и есть	3	5
59	в целом	5	5
60	что именно	2	5
61	обратиться к	3	5
62	несмотря на	2	5
63	как мы	2	5
64	и потому	2	5
65	в этой	5	5
66	еще не	3	5
67	было бы	2	5
68	один из	2	5
69	художественное произведение	5	5
70	другой стороны	2	5
71	а с	3	5
72	сводится к	5	5
73	в двух	2	5
74	в себе	11	5
75	но в	8	5
76	только в	6	5
77	же самое	2	5
78	в частности	19	4
79	и все	3	4
80	прежде всего	6	4
81	есть не	8	4
82	и заключается	2	4
83	и к	3	4
84	мысль о	2	4
85	в своей	6	4
86	в его	13	4
87	не есть	8	4
88	на примере	2	4
89	как говорит	2	4
90	а в	9	4
91	из которых	4	4
92	могли бы	2	4
93	не могут	3	3
94	и составляет	2	3
95	была бы	2	3
96	хотя бы	3	3
97	это не	6	3
98	из этих	2	3
99	состоит в	11	3
100	вовсе не	2	3
101	вопрос о	2	3
102	художественного произведения	5	3
103	для него	2	3
104	имеет место	5	3
105	он не	3	3
106	что и	3	3
107	на его	2	3
108	ни в	4	3
109	события в	2	3
110	данном случае	2	3
111	так и	4	3
112	со стороны	2	3
113	в их	5	3
114	времени и	6	3
115	этом отношении	2	3
116	из того	4	3
117	в той	8	3
118	героя в	2	3
119	и о	2	3
120	в таком	3	3
121	той же	2	3
122	в силу	3	3
123	с двумя	2	3
124	и на	5	3
125	в данном	2	3
126	т п	3	3
127	в другом	4	3
128	в которой	2	3
129	эстетический объект	6	3
130	в состав	3	3
131	с его	3	2
132	искусства в	4	2
133	себя и	4	2
134	между собой	2	2
135	не является	2	2
136	в противоположность	2	2
137	а как	2	2
138	это означает	3	2
139	или иной	6	2
140	не что	4	2
141	можно сказать	2	2
142	и того	5	2
143	всякий раз	3	2
144	того же	4	2
145	во внешнем	3	2
146	одного и	2	2
147	и та	2	2
148	том чтобы	7	2
149	той или	6	2
150	в качестве	31	2
151	еще в	2	2
152	в котором	3	2
153	сами по	2	2
154	должен быть	6	2
155	не с	4	2
156	иное как	5	2
157	из них	2	2
158	представляют собой	2	2
159	для чего	2	2
160	и до	2	2
161	отношения к	2	2
162	отличается от	2	2
163	по отношению	6	2
164	в отличие	6	2
165	в себя	6	2
166	с точки	4	2
167	должно быть	2	2
168	отличие от	6	2
169	и с	2	2
170	в нашем	3	2
171	что иное	5	2
172	исходя из	4	2
173	в то	9	2
174	вопроса о	3	2
175	произведения искусства	3	2
176	том и	2	2
177	как он	3	2
178	все эти	2	2
179	в полной	3	2
180	едва ли	2	2
181	качестве своего	2	2
182	на самом	2	2
