N	2gram	Tiupa_Hudo_2	Analitik
1	в качестве	4	31
2	может быть	8	29
3	в том	15	27
4	не может	4	22
5	и не	18	21
6	в частности	7	19
7	и в	28	18
8	а не	14	17
9	но и	9	17
10	отнюдь не	2	15
11	не только	11	15
12	тогда как	7	14
13	не в	13	14
14	как и	11	13
15	в его	11	13
16	в этом	13	13
17	том что	19	12
18	при этом	11	12
19	состоит в	7	11
20	в себе	9	11
21	но не	4	10
22	художественного целого	5	10
23	то же	6	9
24	а в	6	9
25	в то	6	9
26	в мире	7	8
27	в принципе	2	8
28	нуждается в	2	8
29	но в	2	8
30	к тому	7	7
31	тем самым	2	7
32	это не	6	6
33	прежде всего	3	6
34	или иной	2	6
35	наш взгляд	4	6
36	же время	4	6
37	в самом	5	6
38	себя в	8	6
39	то что	6	6
40	в своей	6	6
41	по отношению	7	6
42	на наш	4	6
43	в основе	2	6
44	точки зрения	2	6
45	только в	4	6
46	я и	6	6
47	воспринимающего сознания	2	5
48	в этой	5	5
49	что в	5	5
50	как бы	5	5
51	отношению к	7	5
52	в тексте	5	5
53	и состоит	3	5
54	сводится к	6	5
55	лишь в	2	5
56	и его	5	5
57	между тем	8	5
58	и на	3	5
59	о том	12	5
60	себя и	2	4
61	конечном счете	3	4
62	столь же	3	4
63	с другой	3	4
64	тому же	2	4
65	внутреннего я	2	4
66	для того	4	4
67	в конечном	4	4
68	не с	2	4
69	все же	2	4
70	вместе с	2	4
71	так и	8	4
72	дело с	2	4
73	именно в	2	4
74	уже не	10	4
75	не более	2	4
76	более чем	2	4
77	с точки	2	4
78	с другими	3	4
79	в другом	2	4
80	всего лишь	3	4
81	с ним	7	4
82	место в	2	3
83	с его	5	3
84	человек в	3	3
85	однако в	2	3
86	в нашем	2	3
87	хотя бы	2	3
88	и все	7	3
89	личности в	3	3
90	или иного	2	3
91	в нем	3	3
92	и к	2	3
93	что он	8	3
94	она может	2	3
95	всякий раз	3	3
96	и т	4	3
97	еще не	3	3
98	одной стороны	3	3
99	что не	2	3
100	он не	4	3
101	о нем	2	3
102	в котором	6	3
103	если в	2	3
104	дело не	2	3
105	что и	4	3
106	не будет	2	3
107	ни с	2	3
108	а с	3	3
109	с одной	3	3
110	того чтобы	4	3
111	того или	2	3
112	к нему	3	3
113	тому как	4	3
114	не случайно	10	3
115	автора и	2	3
116	подобно тому	4	3
117	т п	2	3
118	могла бы	2	3
119	как будто	4	3
120	будто бы	3	3
121	как он	3	3
122	в художественном	4	3
123	ответственности перед	2	3
124	а также	2	3
125	если бы	6	3
126	своего рода	16	3
127	только для	2	2
128	и то	2	2
129	только не	2	2
130	на фоне	3	2
131	никогда не	5	2
132	его и	2	2
133	не столько	2	2
134	человеческого я	4	2
135	не является	2	2
136	и просто	2	2
137	из этих	2	2
138	была бы	3	2
139	вовсе не	2	2
140	как уже	2	2
141	а как	2	2
142	можно сказать	6	2
143	то в	4	2
144	соответствии с	3	2
145	в финальном	2	2
146	и сам	5	2
147	отношение к	2	2
148	для него	5	2
149	от своего	2	2
150	сюжетного построения	2	2
151	было бы	3	2
152	мысль о	2	2
153	без другого	2	2
154	несмотря на	3	2
155	себе в	2	2
156	не могу	3	2
157	и о	4	2
158	в ряду	2	2
159	человеческого бытия	2	2
160	в роли	2	2
161	не все	3	2
162	один из	2	2
163	из них	2	2
164	ли он	2	2
165	данном случае	2	2
166	со стороны	3	2
167	от которого	2	2
168	что же	2	2
169	и тогда	2	2
170	который в	2	2
171	здесь не	2	2
172	на этом	2	2
173	бы не	3	2
174	личность в	3	2
175	той же	2	2
176	и читателя	3	2
177	в двух	2	2
178	самом деле	3	2
179	едва ли	3	2
180	в т	2	2
181	роль в	2	2
182	как мы	2	2
183	на себя	3	2
184	составляет своего	2	2
185	для себя	6	2
186	в данном	2	2
187	же самое	3	2
188	и составляет	2	2
189	в первом	2	2
190	нет ничего	2	2
191	потому что	2	2
192	и с	6	2
