N	2gram	Bakhtin_Pr_5	Dialekti
1	и не	27	27
2	а не	4	26
3	точки зрения	7	25
4	и в	35	24
5	не только	10	23
6	по себе	4	20
7	не может	18	19
8	не просто	2	18
9	ничего не	3	17
10	и что	6	15
11	что все	2	14
12	то что	10	14
13	с точки	2	14
14	может быть	14	13
15	таким образом	7	13
16	и даже	5	13
17	что он	24	13
18	вовсе не	7	13
19	что это	4	12
20	того что	3	12
21	есть только	2	12
22	не менее	2	11
23	что же	7	11
24	в сущности	14	10
25	ни в	2	9
26	но и	14	9
27	прежде всего	12	8
28	так что	5	8
29	и как	2	8
30	том что	3	8
31	в этом	14	8
32	в виде	7	8
33	что в	6	7
34	никогда не	4	7
35	я уже	2	7
36	но что	2	7
37	в самом	6	7
38	что оно	2	7
39	потому что	8	7
40	даже и	3	7
41	в виду	3	7
42	это и	3	7
43	как и	18	7
44	только на	4	7
45	как раз	4	7
46	вы не	2	6
47	я не	8	6
48	все это	14	6
49	и с	12	6
50	о том	2	6
51	так как	4	6
52	и все	15	6
53	что и	3	6
54	то же	15	6
55	самом деле	10	6
56	с этой	2	5
57	в том	5	5
58	что его	2	5
59	но это	6	5
60	хотя и	2	5
61	и его	14	5
62	в то	11	5
63	в них	4	5
64	вопрос о	2	5
65	и к	12	5
66	одно и	3	5
67	было бы	3	5
68	он не	13	5
69	так и	8	5
70	уже не	3	5
71	что не	4	5
72	сам по	2	5
73	только в	6	5
74	тому что	2	4
75	с другой	4	4
76	это не	3	4
77	или иной	4	4
78	к тому	6	4
79	от себя	5	4
80	хотя бы	2	4
81	но только	3	4
82	так же	7	4
83	время как	2	4
84	сказать что	3	4
85	а что	2	4
86	сознания и	4	4
87	нет и	4	4
88	говорить о	3	4
89	конечно не	2	4
90	о нем	2	4
91	говорит о	2	4
92	только что	3	4
93	в чем	4	4
94	жизнь и	2	4
95	тому как	2	4
96	и то	5	4
97	подобно тому	2	4
98	и это	5	4
99	для него	14	4
100	как все	2	3
101	все же	8	3
102	все время	4	3
103	за пределы	3	3
104	и без	4	3
105	в своем	2	3
106	в одной	3	3
107	и от	3	3
108	мы знаем	2	3
109	не в	10	3
110	же время	10	3
111	и тут	2	3
112	в нем	16	3
113	это было	2	3
114	из них	3	3
115	все эти	3	3
116	должно быть	3	3
117	друг друга	2	3
118	и на	6	3
119	с этим	3	3
120	он и	5	3
121	мы уже	8	3
122	во всем	4	3
123	ни на	2	3
124	и ни	2	3
125	себя как	3	3
126	тем что	4	3
127	уже и	2	3
128	он есть	2	3
129	сознание и	2	3
130	ибо и	2	3
131	я бы	4	3
132	как бы	31	3
133	быть и	2	3
134	и прежде	4	3
135	раз и	3	3
136	к нему	13	3
137	той же	2	3
138	в слове	6	3
139	не знает	6	3
140	но на	4	2
141	что у	6	2
142	вообще не	2	2
143	о себе	17	2
144	его внутренней	4	2
145	а я	10	2
146	тому же	3	2
147	себя но	2	2
148	на этом	2	2
149	еще не	7	2
150	при этом	2	2
151	например в	2	2
152	но для	2	2
153	не о	4	2
154	той или	4	2
155	у меня	6	2
156	себя и	8	2
157	всяком случае	4	2
158	себя самого	7	2
159	другой стороны	3	2
160	для этого	2	2
161	и вот	4	2
162	да что	2	2
163	и по	2	2
164	а в	7	2
165	же и	4	2
166	их в	2	2
167	в ней	2	2
168	он дает	2	2
169	для себя	7	2
170	в первом	2	2
171	тогда и	2	2
172	бы в	4	2
173	слово в	2	2
174	нет ни	2	2
175	но в	19	2
176	я и	2	2
177	этого не	3	2
178	своего собственного	3	2
179	с его	7	2
180	у него	4	2
181	бы его	3	2
182	и во	3	2
183	вы сами	2	2
184	меня в	2	2
185	но как	4	2
186	то в	2	2
187	так чтобы	4	2
188	но не	6	2
189	если я	2	2
190	почему же	2	2
191	ли будет	2	2
192	со всеми	3	2
193	себя в	2	2
194	на них	7	2
195	всего этого	3	2
196	так в	2	2
197	все равно	2	2
198	как мы	8	2
199	и у	4	2
200	и он	2	2
201	и для	8	2
202	у человека	2	2
203	или в	2	2
204	бы то	3	2
205	во всяком	4	2
206	по которому	2	2
207	в себе	5	2
208	и вообще	2	2
209	из этого	2	2
210	в его	21	2
