N	2gram	Potebnia_M_4	slovoVRo
1	и в	23	41
2	в нем	7	30
3	и т	7	28
4	то есть	34	26
5	т п	4	23
6	могут быть	7	19
7	но и	11	16
8	и не	18	16
9	точки зрения	4	16
10	языка в	2	16
11	не только	10	16
12	а не	12	15
13	то же	14	14
14	может быть	26	14
15	и др	2	14
16	не может	11	14
17	и его	2	14
18	и на	3	14
19	в то	4	14
20	в сущности	2	13
21	в его	5	13
22	слова и	5	13
23	же время	3	12
24	как бы	5	12
25	языка и	3	12
26	в этом	23	12
27	так и	6	11
28	в большинстве	2	10
29	слово в	4	10
30	в той	4	10
31	таким образом	24	9
32	все эти	3	9
33	слова в	3	8
34	на его	3	8
35	но в	8	8
36	как в	7	8
37	как мы	2	8
38	с точки	3	8
39	не в	11	7
40	они могут	2	7
41	и следовательно	3	7
42	отношение к	2	7
43	с ним	5	7
44	вовсе не	7	7
45	в слове	22	7
46	во всяком	5	7
47	это не	7	6
48	при этом	15	6
49	и даже	2	6
50	а в	5	6
51	большинстве случаев	2	6
52	в них	3	6
53	оно не	2	6
54	только в	15	6
55	с другой	2	5
56	со своим	4	5
57	в самом	3	5
58	всяком случае	3	5
59	все это	5	5
60	т д	3	5
61	и к	6	5
62	еще более	2	5
63	к нему	5	5
64	с другими	4	5
65	в языке	16	5
66	языку и	2	5
67	так сказать	5	5
68	в каждом	3	4
69	кроме того	3	4
70	в ней	2	4
71	известной степени	3	4
72	один из	2	4
73	лишь в	3	4
74	и с	4	4
75	в которой	6	4
76	и все	4	4
77	поэзии и	7	4
78	не как	2	4
79	как и	14	4
80	в смысле	3	4
81	еще не	3	4
82	том же	2	4
83	и потому	10	4
84	в процессе	3	4
85	быть и	2	4
86	и для	2	4
87	ту же	3	4
88	там где	3	4
89	не могут	2	3
90	никогда не	3	3
91	хотя бы	4	3
92	из этих	2	3
93	к тому	3	3
94	в том	23	3
95	в свою	2	3
96	для него	5	3
97	данном случае	2	3
98	в своем	8	3
99	в разных	3	3
100	именно в	3	3
101	и других	3	3
102	того что	14	3
103	друг друга	2	3
104	в других	2	3
105	с ними	3	3
106	образом в	5	3
107	и здесь	2	3
108	не было	12	3
109	в истории	4	3
110	от его	2	3
111	о том	8	3
112	его в	4	3
113	в первом	3	3
114	так как	14	3
115	с этим	7	3
116	бы ни	2	3
117	в себе	14	3
118	она не	2	3
119	не были	2	3
120	и может	4	3
121	было бы	8	3
122	конечно не	2	3
123	он не	2	3
124	из этого	2	3
125	бы и	5	3
126	поэтическом произведении	2	3
127	в данном	4	3
128	в поэзии	3	3
129	как оно	2	3
130	в другой	2	2
131	тому что	2	2
132	язык не	5	2
133	столь же	2	2
134	что все	4	2
135	том и	2	2
136	для понимания	2	2
137	этом случае	5	2
138	можно сказать	4	2
139	и проч	18	2
140	для нас	14	2
141	есть для	5	2
142	так что	5	2
143	мы и	2	2
144	например в	3	2
145	языка то	2	2
146	для того	6	2
147	хотя и	5	2
148	между ними	4	2
149	и по	3	2
150	и тем	4	2
151	в этих	3	2
152	на том	2	2
153	уже не	3	2
154	те же	3	2
155	должно быть	5	2
156	так же	4	2
157	не из	5	2
158	сказать что	8	2
159	потому что	33	2
160	между тем	9	2
161	в сознании	4	2
162	а как	2	2
163	в котором	4	2
164	дело не	2	2
165	в одном	4	2
166	из одного	3	2
167	у нас	2	2
168	том что	12	2
169	не с	2	2
170	мы видим	2	2
171	языка язык	2	2
172	то в	3	2
173	по своему	2	2
174	до сих	4	2
175	мы уже	3	2
176	с которым	2	2
177	и о	4	2
178	даже в	2	2
179	сих пор	4	2
180	и другим	3	2
181	языке и	4	2
182	в ее	2	2
183	так в	3	2
184	на самом	3	2
185	если мы	2	2
186	только на	4	2
187	до известной	2	2
188	и у	2	2
189	не есть	9	2
190	той же	3	2
191	мы не	8	2
192	говорящего и	2	2
193	можно было	2	2
194	нас в	2	2
195	и то	5	2
196	в виде	2	2
197	с языком	2	2
198	тем и	6	2
199	а между	4	2
200	связи с	3	2
201	и вообще	2	2
202	из него	2	2
