N	2gram	Bakhtin_fo_2	Literetu
1	а не	4	20
2	и в	46	19
3	может быть	7	17
4	то же	8	12
5	и не	9	11
6	и т.п	2	10
7	в том	10	10
8	как и	8	10
9	но и	9	10
10	же время	4	9
11	не может	2	9
12	в мире	4	9
13	в этом	22	9
14	в то	5	9
15	с другой	2	8
16	не только	11	8
17	и даже	3	8
18	том что	4	7
19	то что	7	7
20	так и	7	7
21	с одной	2	7
22	слова и	3	7
23	в себе	4	6
24	при этом	6	6
25	и на	7	6
26	у нас	2	5
27	но не	5	5
28	в качестве	3	5
29	он не	5	5
30	вместе с	9	5
31	того что	3	5
32	то есть	10	5
33	что в	5	4
34	в частности	5	4
35	жизни в	4	4
36	прежде всего	14	4
37	не в	9	4
38	отнюдь не	4	4
39	того же	3	4
40	для него	3	4
41	в его	8	4
42	один из	2	4
43	жизни и	8	4
44	и других	2	4
45	человека в	6	4
46	так что	4	4
47	каждый из	2	4
48	тем что	3	4
49	точки зрения	10	4
50	перестает быть	2	3
51	никогда не	6	3
52	в поэзии	2	3
53	в себя	2	3
54	что он	3	3
55	в нем	5	3
56	по существу	5	3
57	и как	3	3
58	но это	2	3
59	в этой	2	3
60	и он	4	3
61	в сущности	2	3
62	во всех	11	3
63	вплоть до	2	3
64	и др	5	3
65	в их	3	3
66	и для	9	3
67	этом отношении	2	3
68	так как	6	3
69	тем же	2	3
70	с точки	8	3
71	как на	2	3
72	а в	3	3
73	и его	12	3
74	и с	6	3
75	в данном	2	3
76	в другом	3	3
77	мыслится как	2	3
78	на этом	2	2
79	том числе	3	2
80	уже в	4	2
81	не было	3	2
82	с тем	2	2
83	у него	9	2
84	себя и	3	2
85	не является	3	2
86	в них	7	2
87	с этой	4	2
88	в конце	2	2
89	в виду	3	2
90	в одном	7	2
91	вовсе не	13	2
92	что было	3	2
93	как уже	3	2
94	и к	2	2
95	а также	3	2
96	жизни как	2	2
97	этом случае	2	2
98	а затем	3	2
99	сила и	2	2
100	все что	2	2
101	до конца	2	2
102	тот же	3	2
103	еще не	6	2
104	было бы	2	2
105	жизни а	2	2
106	наконец в	2	2
107	раньше и	2	2
108	как бы	10	2
109	картина мира	2	2
110	если в	2	2
111	что и	3	2
112	как он	2	2
113	все же	6	2
114	и т	14	2
115	же в	4	2
116	из них	8	2
117	могут быть	2	2
118	в истории	4	2
119	и до	2	2
120	т п	11	2
121	и только	2	2
122	уже не	3	2
123	для того	8	2
124	и наконец	6	2
125	не знает	2	2
126	то в	2	2
127	потому что	8	2
128	в основе	6	2
129	ту же	2	2
130	о том	4	2
131	как это	2	2
132	жизнь как	2	2
133	с ним	4	2
134	но в	10	2
135	одном из	2	2
136	мира в	3	2
