N	2gram	Voloshinov_1	Tvorches
1	и в	38	21
2	как бы	28	17
3	в то	9	15
4	в его	6	13
5	то же	14	13
6	как и	10	12
7	же время	7	12
8	то есть	4	12
9	с его	7	11
10	том что	3	11
11	все это	4	10
12	как в	2	8
13	он не	2	8
14	то что	8	8
15	в свою	6	7
16	в том	2	7
17	тем самым	7	7
18	при этом	9	7
19	не только	27	7
20	и не	14	7
21	и на	6	7
22	но в	5	7
23	что он	2	6
24	и все	4	6
25	для него	3	6
26	в котором	3	6
27	человека в	2	6
28	а в	5	6
29	и его	7	6
30	в этом	10	6
31	о том	4	6
32	отнюдь не	10	5
33	вовсе не	2	5
34	а не	6	5
35	но это	2	5
36	может быть	13	5
37	в этой	6	5
38	все же	7	5
39	таким образом	7	5
40	хотя бы	18	5
41	в своих	2	5
42	потому что	5	5
43	только в	6	5
44	та же	3	4
45	прежде всего	21	4
46	в мире	2	4
47	и как	9	4
48	времени и	2	4
49	в целом	4	4
50	одной из	2	4
51	один из	4	4
52	в своей	2	4
53	не может	12	4
54	это не	3	4
55	и от	7	4
56	не существует	4	3
57	место в	2	3
58	уже в	5	3
59	самого начала	4	3
60	никогда не	7	3
61	с ним	2	3
62	действительной жизни	2	3
63	с самого	4	3
64	в дальнейшем	2	3
65	но не	2	3
66	на его	5	3
67	в самом	4	3
68	той же	5	3
69	в нем	4	3
70	жизни и	3	3
71	но и	13	3
72	уже не	4	3
73	на самом	3	3
74	того что	4	3
75	и даже	3	3
76	не так	3	3
77	так же	4	3
78	в которой	7	3
79	и с	5	3
80	хотя и	3	3
81	представляет собой	2	3
82	так как	7	3
83	я и	2	3
84	ни на	3	3
85	в основе	2	2
86	перед нами	3	2
87	на эти	2	2
88	зависит от	2	2
89	в частности	3	2
90	однако в	2	2
91	в этих	2	2
92	в качестве	4	2
93	эти слова	8	2
94	в беседе	2	2
95	в жизни	2	2
96	к этому	2	2
97	есть не	2	2
98	можно сказать	4	2
99	что и	3	2
100	влияние на	4	2
101	самое время	2	2
102	об этом	3	2
103	не в	6	2
104	быть может	3	2
105	иными словами	2	2
106	было в	4	2
107	не нужно	2	2
108	тот же	2	2
109	из них	3	2
110	в первой	2	2
111	к тому	4	2
112	только на	3	2
113	к достижению	2	2
114	в ней	8	2
115	и когда	2	2
116	гораздо более	2	2
117	и тем	6	2
118	не будет	3	2
119	во второй	3	2
120	вместе с	5	2
121	так и	6	2
122	вряд ли	3	2
123	еще более	2	2
124	здесь мы	3	2
125	не мог	3	2
126	самом деле	4	2
127	и наконец	5	2
128	и он	2	2
129	или в	2	2
130	в движении	2	2
131	сказать что	3	2
132	в себе	9	2
133	же самая	2	2
134	не знает	3	2
135	человека с	2	2
136	так сказать	4	2
137	в виду	3	2
