N	2gram	Bakhtin_Fr_4	Komedia
1	и в	29	26
2	и не	16	14
3	к тому	2	12
4	так и	11	12
5	и его	8	12
6	в том	7	11
7	может быть	2	11
8	но и	9	10
9	в этом	11	10
10	том что	3	9
11	и на	11	7
12	из них	6	7
13	не только	10	7
14	в своем	3	6
15	во время	10	6
16	то что	4	6
17	еще не	4	6
18	в доме	3	6
19	в нем	5	6
20	того чтобы	3	6
21	и здесь	3	6
22	в то	10	6
23	о том	2	6
24	таким образом	20	6
25	с его	4	5
26	в которой	4	5
27	к этому	2	5
28	что он	4	5
29	а затем	3	5
30	в качестве	3	5
31	один из	4	5
32	ни в	2	5
33	для того	3	5
34	и с	9	5
35	место в	2	4
36	уже в	2	4
37	в частности	3	4
38	у него	5	4
39	в этих	2	4
40	в них	7	4
41	что у	3	4
42	прежде всего	8	4
43	о его	2	4
44	как мы	10	4
45	как и	12	4
46	как будто	2	4
47	одной из	2	4
48	хотя и	2	4
49	в его	8	4
50	все же	3	4
51	до нас	2	4
52	и для	2	4
53	точки зрения	4	4
54	только в	2	4
55	что это	5	4
56	так как	7	4
57	по адресу	2	4
58	его в	9	4
59	том числе	3	3
60	о чем	2	3
61	его современников	2	3
62	в образе	4	3
63	по всему	2	3
64	то время	2	3
65	жизни и	4	3
66	связи с	2	3
67	но не	2	3
68	того же	5	3
69	же время	8	3
70	здесь в	6	3
71	и сам	3	3
72	да и	2	3
73	в ней	3	3
74	в котором	2	3
75	себя в	2	3
76	в своей	5	3
77	и их	3	3
78	в их	2	3
79	все это	4	3
80	той же	3	3
81	то же	10	3
82	как в	2	3
83	но там	2	3
84	к нему	3	3
85	друг друга	2	3
86	или в	2	3
87	тем что	4	3
88	не может	2	3
89	как он	2	3
90	в этой	13	3
91	но в	12	3
92	мы можем	3	3
93	все время	3	2
94	если в	2	2
95	и другие	2	2
96	в другой	2	2
97	и есть	4	2
98	в нашем	4	2
99	с другой	4	2
100	это не	5	2
101	нового времени	2	2
102	в одной	2	2
103	в конце	9	2
104	вовсе не	9	2
105	и к	2	2
106	он был	2	2
107	в ее	3	2
108	тот же	3	2
109	на этом	2	2
110	по своему	4	2
111	перед лицом	2	2
112	как известно	2	2
113	своего времени	3	2
114	связанных с	2	2
115	одной стороны	2	2
116	и дает	2	2
117	он не	3	2
118	что из	2	2
119	как бы	8	2
120	и это	2	2
121	после этого	2	2
122	и за	3	2
123	со стороны	2	2
124	также в	2	2
125	с одной	2	2
126	в той	2	2
127	с самого	3	2
128	от всех	2	2
129	и у	2	2
130	в других	2	2
131	рядом с	5	2
132	роль в	3	2
133	с ними	3	2
134	в один	2	2
135	и все	13	2
136	из этого	2	2
137	в виду	2	2
138	же не	2	2
