N	2gram	Bakhtin_Fr_7	Problemy
1	и в	41	35
2	как бы	7	31
3	и не	7	27
4	что он	3	24
5	в его	12	21
6	но в	8	19
7	не может	3	18
8	как и	14	18
9	в нем	7	16
10	то есть	20	16
11	то же	13	15
12	и все	14	15
13	но и	9	14
14	для него	6	14
15	может быть	4	14
16	все это	10	14
17	в сущности	4	14
18	и его	9	14
19	в этом	15	14
20	к нему	5	13
21	он не	4	13
22	прежде всего	11	12
23	и с	4	12
24	и к	5	12
25	в то	10	11
26	не в	9	10
27	же время	9	10
28	не только	5	10
29	то что	8	10
30	в отношении	3	9
31	на самом	2	9
32	я не	3	8
33	так и	10	8
34	с самого	2	8
35	потому что	5	8
36	мы уже	12	8
37	как мы	11	8
38	и для	5	8
39	на них	3	7
40	так же	5	7
41	а в	5	7
42	и наконец	4	7
43	точки зрения	5	7
44	с ним	2	7
45	с его	2	7
46	вовсе не	7	7
47	еще не	2	7
48	отношению к	2	7
49	таким образом	19	7
50	что в	9	6
51	к тому	2	6
52	но это	3	6
53	отношение к	2	6
54	что у	3	6
55	и на	4	6
56	не знает	3	6
57	в одном	3	6
58	и т.п	9	6
59	по отношению	2	6
60	в плане	5	6
61	только в	6	6
62	в конце	8	5
63	в том	11	5
64	уже говорили	4	5
65	с ними	3	5
66	во время	3	5
67	к самому	2	5
68	как в	5	5
69	и то	2	5
70	в себе	11	5
71	и это	5	5
72	все время	2	4
73	никогда не	2	4
74	та же	4	4
75	переходим к	2	4
76	в мире	3	4
77	но все	4	4
78	до конца	2	4
79	которым он	3	4
80	вы думаете	2	4
81	он хочет	6	4
82	и вот	2	4
83	рядом с	4	4
84	и так	2	4
85	но он	4	4
86	его в	3	4
87	так как	3	4
88	бы в	2	4
89	у него	6	4
90	в них	7	4
91	по своему	2	4
92	тот же	2	4
93	в своей	3	4
94	только на	2	4
95	в той	3	4
96	а не	2	4
97	и у	5	4
98	во всяком	2	4
99	тем что	3	4
100	что это	4	4
101	в чем	2	4
102	все его	3	4
103	он знает	2	3
104	уже в	5	3
105	и от	8	3
106	его к	3	3
107	такой же	3	3
108	ни было	2	3
109	совсем не	3	3
110	в реальном	2	3
111	в виду	4	3
112	он только	2	3
113	с ее	3	3
114	из них	3	3
115	в форме	3	3
116	и со	2	3
117	в одной	2	3
118	все эти	13	3
119	не мог	2	3
120	того что	2	3
121	должно быть	4	3
122	это не	6	3
123	и во	2	3
124	с этим	2	3
125	том что	4	3
126	одно и	2	3
127	слов и	4	3
128	было бы	4	3
129	со всеми	2	3
130	во всех	3	3
131	конце концов	4	3
132	что и	5	3
133	всего этого	2	3
134	уже не	2	3
135	которой он	2	3
136	и т.д	2	3
137	ничего не	4	3
138	так сказать	3	2
139	места в	2	2
140	в этих	2	2
141	что все	2	2
142	это в	3	2
143	в тоне	2	2
144	на всю	2	2
145	ни в	6	2
146	в построении	2	2
147	на этом	5	2
148	в большинстве	2	2
149	при этом	3	2
150	например в	3	2
151	хотя и	4	2
152	мы видели	5	2
153	в своем	9	2
154	на которой	2	2
155	не просто	2	2
156	и по	3	2
157	особенно в	2	2
158	эпизод с	11	2
159	в которых	2	2
160	их в	2	2
161	в ней	5	2
162	проникает в	3	2
163	о том	6	2
164	как он	2	2
165	большинстве случаев	2	2
166	нет ни	2	2
167	он дает	4	2
168	его целом	2	2
169	очень часто	3	2
170	но именно	3	2
171	одной из	2	2
172	о нем	3	2
173	всего романа	2	2
174	благодаря этому	2	2
175	своего рода	2	2
176	вместе с	5	2
177	в самый	2	2
178	жизнь и	2	2
179	в силах	2	2
180	и как	2	2
181	с точки	3	2
182	в которой	2	2
183	той же	3	2
184	или в	2	2
185	можно было	3	2
186	связан с	2	2
187	в каждой	2	2
188	это было	2	2
