N	2gram	Vygotskiy__4	Problema
1	в его	11	43
2	и не	8	42
3	и в	20	38
4	не может	6	27
5	может быть	12	26
6	как бы	7	22
7	отнюдь не	3	19
8	и с	4	17
9	и его	5	16
10	в нем	2	15
11	в этом	24	15
12	прежде всего	2	13
13	только в	10	13
14	но не	3	12
15	ни в	3	11
16	и для	4	11
17	в области	4	11
18	к нему	2	10
19	в их	12	10
20	таким образом	25	10
21	но и	9	9
22	не имеет	2	9
23	его в	6	9
24	не только	15	9
25	место в	2	8
26	в том	42	8
27	и как	9	8
28	точки зрения	24	8
29	было бы	8	8
30	то что	15	8
31	входит в	2	8
32	слова в	9	7
33	что в	19	7
34	с другой	12	7
35	вообще не	2	7
36	с помощью	31	7
37	не в	4	7
38	в самом	6	7
39	между тем	9	7
40	как и	9	7
41	еще не	2	7
42	совершенно не	3	7
43	в своей	7	7
44	как мы	13	7
45	а в	2	6
46	на основе	10	6
47	не есть	2	6
48	все же	5	6
49	самом деле	7	6
50	с точки	11	6
51	мы можем	5	6
52	то же	16	5
53	в своем	4	5
54	это не	5	5
55	формы и	3	5
56	высшей степени	2	5
57	при этом	12	5
58	никогда не	5	5
59	все эти	5	5
60	должно быть	3	5
61	в основе	17	5
62	далеко не	2	5
63	в высшей	2	5
64	со словом	2	5
65	так и	5	5
66	в отличие	2	5
67	а не	7	5
68	тем как	3	5
69	могут быть	7	5
70	отличие от	2	5
71	должна быть	2	4
72	не менее	3	4
73	в нашем	4	4
74	в ней	2	4
75	в виду	3	4
76	другой стороны	9	4
77	данном случае	2	4
78	и только	4	4
79	сказать что	6	4
80	о том	5	4
81	к которому	3	4
82	но в	3	4
83	значение слова	7	4
84	но они	2	4
85	как в	5	4
86	тем самым	7	4
87	между ними	4	4
88	можно было	6	4
89	в данном	2	4
90	в себе	10	4
91	здесь не	2	4
92	как только	2	3
93	мы будем	2	3
94	и от	3	3
95	ли мы	2	3
96	одной стороны	9	3
97	не является	5	3
98	и тем	8	3
99	в целом	11	3
100	с одной	9	3
101	они не	2	3
102	и на	6	3
103	также и	2	3
104	если бы	5	3
105	этом смысле	8	3
106	ясно что	2	3
107	и к	5	3
108	том что	35	3
109	со всеми	3	3
110	может стать	2	3
111	одной из	3	3
112	мы в	2	3
113	слова не	3	3
114	приводит к	3	3
115	в слове	2	3
116	в таком	2	3
117	не знает	2	3
118	вопроса о	2	3
119	слова и	5	3
120	и это	2	3
121	едва ли	2	3
122	чем в	3	2
123	на этом	3	2
124	не могут	3	2
125	отнесенности и	2	2
126	представляется нам	4	2
127	и другие	9	2
128	в частности	5	2
129	в равной	3	2
130	в этих	3	2
131	в какой	3	2
132	столь же	3	2
133	что все	3	2
134	в каждом	2	2
135	первый план	4	2
136	на то	5	2
137	а только	3	2
138	что оно	4	2
139	в нашей	2	2
140	в свою	2	2
141	случае не	2	2
142	что это	2	2
143	и у	2	2
144	не имеют	3	2
145	другими словами	2	2
146	отличается от	2	2
147	в связи	3	2
148	этом отношении	7	2
149	и других	3	2
150	этой области	2	2
151	здесь мы	2	2
152	и что	8	2
153	и отдельных	2	2
154	того что	10	2
155	действительности в	2	2
156	и те	4	2
157	которые могут	2	2
158	и здесь	2	2
159	но как	2	2
160	в начале	2	2
161	во всем	3	2
162	в истории	10	2
163	мы должны	11	2
164	же самое	7	2
165	как это	9	2
166	оно может	3	2
167	в него	2	2
168	мы имеем	2	2
169	слово в	6	2
170	и которые	2	2
171	и более	7	2
172	находит свое	2	2
173	и во	3	2
174	к этому	4	2
175	на первый	4	2
176	что он	6	2
177	по существу	3	2
178	и при	4	2
179	связи с	3	2
180	том же	2	2
181	что и	9	2
182	себя в	3	2
183	в современной	2	2
184	нами в	4	2
185	момента в	2	2
186	того чтобы	7	2
187	для того	5	2
188	слово и	2	2
189	со словами	3	2
190	и он	2	2
191	тем что	7	2
192	в виде	3	2
193	анализа и	2	2
194	что эта	3	2
195	нами выше	4	2
196	в чем	3	2
197	понятий и	9	2
