N	2gram	Trubetskoy_1	Myslijsy
1	то есть	2	34
2	потому что	9	33
3	то что	18	29
4	может быть	16	26
5	таким образом	31	24
6	в том	30	23
7	и в	23	23
8	в этом	12	23
9	и проч	4	18
10	и не	8	18
11	что в	8	17
12	при этом	9	15
13	только в	6	15
14	для нас	3	14
15	как и	9	14
16	в себе	5	14
17	то же	4	14
18	того что	6	14
19	так как	7	14
20	если бы	8	13
21	том что	19	12
22	не было	2	12
23	но и	9	11
24	не в	8	11
25	не может	17	11
26	и потому	3	10
27	что мы	4	10
28	по отношению	9	10
29	не только	7	10
30	для меня	4	10
31	мы можем	6	10
32	не есть	2	9
33	между тем	12	9
34	в своем	10	8
35	было бы	3	8
36	тогда когда	3	8
37	отношению к	9	8
38	другими словами	2	8
39	заключает в	2	8
40	о том	7	8
41	но в	4	8
42	с тем	2	7
43	что это	5	7
44	это не	3	7
45	на то	9	7
46	в нем	3	7
47	что и	7	7
48	в силу	7	7
49	и что	8	7
50	очевидно что	3	7
51	вовсе не	2	7
52	с этим	11	7
53	этого слова	2	7
54	что если	3	6
55	независимо от	2	6
56	до тех	2	6
57	и к	5	6
58	тех пор	2	6
59	для того	8	6
60	вместе с	6	6
61	в которой	5	6
62	так и	10	6
63	только тогда	2	5
64	так что	5	5
65	для него	2	5
66	таким же	3	5
67	хотя и	4	5
68	в его	5	5
69	как бы	10	5
70	к нему	2	5
71	этом случае	4	5
72	что же	2	5
73	все это	11	5
74	не менее	7	5
75	должно быть	4	5
76	а в	3	5
77	с ним	6	5
78	во всяком	2	5
79	тем более	3	5
80	образом в	3	5
81	говорить о	2	5
82	и то	4	5
83	есть в	2	5
84	не то	3	5
85	на вопрос	4	4
86	и более	2	4
87	и все	7	4
88	что все	5	4
89	что он	7	4
90	тем не	4	4
91	тогда как	6	4
92	до сих	8	4
93	и может	3	4
94	от того	3	4
95	в котором	2	4
96	между ними	2	4
97	сих пор	8	4
98	всех остальных	2	4
99	то и	2	4
100	в истории	3	4
101	тем самым	3	4
102	того чтобы	8	4
103	хотя бы	4	4
104	так же	8	4
105	что как	4	4
106	в таком	4	4
107	между собою	5	4
108	точки зрения	13	4
109	в данном	3	4
110	в сознании	6	4
111	в то	6	4
112	если же	3	4
113	его в	5	4
114	а между	8	4
115	и с	5	4
116	том случае	4	3
117	при помощи	3	3
118	только не	2	3
119	никогда не	4	3
120	связи с	4	3
121	в этих	3	3
122	пор не	2	3
123	и состоит	2	3
124	давно уже	2	3
125	в них	2	3
126	из одного	2	3
127	именно в	5	3
128	не будет	5	3
129	же время	2	3
130	еще не	5	3
131	и если	6	3
132	и из	2	3
133	мы уже	4	3
134	к тому	8	3
135	в самом	8	3
136	между прочим	2	3
137	в виду	2	3
138	всяком случае	2	3
139	на себе	2	3
140	и их	5	3
141	в процессе	2	3
142	только что	3	3
143	и только	2	3
144	в разных	3	3
145	все эти	19	3
146	и других	2	3
147	что у	2	3
148	те же	2	3
149	на самом	7	3
150	лишь в	5	3
151	заметим что	2	3
152	самом деле	12	3
153	должны быть	3	3
154	ко всем	3	3
155	лишь тогда	2	3
156	и по	3	3
157	с ними	2	3
158	и на	6	3
159	это есть	4	3
160	этот вопрос	2	3
161	ответить на	2	3
162	и до	3	3
163	в которых	2	3
164	то в	2	3
165	их в	2	3
166	и так	2	3
167	ту же	2	3
168	с точки	8	3
169	что эти	2	3
170	на нее	2	3
171	признать что	3	2
172	я не	2	2
173	не могут	4	2
174	течением времени	4	2
175	том же	4	2
176	из себя	10	2
177	но даже	3	2
178	в нашем	3	2
179	всякое новое	2	2
180	и без	5	2
181	тому что	2	2
182	все что	9	2
183	в состоянии	4	2
184	столь же	5	2
185	но так	2	2
186	с другой	6	2
187	же что	2	2
188	из этих	8	2
189	представить себе	2	2
190	вопрос о	3	2
191	большею частью	5	2
192	отношение к	4	2
193	этого последнего	2	2
194	том и	2	2
195	все в	2	2
196	в самой	2	2
197	у нас	3	2
198	из этого	6	2
199	мы и	2	2
200	вытекают из	2	2
201	от него	3	2
202	чем в	3	2
203	по своему	5	2
204	уже и	3	2
205	и говорить	3	2
206	чем больше	4	2
207	в свою	2	2
208	что по	3	2
209	она не	2	2
210	тот же	3	2
211	самой сущности	3	2
212	в сущности	2	2
213	выше мы	4	2
214	к ним	2	2
215	они могут	2	2
216	в ней	3	2
217	он не	3	2
218	можно лишь	2	2
219	не вполне	3	2
220	никто не	2	2
221	с течением	4	2
222	так или	5	2
223	даже в	3	2
224	и это	3	2
225	в мире	6	2
226	на том	2	2
227	можно назвать	3	2
228	конечно не	3	2
229	данном случае	3	2
230	что представление	2	2
231	и для	6	2
232	если мы	4	2
233	в течение	4	2
234	что его	4	2
235	как мы	2	2
236	из которых	4	2
237	и у	4	2
238	это обстоятельство	2	2
239	не так	4	2
240	для самого	2	2
241	друг друга	2	2
242	или иначе	5	2
243	в глазах	2	2
244	в своих	2	2
245	что только	2	2
246	в отдельных	2	2
247	в виде	4	2
248	и при	6	2
249	он все	2	2
250	своем развитии	3	2
251	и вообще	3	2
252	бы в	3	2
253	я в	2	2
254	мы должны	4	2
255	будет иметь	2	2
256	в ту	2	2
257	быть и	5	2
258	в области	4	2
259	которые не	3	2
260	из него	2	2
