N	2gram	Vinokur_Vv_1	Problemy
1	и в	27	46
2	и не	13	27
3	может быть	24	23
4	как бы	5	19
5	не может	13	19
6	в нем	13	17
7	в этом	34	16
8	не только	21	14
9	но и	5	12
10	как и	5	12
11	как мы	9	12
12	и на	3	11
13	точки зрения	7	11
14	в одном	4	11
15	а не	3	11
16	не в	8	10
17	между ними	2	10
18	прежде всего	8	9
19	в том	31	9
20	в самом	12	9
21	вовсе не	6	9
22	в его	10	9
23	с точки	2	9
24	до сих	5	8
25	сих пор	5	8
26	и с	2	7
27	по себе	9	7
28	еще не	4	7
29	в сущности	3	7
30	как раз	4	7
31	в себе	4	7
32	никогда не	3	6
33	в каждом	4	6
34	хотя и	3	6
35	но в	10	6
36	что он	4	6
37	то же	8	6
38	все это	6	6
39	и его	5	6
40	только в	13	6
41	это не	8	5
42	же время	5	5
43	при этом	3	5
44	и сам	2	5
45	в котором	4	5
46	к нему	2	5
47	жизни и	2	5
48	по отношению	4	5
49	рядом с	2	5
50	в то	5	5
51	так как	13	5
52	о том	15	5
53	если же	2	5
54	отношению к	4	5
55	во всех	2	5
56	уже в	5	4
57	что в	11	4
58	в этих	3	4
59	можно сказать	3	4
60	да и	4	4
61	до конца	3	4
62	например в	2	4
63	в виду	4	4
64	по мере	4	4
65	в их	11	4
66	таким образом	19	4
67	еще и	3	4
68	все эти	3	4
69	и других	3	4
70	должно быть	2	4
71	потому что	14	4
72	он и	2	4
73	во всем	2	4
74	мы не	2	4
75	мы можем	2	4
76	любовь к	4	4
77	том что	26	4
78	но не	7	4
79	том же	2	4
80	все же	8	4
81	то что	17	4
82	своего рода	3	4
83	уже не	5	4
84	самом деле	6	4
85	здесь не	2	4
86	в отношении	2	3
87	с другой	8	3
88	из этих	5	3
89	не могут	5	3
90	в своем	3	3
91	на этом	3	3
92	одним из	5	3
93	но если	3	3
94	себе и	2	3
95	здесь нет	4	3
96	то это	3	3
97	и для	4	3
98	не к	2	3
99	отношение к	3	3
100	и до	2	3
101	другой стороны	5	3
102	так же	3	3
103	и даже	5	3
104	также и	16	3
105	в конце	3	3
106	как он	6	3
107	мы имеем	3	3
108	если бы	2	3
109	не как	3	3
110	в различных	2	3
111	по существу	2	3
112	и при	2	3
113	так чтобы	3	3
114	того же	3	3
115	и что	4	3
116	было бы	5	3
117	в своей	4	3
118	что и	3	3
119	себя в	2	3
120	него в	2	3
121	что же	3	3
122	только на	3	3
123	в центре	4	3
124	в отличие	3	3
125	уже после	3	3
126	в той	7	3
127	той же	4	3
128	слова как	2	3
129	тем что	6	3
130	в этой	3	3
131	и т.д	4	3
132	и это	6	3
133	дело в	3	3
134	отличие от	3	3
135	не менее	8	2
136	он сам	3	2
137	сама по	3	2
138	должна быть	2	2
139	возникает вопрос	2	2
140	для этого	3	2
141	или меньшей	2	2
142	мысли и	2	2
143	вопрос о	8	2
144	его к	2	2
145	к тому	4	2
146	в строгом	3	2
147	в известной	3	2
148	так что	5	2
149	и как	9	2
150	но все	3	2
151	лишь как	2	2
152	же как	3	2
153	времени и	4	2
154	большей или	2	2
155	смысле слова	7	2
156	в большей	7	2
157	в общем	12	2
158	себе что	3	2
159	и тем	5	2
160	на том	3	2
161	значение в	2	2
162	но дело	3	2
163	языка и	12	2
164	этих случаях	2	2
165	свое время	2	2
166	а в	5	2
167	только так	2	2
168	в которых	6	2
169	широком смысле	8	2
170	и совершенно	2	2
171	в результате	3	2
172	сказать что	5	2
173	именно как	3	2
174	языка в	4	2
175	о котором	8	2
176	единого и	2	2
177	что мы	2	2
178	между тем	8	2
179	а как	3	2
180	романов достоевского	2	2
181	с этим	2	2
182	этом смысле	11	2
183	стороны и	3	2
184	о которых	2	2
185	но с	4	2
186	у нас	2	2
187	строгом смысле	3	2
188	одна из	2	2
189	есть и	4	2
190	не нужно	2	2
191	своей природе	3	2
192	об этом	5	2
193	в свое	2	2
194	но ведь	4	2
195	этого слова	2	2
196	на почве	5	2
197	вместе с	6	2
198	бы и	2	2
199	связи между	4	2
200	что такое	10	2
201	на этот	4	2
202	хотя бы	5	2
203	речь в	4	2
204	можно было	7	2
205	ничего не	2	2
206	в данном	11	2
207	этот вопрос	4	2
208	во всяком	3	2
209	от этого	5	2
210	могут быть	4	2
211	в другом	3	2
212	отношении к	2	2
213	не могли	2	2
214	того как	3	2
