N	2gram	Tiupa_Lite_3	formyVre
1	и в	16	46
2	в этом	14	22
3	прежде всего	3	14
4	в романе	3	13
5	и его	6	12
6	только в	7	11
7	не только	14	11
8	во всех	2	11
9	в том	12	10
10	как бы	8	10
11	точки зрения	7	10
12	то есть	5	10
13	но в	3	10
14	не в	10	9
15	мира и	2	9
16	вместе с	5	9
17	но и	14	9
18	и не	22	9
19	и для	4	9
20	связи с	2	8
21	как и	5	8
22	в его	6	8
23	жизни и	3	8
24	то же	9	8
25	того чтобы	2	8
26	для того	2	8
27	с точки	3	8
28	потому что	3	8
29	из них	4	8
30	в одном	4	7
31	может быть	12	7
32	то что	12	7
33	так и	9	7
34	и на	2	7
35	никогда не	4	6
36	при этом	15	6
37	как мы	2	6
38	еще не	6	6
39	его в	2	6
40	все же	2	6
41	человека в	2	6
42	и наконец	3	6
43	в основе	5	6
44	и с	2	6
45	в частности	11	5
46	по существу	4	5
47	в то	9	5
48	но не	4	5
49	в нем	2	5
50	что в	2	5
51	должно быть	4	5
52	место в	4	4
53	отнюдь не	3	4
54	жизни в	4	4
55	с этой	2	4
56	же время	7	4
57	же в	2	4
58	том что	8	4
59	в мире	16	4
60	как в	5	4
61	отношения к	3	4
62	а не	12	4
63	к себе	8	4
64	в себе	6	4
65	о том	6	4
66	том числе	3	3
67	о чем	3	3
68	себя и	2	3
69	все они	2	3
70	под знаком	2	3
71	того же	2	3
72	к этому	2	3
73	к тому	6	3
74	что он	5	3
75	а затем	3	3
76	и как	3	3
77	как у	4	3
78	в качестве	5	3
79	для него	2	3
80	себе самому	3	3
81	хотя и	4	3
82	а также	4	3
83	что и	2	3
84	ее в	2	3
85	отношение к	2	3
86	в совершенно	2	3
87	уже не	3	3
88	того что	9	3
89	и даже	2	3
90	а в	5	3
91	тем что	2	3
92	в другом	6	3
93	же самое	2	3
94	мира в	3	3
95	только для	3	2
96	природа и	2	2
97	числе и	2	2
98	с другой	6	2
99	это не	5	2
100	одном из	2	2
101	со своими	2	2
102	по себе	2	2
103	или иной	2	2
104	можно сказать	2	2
105	за свой	2	2
106	именно в	5	2
107	у нас	2	2
108	своей жизни	2	2
109	в этой	8	2
110	а на	2	2
111	до конца	4	2
112	особое место	2	2
113	было бы	2	2
114	со всеми	2	2
115	и к	3	2
116	жизни а	2	2
117	вплоть до	2	2
118	наконец в	3	2
119	и потому	2	2
120	один из	2	2
121	здесь это	2	2
122	и т.п	6	2
123	не может	8	2
124	здесь не	2	2
125	по аналогии	2	2
126	и только	2	2
127	если не	2	2
128	этом отношении	5	2
129	с одной	4	2
130	и вот	2	2
131	лишь в	5	2
132	жизни как	2	2
133	так же	2	2
134	как на	3	2
135	в данном	4	2
136	то в	3	2
137	автора и	2	2
138	не знает	2	2
139	в поэзии	5	2
140	далеко не	2	2
141	в конце	2	2
142	там где	3	2
143	как это	3	2
144	жизнь как	2	2
145	мыслится как	3	2
