N	2gram	Bakhtin_Pr_1	Analitik
1	может быть	24	29
2	в том	8	27
3	не может	12	22
4	и не	31	21
5	и в	29	18
6	а не	22	17
7	но и	14	17
8	не только	15	15
9	не в	7	14
10	как и	12	13
11	в его	24	13
12	в этом	22	13
13	том что	7	12
14	при этом	2	12
15	произведения в	2	11
16	в себе	7	11
17	но не	9	10
18	то же	14	9
19	а в	7	9
20	в то	10	9
21	в мире	6	8
22	не есть	2	8
23	в той	2	8
24	но в	7	8
25	это не	9	6
26	прежде всего	7	6
27	же время	9	6
28	в самом	10	6
29	в сущности	5	6
30	далеко не	3	6
31	то что	15	6
32	в своей	8	6
33	в себя	3	6
34	по отношению	8	6
35	в основе	4	6
36	точки зрения	19	6
37	только в	10	6
38	и как	7	5
39	в этой	4	5
40	что в	8	5
41	как бы	19	5
42	отношению к	8	5
43	в целом	6	5
44	в их	3	5
45	и его	14	5
46	между тем	5	5
47	и на	7	5
48	в произведении	4	5
49	на вопрос	2	4
50	могут быть	6	4
51	себя и	2	4
52	с другой	3	4
53	по себе	8	4
54	в литературе	4	4
55	ни в	3	4
56	как предмет	4	4
57	все же	9	4
58	так и	7	4
59	во времени	3	4
60	именно в	5	4
61	уже не	13	4
62	ни было	2	4
63	из которых	2	4
64	с точки	13	4
65	с другими	7	4
66	с ним	5	4
67	не могут	6	3
68	с его	9	3
69	однако не	2	3
70	и есть	2	3
71	однако в	2	3
72	и одновременно	3	3
73	то ни	2	3
74	вследствие этого	2	3
75	хотя бы	2	3
76	личности в	4	3
77	в нем	19	3
78	и к	2	3
79	что он	8	3
80	и т	4	3
81	еще не	5	3
82	одним из	6	3
83	он не	5	3
84	о нем	9	3
85	в котором	2	3
86	даже в	4	3
87	что и	4	3
88	бы то	2	3
89	таким образом	12	3
90	художественного видения	7	3
91	к нему	6	3
92	тому как	3	3
93	автора и	5	3
94	подобно тому	3	3
95	данного произведения	2	3
96	т п	3	3
97	более того	5	3
98	как будто	3	3
99	в художественном	3	3
100	оно может	2	3
101	если бы	9	3
102	в противоположность	2	2
103	никогда не	3	2
104	все эти	9	2
105	его и	2	2
106	была бы	3	2
107	вовсе не	7	2
108	вопрос о	2	2
109	его к	2	2
110	а как	7	2
111	внешнего мира	3	2
112	и потому	6	2
113	должно быть	4	2
114	и сам	2	2
115	отношение к	2	2
116	для него	18	2
117	в пределах	13	2
118	было бы	5	2
119	несмотря на	6	2
120	на его	2	2
121	ним и	3	2
122	за пределы	7	2
123	и о	5	2
124	совпадает с	2	2
125	не о	2	2
126	и самого	4	2
127	сами по	3	2
128	один из	2	2
129	какой бы	2	2
130	он может	3	2
131	в процессе	4	2
132	и до	3	2
133	из возможных	2	2
134	данном случае	2	2
135	что же	4	2
136	другой стороны	3	2
137	отличается от	3	2
138	как к	3	2
139	отношения к	3	2
140	той же	5	2
141	этом отношении	3	2
142	на самом	5	2
143	самом деле	6	2
144	художественного творчества	3	2
145	не становится	5	2
146	как мы	4	2
147	художественного мира	5	2
148	на себя	2	2
149	то он	2	2
150	героя в	4	2
151	для себя	2	2
152	в данном	2	2
153	что из	2	2
154	могли бы	2	2
155	романа в	3	2
156	так как	6	2
157	потому что	8	2
158	в которой	2	2
159	в сознании	2	2
160	и с	4	2
161	мира в	5	2
