N	2gram	Losev_Dial_2	StatiiOP
1	и в	19	29
2	том что	10	27
3	в том	14	27
4	в этом	8	21
5	но и	12	19
6	что в	7	19
7	не только	19	19
8	о том	5	17
9	что он	6	13
10	у пушкина	2	12
11	то что	14	11
12	все это	4	11
13	в которой	2	11
14	к тому	2	10
15	таким образом	4	10
16	т е	30	10
17	в своем	4	9
18	и т	17	9
19	так и	10	9
20	и не	30	9
21	потому что	14	9
22	он не	4	9
23	и пр	5	8
24	как раз	5	8
25	но в	2	8
26	но все	2	7
27	с тем	2	7
28	в самом	5	7
29	в ней	2	7
30	в виду	5	7
31	я не	6	7
32	в своей	8	7
33	вместе с	2	7
34	тому что	2	7
35	того как	2	7
36	об этом	3	6
37	в одном	4	6
38	вовсе не	13	6
39	вопрос о	3	6
40	до сих	2	6
41	все же	4	6
42	т д	15	6
43	и что	5	6
44	и его	5	6
45	о чем	3	5
46	прежде всего	8	5
47	была бы	3	5
48	в той	3	5
49	было бы	3	5
50	как бы	14	5
51	сих пор	2	5
52	а не	16	5
53	того что	6	5
54	между тем	2	5
55	точки зрения	12	5
56	времени и	9	4
57	именно в	2	4
58	в частности	2	4
59	что у	2	4
60	с другой	5	4
61	не в	8	4
62	кроме того	3	4
63	и к	7	4
64	в нем	10	4
65	ничего не	3	4
66	в другом	4	4
67	связи с	4	4
68	и с	5	4
69	в общем	2	3
70	не менее	3	3
71	самого начала	2	3
72	же как	3	3
73	что это	10	3
74	в этих	3	3
75	но он	4	3
76	с этим	3	3
77	с нею	3	3
78	по себе	18	3
79	что на	2	3
80	ни в	10	3
81	так что	7	3
82	но это	7	3
83	но не	6	3
84	например в	2	3
85	у меня	3	3
86	никогда не	9	3
87	и даже	14	3
88	всяком случае	2	3
89	из них	3	3
90	другой стороны	4	3
91	самом деле	4	3
92	как в	2	3
93	в их	2	3
94	т п	2	3
95	не было	3	3
96	тем что	2	3
97	с самого	2	3
98	на самом	2	3
99	и по	4	3
100	хотя бы	4	3
101	сомневаться в	2	3
102	так же	2	3
103	его не	2	3
104	во всяком	2	3
105	иметь в	2	3
106	которые не	2	3
107	не то	5	3
108	во время	2	2
109	и более	3	2
110	только не	2	2
111	что с	2	2
112	в какой	2	2
113	в одной	4	2
114	в конце	2	2
115	не раз	2	2
116	и я	2	2
117	в тех	2	2
118	бы ни	2	2
119	что и	5	2
120	тем не	2	2
121	в ее	4	2
122	только потому	2	2
123	не потому	6	2
124	как и	10	2
125	и как	10	2
126	только о	2	2
127	даны в	3	2
128	в этой	3	2
129	что я	2	2
130	что они	6	2
131	в истории	2	2
132	в то	6	2
133	по своему	5	2
134	очевидно что	2	2
135	говорят что	4	2
136	как известно	2	2
137	в это	3	2
138	раз в	2	2
139	это еще	2	2
140	несмотря на	2	2
141	на его	2	2
142	может быть	20	2
143	далее в	2	2
144	только к	2	2
145	во внимание	3	2
146	не по	2	2
147	тем же	2	2
148	и потому	5	2
149	даже в	3	2
150	нет никакого	2	2
151	сами по	3	2
152	только в	5	2
153	ее в	2	2
154	также и	2	2
155	в некоторых	2	2
156	ни с	4	2
157	дело не	2	2
158	или менее	2	2
159	только что	5	2
160	совершенно не	7	2
161	не на	2	2
162	не может	9	2
163	то же	12	2
164	все эти	2	2
165	при этом	4	2
166	они не	3	2
167	более или	2	2
168	что такое	3	2
169	принять во	3	2
170	если принять	2	2
171	с точки	8	2
172	что этот	3	2
173	в данном	3	2
174	в результате	2	2
175	сказать что	10	2
176	мере в	2	2
177	к сожалению	2	2
178	в каком	4	2
179	это время	3	2
180	в себе	15	2
181	и вообще	6	2
182	в один	3	2
183	его в	3	2
184	как он	4	2
185	и это	5	2
186	том смысле	4	2
187	так как	14	2
188	как это	7	2
189	в области	2	2
190	поэзии и	4	2
191	это было	3	2
