N	2gram	Nazirov_Vr_1	Istorich
1	и в	8	24
2	что он	4	21
3	не только	9	21
4	т е	3	16
5	может быть	4	14
6	не может	2	14
7	что в	7	13
8	в этом	8	12
9	но и	7	11
10	это не	4	10
11	у него	5	10
12	том что	3	10
13	а в	2	10
14	и что	8	10
15	все же	6	9
16	о том	4	9
17	еще не	2	8
18	все это	4	8
19	то же	5	8
20	в том	3	7
21	одна из	2	7
22	то что	7	7
23	вместе с	2	7
24	таким образом	2	7
25	тем что	3	6
26	об этом	5	6
27	для нас	4	6
28	как и	6	6
29	так же	4	6
30	в нем	6	6
31	он не	3	6
32	и все	7	6
33	во время	2	6
34	ответ на	2	6
35	не менее	2	5
36	отношение к	2	5
37	в чем	3	5
38	с ним	4	5
39	в русской	3	5
40	но в	6	5
41	никогда не	2	4
42	что у	3	4
43	при этом	4	4
44	же как	2	4
45	как бы	4	4
46	и не	5	4
47	так в	2	4
48	точки зрения	2	4
49	на первый	2	4
50	уже в	4	3
51	после смерти	2	3
52	с его	3	3
53	в них	2	3
54	на то	3	3
55	и стал	2	3
56	после этого	2	3
57	его в	3	3
58	при помощи	2	3
59	и даже	6	3
60	и он	2	3
61	и его	3	3
62	но это	2	3
63	к себе	2	3
64	связи с	3	3
65	в конце	3	3
66	тогда как	2	3
67	к этому	3	2
68	в одну	2	2
69	и ее	2	2
70	в то	5	2
71	мы знаем	2	2
72	довольно много	2	2
73	и о	3	2
74	к ним	2	2
75	в котором	6	2
76	тем более	2	2
77	в связи	3	2
78	уже не	2	2
79	там же	2	2
80	и у	3	2
81	из них	2	2
82	но он	3	2
83	об этой	2	2
84	его на	2	2
85	и это	2	2
86	в русских	2	2
