N	2gram	Tiupa_Lite_1	Komedia
1	и в	8	22
2	и не	12	21
3	том что	14	13
4	в том	16	12
5	таким образом	3	12
6	со стороны	4	11
7	потому что	3	10
8	в самом	3	9
9	в своем	11	8
10	что он	5	8
11	в его	7	8
12	в этом	12	8
13	о том	2	8
14	его в	3	8
15	при этом	19	7
16	то же	5	7
17	а в	3	7
18	в конце	4	7
19	тому же	2	6
20	того же	2	6
21	еще не	4	6
22	к тому	2	6
23	может быть	13	6
24	как раз	4	6
25	самом деле	2	6
26	и его	4	6
27	в то	5	6
28	не менее	7	5
29	связи с	6	5
30	что в	3	5
31	же время	5	5
32	прежде всего	11	5
33	то это	2	5
34	что его	3	5
35	как это	8	5
36	и сам	6	5
37	не только	24	5
38	в своей	4	5
39	из них	4	5
40	по отношению	3	5
41	тем что	2	5
42	более чем	3	5
43	к себе	3	5
44	но в	3	5
45	у него	3	4
46	отнюдь не	2	4
47	однако в	2	4
48	с другой	3	4
49	все же	4	4
50	не в	8	4
51	несмотря на	3	4
52	тем более	2	4
53	то что	10	4
54	но и	17	4
55	а не	16	4
56	друг друга	4	4
57	точки зрения	6	4
58	на себя	2	4
59	в себе	7	4
60	в связи	4	4
61	так и	4	4
62	не является	2	4
63	хотя бы	2	4
64	с его	5	3
65	в частности	15	3
66	обращается к	2	3
67	никогда не	4	3
68	с этой	5	3
69	себе в	2	3
70	одного из	3	3
71	в нем	2	3
72	далеко не	3	3
73	тем не	2	3
74	как и	6	3
75	в этой	4	3
76	со временем	2	3
77	одной стороны	2	3
78	было бы	2	3
79	как бы	7	3
80	один из	3	3
81	отношению к	2	3
82	в целом	8	3
83	приводит к	3	3
84	не может	5	3
85	с одной	2	3
86	из того	2	3
87	что не	2	3
88	с точки	2	3
89	столь же	4	3
90	тем же	3	3
91	и даже	3	3
92	во всяком	3	3
93	представляет собой	4	3
94	на это	2	3
95	как он	2	3
96	всяком случае	2	3
97	в основе	3	2
98	уже в	5	2
99	состоит в	11	2
100	конечном счете	4	2
101	в качестве	17	2
102	не как	4	2
103	как в	5	2
104	это не	4	2
105	нового времени	2	2
106	человека и	2	2
107	но при	2	2
108	и я	6	2
109	для понимания	2	2
110	а как	2	2
111	отличие от	5	2
112	из его	2	2
113	в силу	4	2
114	х годов	2	2
115	аналогии с	3	2
116	что ему	3	2
117	в пределах	3	2
118	не мог	3	2
119	в сущности	2	2
120	за пределы	2	2
121	при всей	3	2
122	одним из	5	2
123	в конечном	5	2
124	а также	5	2
125	так или	8	2
126	должен быть	2	2
127	дело не	2	2
128	могло быть	2	2
129	в их	3	2
130	при всем	3	2
131	вплоть до	2	2
132	бы не	3	2
133	не было	3	2
134	этом отношении	2	2
135	в мире	2	2
136	что для	2	2
137	роль в	2	2
138	можно было	2	2
139	или иначе	9	2
140	в своих	4	2
141	ли не	3	2
142	между тем	2	2
143	нуждается в	3	2
144	он и	3	2
145	в другом	2	2
146	исходя из	3	2
147	нет ничего	2	2
148	всего лишь	4	2
149	в области	3	2
150	в виду	3	2
