N	2gram	Losev_Vlad_3	Myslijsy
1	то есть	24	34
2	потому что	11	33
3	то что	28	29
4	может быть	8	26
5	таким образом	11	24
6	в том	18	23
7	и в	40	23
8	в этом	16	23
9	и не	25	18
10	что в	17	17
11	при этом	3	15
12	только в	13	15
13	для нас	5	14
14	как и	7	14
15	в себе	9	14
16	то же	4	14
17	того что	7	14
18	так как	7	14
19	если бы	3	13
20	том что	18	12
21	не было	5	12
22	а не	8	12
23	по себе	6	11
24	но и	18	11
25	не в	3	11
26	не может	14	11
27	и потому	10	10
28	что мы	2	10
29	не только	25	10
30	тем что	5	10
31	не есть	10	9
32	в своем	8	8
33	было бы	4	8
34	то это	10	8
35	мы не	2	8
36	сказать что	12	8
37	о том	11	8
38	но в	4	8
39	с тем	7	7
40	что это	9	7
41	это не	3	7
42	на то	4	7
43	в нем	3	7
44	что и	7	7
45	в силу	2	7
46	и что	8	7
47	вовсе не	13	7
48	с этим	2	7
49	что если	4	6
50	независимо от	3	6
51	и к	2	6
52	для того	2	6
53	вместе с	7	6
54	заметить что	2	6
55	в которой	2	6
56	так и	6	6
57	уже в	3	5
58	так что	14	5
59	есть только	9	5
60	само по	3	5
61	не можем	2	5
62	для него	8	5
63	хотя и	7	5
64	в его	14	5
65	как бы	3	5
66	к нему	3	5
67	бы и	4	5
68	что же	9	5
69	не менее	9	5
70	находится в	3	5
71	должно быть	5	5
72	а в	7	5
73	во всяком	3	5
74	и то	9	5
75	не имеет	4	5
76	и более	2	4
77	и все	4	4
78	что все	7	4
79	что он	5	4
80	есть не	2	4
81	тем не	10	4
82	это последнее	2	4
83	в одном	5	4
84	и о	4	4
85	от того	4	4
86	в котором	4	4
87	сам по	2	4
88	и тем	3	4
89	в сравнении	2	4
90	а именно	12	4
91	да и	6	4
92	только на	5	4
93	то и	2	4
94	в истории	5	4
95	тем самым	2	4
96	того чтобы	3	4
97	хотя бы	6	4
98	так же	8	4
99	в таком	3	4
100	точки зрения	13	4
101	в каком	4	4
102	в данном	5	4
103	в то	7	4
104	же самое	3	4
105	его в	2	4
106	мы имеем	3	4
107	и с	9	4
108	том случае	3	3
109	при помощи	4	3
110	себе в	2	3
111	никогда не	11	3
112	связи с	2	3
113	в этих	2	3
114	человека и	3	3
115	нельзя сказать	3	3
116	и вместе	2	3
117	в смысле	6	3
118	там же	7	3
119	именно в	3	3
120	но это	6	3
121	не будет	6	3
122	же время	2	3
123	кроме того	6	3
124	еще не	4	3
125	и если	7	3
126	мы уже	5	3
127	к тому	7	3
128	в самом	4	3
129	между прочим	5	3
130	в виду	3	3
131	всяком случае	3	3
132	но уже	2	3
133	нет ничего	2	3
134	со стороны	2	3
135	только что	2	3
136	что есть	3	3
137	и только	3	3
138	в разных	2	3
139	все эти	5	3
140	на самом	3	3
141	уже не	9	3
142	заметим что	3	3
143	и по	2	3
144	еще до	2	3
145	которое в	3	3
146	и на	6	3
147	это есть	10	3
148	то в	6	3
149	и так	2	3
150	даже и	12	3
151	с точки	6	3
152	не существует	2	2
153	можно только	2	2
154	можно считать	5	2
155	я не	3	2
156	не могут	2	2
157	и как	7	2
158	но даже	4	2
159	в нашем	2	2
160	тому что	4	2
161	с другой	5	2
162	оно не	3	2
163	то он	4	2
164	не как	2	2
165	из этих	3	2
166	мы бы	7	2
167	когда оно	2	2
168	точно так	4	2
169	и нельзя	3	2
170	вопрос о	4	2
171	для понимания	2	2
172	этого последнего	2	2
173	что на	2	2
174	оно есть	6	2
175	и здесь	6	2
176	у нас	5	2
177	из этого	2	2
178	об этом	6	2
179	мы и	2	2
180	только о	3	2
181	чем в	4	2
182	что даже	2	2
183	есть и	4	2
184	имеет свою	2	2
185	но что	2	2
186	не нужно	2	2
187	она не	2	2
188	в это	2	2
189	то необходимо	2	2
190	в сущности	2	2
191	нам представляется	2	2
192	выше мы	2	2
193	в ней	5	2
194	он не	8	2
195	не вполне	2	2
196	так или	2	2
197	даже в	4	2
198	не с	4	2
199	об отношении	2	2
200	и это	6	2
201	в мире	2	2
202	если оно	4	2
203	данном случае	2	2
204	что она	2	2
205	я вижу	2	2
206	даже не	3	2
207	и вполне	2	2
208	на ступени	2	2
209	к первому	2	2
210	и для	3	2
211	если мы	4	2
212	в течение	4	2
213	что его	2	2
214	как мы	8	2
215	и у	3	2
216	и даже	6	2
217	и притом	3	2
218	не так	3	2
219	друг друга	2	2
220	и его	10	2
221	можно было	5	2
222	или иначе	2	2
223	в своих	7	2
224	можно думать	2	2
225	в виде	13	2
226	к его	2	2
227	и вообще	3	2
228	бы в	2	2
229	мы должны	4	2
230	но мы	2	2
231	в обществе	2	2
232	ко второму	2	2
233	таком случае	2	2
234	иметь в	2	2
235	быть и	2	2
236	а если	2	2
237	же с	7	2
238	которые не	2	2
239	это было	3	2
240	ни к	2	2
