N	2gram	Losev_Vlad_2	Hudozhes
1	том что	12	16
2	и в	30	14
3	так и	5	13
4	а не	7	12
5	в том	18	12
6	не только	12	12
7	при этом	5	12
8	о том	4	12
9	прежде всего	6	11
10	в этом	20	11
11	в себе	6	11
12	для него	9	10
13	в своей	5	10
14	у него	19	9
15	что он	13	9
16	как и	5	9
17	то же	4	9
18	как в	3	8
19	то что	20	8
20	же время	3	8
21	в этой	4	8
22	в то	9	8
23	в его	11	8
24	ничего не	2	8
25	казалось бы	2	7
26	это не	2	7
27	к тому	2	7
28	уже не	3	7
29	не в	9	7
30	как бы	5	7
31	не может	9	7
32	именно в	4	7
33	а в	11	7
34	никогда не	7	6
35	что в	12	6
36	было бы	9	6
37	жизни в	2	6
38	не менее	7	5
39	с его	4	5
40	в частности	2	5
41	в этих	4	5
42	об этом	6	5
43	может быть	7	5
44	только в	6	5
45	и он	4	5
46	л н	3	5
47	но и	8	5
48	во второй	2	5
49	жизни и	6	5
50	друг друга	2	5
51	и его	6	5
52	можно было	2	5
53	потому что	9	5
54	ни в	7	5
55	точки зрения	7	5
56	но в	8	5
57	связи с	8	4
58	в своем	8	4
59	и от	2	4
60	и все	7	4
61	бытия и	2	4
62	с с	4	4
63	на то	2	4
64	можно сказать	4	4
65	и к	6	4
66	тем не	6	4
67	то в	5	4
68	она не	2	4
69	несмотря на	4	4
70	мы уже	2	4
71	в самом	2	4
72	и о	4	4
73	он уже	5	4
74	в ней	4	4
75	себя в	2	4
76	не было	10	4
77	того что	5	4
78	н толстого	2	4
79	он не	4	4
80	как будто	2	4
81	в конце	13	4
82	и это	3	4
83	с ним	5	4
84	и с	14	4
85	но не	3	3
86	но он	3	3
87	с этим	5	3
88	же в	2	3
89	это в	3	3
90	как мы	11	3
91	на этом	2	3
92	по своему	2	3
93	такого рода	2	3
94	о нем	2	3
95	еще в	2	3
96	даже в	2	3
97	для себя	5	3
98	в нем	4	3
99	все же	9	3
100	со стороны	4	3
101	в связи	8	3
102	и для	3	3
103	все эти	5	3
104	того чтобы	2	3
105	и даже	10	3
106	к этой	2	3
107	с точки	3	3
108	и по	2	3
109	в таком	3	3
110	в своих	2	3
111	м м	4	3
112	и на	4	3
113	как к	2	3
114	будто бы	2	3
115	его в	4	3
116	а также	10	3
117	едва ли	3	3
118	так или	3	2
119	однако в	2	2
120	не столько	3	2
121	и потому	2	2
122	по себе	5	2
123	в следующем	3	2
124	мы знаем	4	2
125	да и	3	2
126	так что	5	2
127	своей жизни	3	2
128	и что	5	2
129	мы читаем	4	2
130	л м	6	2
131	а то	2	2
132	в целом	4	2
133	до конца	7	2
134	себе и	2	2
135	на его	4	2
136	в начале	4	2
137	говоря о	3	2
138	никак не	3	2
139	хотя и	6	2
140	этой книги	2	2
141	как он	2	2
142	его жизни	6	2
143	что же	8	2
144	в их	2	2
145	все это	5	2
146	второй половине	2	2
147	а а	3	2
148	с и	2	2
149	и не	18	2
150	же касается	5	2
151	там же	12	2
152	что не	2	2
153	не имеет	2	2
154	должно быть	3	2
155	в это	4	2
156	той же	4	2
157	или иначе	3	2
158	с этой	4	2
159	в результате	5	2
160	не о	2	2
161	что я	3	2
162	нет ничего	3	2
163	здесь не	4	2
164	говорится о	2	2
165	я и	2	2
166	мы не	2	2
