N	2gram	Vinokur_St_3	Psycholo
1	и в	25	38
2	то что	12	35
3	все время	2	30
4	в том	20	25
5	в самом	2	25
6	самом деле	2	21
7	что в	19	20
8	может быть	19	19
9	и что	3	18
10	на то	5	16
11	точки зрения	7	16
12	в ней	4	15
13	то есть	2	15
14	если бы	4	14
15	том что	15	14
16	как бы	6	14
17	и т	8	14
18	потому что	5	14
19	в этой	14	13
20	в этом	24	13
21	мы видим	4	12
22	было бы	7	12
23	не только	12	12
24	таким образом	10	12
25	не в	6	12
26	что он	19	11
27	что это	16	10
28	в сущности	2	10
29	то же	5	10
30	и не	10	10
31	о которых	3	9
32	с точки	4	9
33	все же	4	8
34	с тем	4	8
35	с этим	7	8
36	вовсе не	2	8
37	как и	4	8
38	так что	11	8
39	говорит что	5	8
40	как раз	3	8
41	из этого	4	8
42	для того	2	8
43	и это	5	8
44	с другой	5	7
45	а не	5	7
46	не может	7	7
47	что у	2	7
48	как мы	2	7
49	а в	6	7
50	заключается в	2	7
51	между тем	6	7
52	и здесь	3	6
53	к тому	2	6
54	с самого	2	6
55	до сих	2	6
56	бы совершенно	3	6
57	один из	2	6
58	и если	3	6
59	в котором	5	6
60	не имеет	2	6
61	тому что	3	6
62	он не	5	6
63	с одной	2	6
64	так как	3	6
65	он говорит	4	6
66	и его	3	6
67	и на	6	6
68	в которых	2	6
69	самого начала	2	6
70	о том	8	6
71	в какой	3	5
72	на этом	3	5
73	одной стороны	3	5
74	несмотря на	3	5
75	в своей	4	5
76	вместе с	2	5
77	но и	9	5
78	сих пор	2	5
79	другой стороны	5	5
80	т п	6	5
81	или в	2	5
82	действующих лиц	4	5
83	мы не	2	5
84	в другом	3	5
85	в его	12	5
86	так сказать	2	5
87	в которой	4	5
88	что если	2	4
89	никогда не	2	4
90	что эта	2	4
91	что они	2	4
92	в свою	2	4
93	и для	4	4
94	во всех	2	4
95	речь идет	2	4
96	не мог	2	4
97	ее в	2	4
98	в целом	4	4
99	как в	6	4
100	т д	2	4
101	в течение	4	4
102	все эти	3	4
103	при помощи	2	4
104	того что	5	4
105	из которых	4	4
106	время как	4	4
107	что этот	3	4
108	в своих	8	4
109	сказать что	4	4
110	у него	9	4
111	только в	6	4
112	что эти	4	4
113	одна из	2	4
114	в виду	2	4
115	место в	6	3
116	как на	6	3
117	в них	5	3
118	в речи	4	3
119	из этих	6	3
120	что все	3	3
121	к этому	3	3
122	в такой	2	3
123	в сборнике	2	3
124	и к	4	3
125	ни в	5	3
126	он был	3	3
127	но это	4	3
128	интересно что	6	3
129	того же	2	3
130	должен быть	2	3
131	в стихах	2	3
132	все это	8	3
133	то и	2	3
134	и только	2	3
135	такое же	2	3
136	что не	2	3
137	не так	3	3
138	стихах и	2	3
139	и тем	4	3
140	тем что	19	3
141	состоит в	4	3
142	в то	7	3
143	на это	2	3
144	на тему	3	3
145	что по	3	3
146	в плане	2	3
147	но в	5	3
148	и которые	2	3
149	в общем	4	2
150	это был	2	2
151	одного из	2	2
152	более и	2	2
153	но они	2	2
154	он хочет	2	2
155	русской поэзии	2	2
156	всех этих	3	2
157	и более	3	2
158	можно назвать	4	2
159	была бы	4	2
160	все более	2	2
161	в этих	11	2
162	нет никакого	3	2
163	все они	3	2
164	с этой	3	2
165	и во	2	2
166	во всяком	4	2
167	показывает что	3	2
168	утверждать что	2	2
169	что именно	2	2
170	и ее	2	2
171	поэзии в	3	2
172	только что	2	2
173	до конца	3	2
174	уже не	3	2
175	у нас	4	2
176	это есть	4	2
177	такой же	2	2
178	есть в	2	2
179	что здесь	4	2
180	то время	4	2
181	для него	3	2
182	и может	2	2
183	например в	4	2
184	должен был	2	2
185	но он	3	2
186	к ней	4	2
187	всяком случае	4	2
188	для этого	2	2
189	я говорил	3	2
190	с ее	2	2
191	он может	2	2
192	стихи как	2	2
193	дело не	2	2
194	со стороны	3	2
195	в прямом	2	2
196	внимание на	2	2
197	что его	2	2
198	в одной	2	2
199	том смысле	2	2
200	по мнению	3	2
201	в виде	3	2
202	а с	2	2
203	быть не	2	2
204	не просто	2	2
205	и наконец	3	2
206	и по	2	2
207	и всегда	2	2
208	той же	2	2
209	в качестве	4	2
210	в конце	6	2
211	а у	2	2
212	одно из	2	2
213	нельзя не	3	2
214	но как	2	2
215	его к	2	2
216	этого слова	2	2
217	в русской	6	2
218	заметить что	2	2
219	к этой	2	2
220	ничего не	4	2
221	в эту	4	2
