N	2gram	Medvedev_F_2	slovoVRo
1	и в	38	41
2	в нем	13	30
3	и т	14	28
4	т п	9	23
5	литературного языка	3	20
6	могут быть	6	19
7	во всех	5	17
8	но и	13	16
9	и не	20	16
10	точки зрения	8	16
11	языка в	9	16
12	не только	9	16
13	а не	6	15
14	то же	6	14
15	в пределах	12	14
16	может быть	23	14
17	и др	3	14
18	не может	14	14
19	и его	21	14
20	и на	3	14
21	в то	5	14
22	в сущности	4	13
23	в его	10	13
24	слова и	7	13
25	же время	5	12
26	до конца	2	12
27	как бы	4	12
28	языка и	12	12
29	в этом	27	12
30	так и	8	11
31	в большинстве	4	10
32	язык и	7	10
33	слово в	2	10
34	в той	2	10
35	таким образом	20	9
36	все эти	6	9
37	поэтического слова	3	9
38	слова в	3	8
39	прежде всего	15	8
40	в особенности	4	8
41	но в	4	8
42	литературный язык	6	8
43	как в	4	8
44	как мы	7	8
45	с точки	7	8
46	или в	3	8
47	не в	15	7
48	отношение к	2	7
49	в поэтическом	7	7
50	с ним	2	7
51	на фоне	4	7
52	вовсе не	11	7
53	в своей	7	7
54	все же	8	7
55	в слове	5	7
56	во всяком	5	7
57	это не	2	6
58	при этом	9	6
59	и даже	4	6
60	а в	6	6
61	большинстве случаев	3	6
62	в плане	2	6
63	оно не	4	6
64	слова как	2	6
65	только в	6	6
66	установка на	2	6
67	с другой	3	5
68	в самом	16	5
69	всяком случае	5	5
70	слово как	2	5
71	все это	3	5
72	т д	5	5
73	в основе	5	5
74	подхода к	2	5
75	как его	2	5
76	и к	4	5
77	еще более	5	5
78	к нему	3	5
79	с другими	10	5
80	в языке	6	5
81	он в	2	5
82	так сказать	3	5
83	перед нами	2	4
84	и от	2	4
85	системы языка	2	4
86	кроме того	2	4
87	в ней	6	4
88	известной степени	4	4
89	один из	2	4
90	в их	6	4
91	лишь в	7	4
92	и наконец	4	4
93	языка но	2	4
94	языку как	2	4
95	и с	9	4
96	в которой	2	4
97	и все	3	4
98	с его	11	4
99	всех этих	3	4
100	не как	4	4
101	языка как	11	4
102	как и	9	4
103	языковой системы	2	4
104	но именно	3	4
105	по преимуществу	5	4
106	к предмету	3	4
107	на почве	9	4
108	в процессе	9	4
109	быть и	3	4
110	входит в	4	4
111	язык в	2	4
112	другой стороны	4	4
113	и для	5	4
114	у толстого	2	4
115	там где	4	4
116	ничего не	4	4
117	смысла и	2	3
118	не могут	7	3
119	все время	6	3
120	никогда не	2	3
121	хотя бы	6	3
122	формы и	2	3
123	из этих	3	3
124	язык как	8	3
125	к тому	4	3
126	в том	11	3
127	лишь как	4	3
128	для него	7	3
129	в зависимости	3	3
130	из них	4	3
131	в понимании	2	3
132	именно в	5	3
133	и других	2	3
134	того что	3	3
135	как такового	6	3
136	в других	7	3
137	поэтического языка	65	3
138	с ними	2	3
139	самом предмете	2	3
140	в результате	6	3
141	и здесь	3	3
142	не было	6	3
143	в истории	6	3
144	от его	2	3
145	его в	3	3
146	в первом	7	3
147	языка у	4	3
148	так как	4	3
149	произведения как	2	3
150	с этим	5	3
151	языка а	5	3
152	по существу	7	3
153	зависимости от	3	3
154	в качестве	2	3
155	она не	2	3
156	и может	3	3
157	было бы	6	3
158	он не	6	3
159	из этого	2	3
160	и этим	2	3
161	более того	5	3
162	и ее	6	3
163	в поэзии	12	3
164	же как	3	2
165	время и	3	2
166	тому что	2	2
167	характерно что	2	2
168	столь же	2	2
169	или даже	2	2
170	произведения не	3	2
171	одного из	3	2
172	для понимания	6	2
173	системы и	3	2
174	его как	2	2
175	в известной	2	2
176	в широком	2	2
177	они были	2	2
178	что они	4	2
179	на этом	2	2
180	например в	3	2
181	языка то	2	2
182	на язык	2	2
183	для того	3	2
184	хотя и	3	2
185	между ними	2	2
186	со всею	2	2
187	и по	2	2
188	и тем	2	2
189	в целом	3	2
190	в этих	2	2
191	слово у	2	2
192	как к	3	2
193	уже не	7	2
194	точке зрения	2	2
195	произведения и	3	2
196	между этими	3	2
197	должно быть	2	2
198	широком смысле	2	2
199	сказать что	2	2
200	потому что	2	2
201	же и	2	2
202	именно как	4	2
203	и лингвистика	2	2
204	от всякого	2	2
205	того или	4	2
206	поэтический язык	21	2
207	между тем	2	2
208	не является	3	2
209	а как	3	2
210	в котором	2	2
211	для них	3	2
212	как увидим	2	2
213	и всякое	2	2
214	к этому	4	2
215	или иного	5	2
216	том что	2	2
217	то в	2	2
218	в рамки	2	2
219	но не	2	2
220	чем он	4	2
221	совершенно не	4	2
222	ни о	5	2
223	и иных	2	2
224	на один	2	2
225	и о	2	2
226	речи но	2	2
227	одним словом	4	2
228	даже в	2	2
229	художественной обработке	2	2
230	в ее	2	2
231	и речи	5	2
232	как раз	6	2
233	так в	3	2
234	язык поэзии	2	2
235	на самом	3	2
236	если мы	5	2
237	только на	3	2
238	до известной	3	2
239	не есть	3	2
240	роль в	3	2
241	мы не	3	2
242	и то	2	2
243	от этого	3	2
244	тем и	2	2
245	связи с	13	2
246	здесь не	4	2
247	или вовсе	2	2
248	из него	2	2
