N	2gram	Vygotskiy__1	UchenyiS
1	и в	23	14
2	а не	3	10
3	не только	16	10
4	и не	9	8
5	прежде всего	10	8
6	то что	17	7
7	в этом	17	7
8	вот почему	2	7
9	не может	12	7
10	может быть	14	6
11	хотя бы	4	5
12	все это	6	5
13	то же	8	5
14	но и	14	4
15	в этой	7	4
16	в их	3	4
17	с другой	10	4
18	как такового	2	3
19	но в	5	3
20	как и	14	3
21	и то	3	3
22	все же	3	3
23	в своей	4	3
24	в частности	2	3
25	для этого	5	3
26	же время	2	3
27	другой стороны	9	3
28	для него	2	3
29	в то	7	3
30	было бы	4	3
31	и т.д	5	3
32	в области	3	3
33	к сожалению	2	3
34	смысле этого	3	2
35	том что	21	2
36	но не	4	2
37	в том	24	2
38	по существу	4	2
39	мы не	7	2
40	с его	4	2
41	думается что	5	2
42	не в	4	2
43	всех этих	2	2
44	мы и	3	2
45	бы и	2	2
46	не столько	4	2
47	о чем	2	2
48	если бы	5	2
49	только в	6	2
50	и с	9	2
51	тем что	6	2
52	сих пор	4	2
53	могут быть	3	2
54	что он	7	2
55	вопроса о	2	2
56	в себе	6	2
57	как раз	4	2
58	до сих	4	2
59	что мы	5	2
60	же самое	3	2
61	в конце	2	2
62	могли бы	6	2
63	что все	4	2
64	если не	3	2
65	этом отношении	4	2
66	в самом	7	2
67	по себе	5	2
68	фактов и	4	2
69	превращается в	3	2
70	ничего не	3	2
71	самом деле	3	2
72	для всех	4	2
73	что она	4	2
74	в его	14	2
75	между тем	9	2
76	на первый	2	2
77	таким образом	26	2
78	как таковой	2	2
