N	2gram	Voloshinov_1	Problema
1	то что	8	38
2	и не	26	37
3	вовсе не	5	37
4	и в	19	35
5	не есть	3	33
6	сказать что	4	24
7	не только	8	24
8	знак и	5	21
9	том что	3	19
10	о том	2	18
11	может быть	26	18
12	у нас	2	18
13	что такое	2	18
14	всякий знак	3	17
15	в этом	16	17
16	в настоящее	6	16
17	но и	8	16
18	и вообще	2	16
19	настоящее время	6	16
20	знака и	5	15
21	в языке	4	15
22	только в	9	14
23	не менее	4	13
24	во всяком	5	13
25	не может	24	13
26	тем не	2	12
27	в том	6	12
28	того что	3	12
29	хотя бы	5	12
30	что в	4	11
31	прежде всего	13	11
32	не просто	2	11
33	и даже	2	11
34	не будет	4	11
35	в таком	2	11
36	всяком случае	2	10
37	и с	2	10
38	таком случае	2	10
39	еще не	4	10
40	а не	7	10
41	в данном	4	10
42	ничего не	6	10
43	если мы	11	9
44	что же	4	9
45	только на	4	9
46	было бы	4	8
47	в виду	2	8
48	ясно что	5	8
49	по себе	4	8
50	как раз	2	8
51	все же	8	8
52	в конце	5	7
53	этом случае	3	7
54	не является	4	7
55	все эти	7	7
56	не имеет	3	7
57	знака к	5	7
58	в его	6	7
59	конце концов	3	7
60	так и	11	7
61	бы и	2	7
62	так как	2	7
63	мы не	6	7
64	с другой	5	6
65	другими словами	2	6
66	что все	2	6
67	можно сказать	3	6
68	ни в	2	6
69	в то	3	6
70	не существует	3	6
71	же самое	3	6
72	и для	11	6
73	или иначе	2	6
74	мы можем	2	6
75	но в	7	6
76	в области	3	6
77	в частности	2	5
78	или иной	3	5
79	кроме того	6	5
80	в самом	10	5
81	отнюдь не	6	5
82	языка и	13	5
83	в связи	7	5
84	с этим	4	5
85	от знака	2	5
86	так же	7	5
87	и на	4	5
88	и более	2	5
89	между собой	2	5
90	и все	5	5
91	этом смысле	2	5
92	знака в	5	5
93	как и	12	5
94	связи с	11	5
95	то же	7	5
96	как мы	13	5
97	что не	2	5
98	другой стороны	6	5
99	можно было	2	5
100	с другими	3	5
101	в себе	2	5
102	и это	3	5
103	без всякой	2	5
104	не могут	3	4
105	сама по	2	4
106	и есть	3	4
107	в своем	2	4
108	в отношении	4	4
109	как же	4	4
110	и как	3	4
111	и той	2	4
112	отношение знака	2	4
113	и следовательно	3	4
114	как бы	15	4
115	до тех	2	4
116	все это	3	4
117	и только	2	4
118	таким образом	17	4
119	а в	4	4
120	в результате	9	4
121	но если	2	4
122	и здесь	6	4
123	для каждого	3	4
124	значения слова	2	4
125	тем что	2	4
126	если бы	2	4
127	и знак	2	4
128	что он	2	4
129	на первый	2	4
130	тех пор	2	4
131	до сих	8	4
132	тот же	4	4
133	но именно	3	4
134	ни о	2	4
135	или вообще	2	4
136	языке и	2	4
137	не будем	4	4
138	сих пор	8	4
139	на самом	3	4
140	самом деле	10	4
141	в каком	3	4
142	далеко не	4	4
143	слова и	3	4
144	не все	2	4
145	знак не	5	3
146	в нашем	2	3
147	тому что	2	3
148	и от	3	3
149	из этих	2	3
150	первый план	2	3
151	вопрос о	4	3
152	язык как	7	3
153	к тому	2	3
154	это отношение	2	3
155	мы уже	2	3
156	и является	2	3
157	и их	2	3
158	то ни	8	3
159	не было	3	3
160	при этом	8	3
161	здесь мы	4	3
162	лишь в	9	3
163	в науке	6	3
164	о языке	8	3
165	не знает	2	3
166	в своих	2	3
167	в основе	2	3
168	языка в	14	3
169	в истории	3	3
170	мы должны	3	3
171	его в	3	3
172	гуманитарных наук	5	3
173	бы в	2	3
174	для них	2	3
175	что слово	4	3
176	и к	3	3
177	для нашей	2	3
178	и того	6	3
179	это и	3	3
180	одна из	2	3
181	она не	2	3
182	и тот	4	3
183	мы скажем	2	3
184	и этот	2	3
185	нет и	4	3
186	пока не	2	3
187	и речи	2	3
188	слова как	7	3
189	с самого	4	3
190	для того	4	3
191	в слове	10	3
192	ничего общего	5	3
193	он является	3	2
194	том числе	2	2
195	самого начала	4	2
196	они все	2	2
197	войти в	3	2
198	не в	5	2
199	но все	3	2
200	является не	6	2
201	независимо от	2	2
202	числе и	2	2
203	в действительности	2	2
204	из которых	2	2
205	себе и	2	2
206	совпадает с	2	2
207	языка а	3	2
208	и др	2	2
209	на этой	2	2
210	бы то	8	2
211	в понимании	2	2
212	сводится к	3	2
213	настоящего времени	5	2
214	допустим что	2	2
215	язык и	2	2
216	в каком-нибудь	2	2
217	между этими	2	2
218	каждого данного	2	2
219	или в	2	2
220	должно быть	2	2
221	в ней	4	2
222	же и	2	2
223	точки зрения	34	2
224	во все	2	2
225	нет ничего	3	2
226	слово в	3	2
227	и действительно	3	2
228	или хотя	2	2
229	нет никакой	2	2
230	сознания и	3	2
231	в какой-то	2	2
232	для всех	2	2
233	имеет значение	2	2
234	и всякое	2	2
235	но при	2	2
236	в условиях	4	2
237	языка как	17	2
238	как системы	5	2
239	и при	3	2
240	зависимости от	2	2
241	к знаку	2	2
242	в качестве	2	2
243	в корне	3	2
244	общего с	3	2
245	конечно не	5	2
246	по преимуществу	5	2
247	он не	3	2
248	что и	2	2
249	во всех	7	2
250	быть и	3	2
251	мысли и	4	2
252	только при	3	2
253	и прежде	2	2
254	быть знаком	2	2
255	совершенно не	3	2
256	входит в	5	2
257	одной и	2	2
258	того чтобы	5	2
259	эта последняя	3	2
260	той же	2	2
261	является в	3	2
262	как знак	2	2
263	и ее	3	2
264	один и	3	2
265	знак в	3	2
266	из этого	2	2
