N	2gram	Propp_Russ_1	Problemy
1	и не	6	31
2	и в	36	29
3	в его	2	24
4	может быть	8	24
5	а не	2	22
6	в этом	12	22
7	т е	17	21
8	как бы	5	19
9	в нем	2	19
10	точки зрения	3	19
11	не только	22	15
12	то что	6	15
13	но и	16	14
14	то же	3	14
15	уже не	6	13
16	с точки	3	13
17	как и	10	12
18	не может	4	12
19	таким образом	6	12
20	в одном	3	10
21	только в	4	10
22	там где	2	10
23	это не	10	9
24	все же	5	9
25	но не	2	9
26	все эти	2	9
27	в каждом	2	8
28	в своем	3	8
29	до конца	2	8
30	что в	19	8
31	как не	2	8
32	потому что	10	8
33	в том	17	8
34	том что	19	7
35	она не	2	7
36	так и	7	7
37	входит в	4	7
38	и как	2	7
39	а в	9	7
40	и на	10	7
41	но в	2	7
42	все это	6	6
43	в целом	2	6
44	несмотря на	3	6
45	что она	2	6
46	как в	5	6
47	так же	3	6
48	могут быть	2	6
49	и потому	2	6
50	так как	15	6
51	и др	4	5
52	но все	3	5
53	еще не	4	5
54	у него	2	5
55	на самом	2	5
56	между тем	7	5
57	с ним	2	5
58	ничего не	3	5
59	что и	7	4
60	его как	2	4
61	должна была	2	4
62	но это	4	4
63	и с	2	4
64	не значит	2	4
65	в свете	2	4
66	не на	2	4
67	и т	10	4
68	и для	2	4
69	не было	2	4
70	тем что	4	4
71	как мы	10	4
72	их в	3	4
73	в них	6	3
74	таким же	3	3
75	только у	2	3
76	по существу	4	3
77	одна из	4	3
78	и пр	2	3
79	и до	2	3
80	в их	4	3
81	тому что	4	3
82	например в	2	3
83	приводит к	3	3
84	и у	5	3
85	и здесь	2	3
86	в своих	2	3
87	как будто	5	3
88	мы должны	2	3
89	далеко не	3	3
90	всех этих	2	2
91	связи с	4	2
92	себя и	2	2
93	его и	2	2
94	но они	3	2
95	в жизни	2	2
96	его к	2	2
97	и к	3	2
98	так что	2	2
99	мы видим	2	2
100	от них	3	2
101	чем в	2	2
102	при этом	6	2
103	на западе	2	2
104	на себя	2	2
105	один из	8	2
106	как можно	2	2
107	в большинстве	2	2
108	в один	2	2
109	в последний	2	2
110	но эти	3	2
111	находится в	2	2
112	хозяин и	3	2
113	и что	4	2
114	на этот	3	2
115	к другому	2	2
116	этот вопрос	2	2
117	в которых	5	2
118	в ней	2	2
119	одно из	5	2
120	последний день	2	2
121	как например	3	2
122	в россии	4	2
123	большинстве случаев	2	2
124	же не	2	2
125	е в	8	2
126	с этим	2	2
