N	2gram	Propp_Russ_1	FransuaR
1	и в	36	40
2	то есть	3	18
3	в этом	12	15
4	не только	22	13
5	и не	6	13
6	в его	2	13
7	что в	19	12
8	как и	10	11
9	но и	16	11
10	таким образом	6	10
11	как мы	10	10
12	в них	6	9
13	может быть	8	9
14	во время	14	8
15	в том	17	8
16	и до	2	8
17	у него	2	8
18	все эти	2	8
19	и с	2	8
20	и на	10	8
21	но в	2	8
22	в своем	3	7
23	в одном	3	7
24	и др	4	7
25	то же	3	7
26	в этих	3	6
27	к этому	4	6
28	во всех	4	6
29	и других	7	6
30	связи с	4	6
31	до конца	2	6
32	в году	2	5
33	мы видим	2	5
34	связаны с	3	5
35	в нем	2	5
36	то что	6	5
37	в связи	4	5
38	не было	2	5
39	а не	2	5
40	и для	2	5
41	в своих	2	5
42	в особенности	2	5
43	в нашем	2	4
44	у нас	8	4
45	том что	19	4
46	в ней	2	4
47	в основном	3	4
48	из них	8	4
49	и потому	2	4
50	а также	3	4
51	один из	8	4
52	в их	4	4
53	все это	6	4
54	так в	4	4
55	только на	3	4
56	о том	8	4
57	и здесь	2	4
58	видно что	6	4
59	так как	15	4
60	в области	3	4
61	только для	2	3
62	всех этих	2	3
63	они были	2	3
64	в частности	2	3
65	и к	3	3
66	об этом	9	3
67	он был	2	3
68	других местах	3	3
69	но это	4	3
70	для этого	2	3
71	одна из	4	3
72	еще не	4	3
73	вплоть до	4	3
74	как бы	5	3
75	еще в	4	3
76	что и	7	3
77	вместе с	10	3
78	так и	7	3
79	как в	5	3
80	не может	4	3
81	а в	9	3
82	начиная с	3	3
83	на самом	2	3
84	там где	2	3
85	и как	2	3
86	но все	3	3
87	связь между	2	3
88	в более	2	3
89	между тем	7	3
90	тем что	4	3
91	при этом	6	3
92	одно из	5	3
93	только в	4	3
94	связанные с	3	3
95	в свете	2	3
96	их в	3	3
97	в других	11	3
98	слова в	3	2
99	не менее	3	2
100	представление о	3	2
101	до того	2	2
102	о чем	3	2
103	с в	4	2
104	к борьбе	2	2
105	в течение	5	2
106	это не	10	2
107	из этих	4	2
108	все же	5	2
109	месяца в	2	2
110	в дальнейшем	2	2
111	на этом	3	2
112	но не	2	2
113	не были	2	2
114	переход от	2	2
115	как известно	2	2
116	мы увидим	8	2
117	и другие	13	2
118	тут же	2	2
119	например в	2	2
120	том же	2	2
121	думать что	3	2
122	в эти	4	2
123	к жизни	3	2
124	в целом	2	2
125	своего рода	3	2
126	они и	2	2
127	в этот	10	2
128	в разных	3	2
129	к тем	3	2
130	и у	5	2
131	потому что	10	2
132	с этим	2	2
133	точки зрения	3	2
134	в один	2	2
135	его к	2	2
136	далеко не	3	2
137	этого слова	3	2
138	как он	2	2
139	мы не	6	2
