N	2gram	Vygotskiy__3	Problema
1	то что	35	42
2	вовсе не	8	35
3	то есть	15	33
4	и в	38	32
5	и не	10	31
6	не просто	2	23
7	в этом	13	19
8	не только	12	17
9	потому что	14	16
10	а не	7	15
11	в виде	2	15
12	в себе	4	15
13	как бы	14	14
14	может быть	19	14
15	у нас	2	14
16	указывает на	6	14
17	но в	3	14
18	и тем	3	13
19	в нем	4	13
20	сказать что	4	13
21	при помощи	4	13
22	как раз	8	13
23	что в	20	12
24	том что	14	12
25	и т	14	11
26	и даже	4	11
27	о том	6	11
28	так как	6	11
29	если мы	6	11
30	то же	10	10
31	в этой	13	10
32	т д	4	10
33	отнюдь не	2	10
34	ничего не	2	10
35	в том	25	9
36	это есть	2	9
37	но и	5	9
38	и что	18	9
39	так же	2	9
40	же самое	10	9
41	по своему	4	9
42	что же	2	9
43	того чтобы	9	9
44	в таком	3	9
45	в данном	2	9
46	и это	8	9
47	на то	16	8
48	есть только	2	8
49	данном случае	2	8
50	не может	7	8
51	все эти	4	8
52	и о	3	8
53	и на	6	8
54	когда мы	2	8
55	было бы	12	8
56	в своей	5	8
57	для того	8	8
58	но это	3	8
59	и ее	2	8
60	никогда не	4	7
61	ни в	3	7
62	все это	3	7
63	того что	4	7
64	всех этих	2	7
65	в них	3	7
66	и все	10	7
67	что он	11	7
68	во всех	4	7
69	как мы	7	7
70	во всяком	2	7
71	тем что	3	7
72	только в	4	7
73	здесь не	3	7
74	в конце	2	6
75	так что	8	6
76	и как	8	6
77	при этом	4	6
78	в самом	25	6
79	и если	6	6
80	в виду	4	6
81	то и	3	6
82	таким образом	12	6
83	и здесь	6	6
84	но как	2	6
85	и то	8	6
86	его в	3	6
87	как это	6	6
88	в то	3	6
89	совершенно не	5	6
90	в его	5	6
91	на самом	2	6
92	самом деле	21	6
93	перед нами	8	5
94	в своем	5	5
95	для нас	8	5
96	есть в	2	5
97	не имеют	2	5
98	мы уже	7	5
99	в котором	6	5
100	что она	16	5
101	еще и	2	5
102	и которые	3	5
103	с тем	8	5
104	есть именно	2	5
105	далеко не	3	5
106	совсем не	3	4
107	казалось бы	5	4
108	тому что	6	4
109	не в	12	4
110	один из	6	4
111	только то	2	4
112	мы говорили	3	4
113	и только	3	4
114	или в	5	4
115	а в	7	4
116	их в	2	4
117	в истории	2	4
118	если бы	14	4
119	же в	2	4
120	никак не	7	4
121	как в	4	4
122	и для	4	4
123	мы можем	7	4
124	только для	3	3
125	что это	10	3
126	что не	3	3
127	в этих	2	3
128	с другой	7	3
129	что все	3	3
130	как же	2	3
131	что его	2	3
132	что они	4	3
133	или вернее	2	3
134	у древних	2	3
135	несмотря на	5	3
136	всяком случае	2	3
137	хотя бы	2	3
138	и уже	2	3
139	из них	6	3
140	другой стороны	5	3
141	для этого	2	3
142	смысл и	4	3
143	и его	6	3
144	что оно	2	3
145	в самой	4	3
146	в которых	6	3
147	или не	2	3
148	с этим	8	3
149	но он	2	3
150	точки зрения	16	3
151	что здесь	2	3
152	и следовательно	2	3
153	однако и	2	3
154	с ним	2	3
155	и во	2	3
156	ясно что	6	3
157	о которых	9	3
158	в ее	7	3
159	как и	8	3
160	того же	3	3
161	здесь в	2	3
162	до сих	6	3
163	мы увидим	12	3
164	мы в	2	3
165	к тому	6	3
166	он не	6	3
167	говорит о	2	3
168	сих пор	5	3
169	мы хотим	3	3
170	того как	3	3
171	уже не	2	3
172	с точки	9	3
173	как будто	4	3
174	не могут	2	2
175	все время	30	2
176	что если	4	2
177	друг другу	2	2
178	но только	8	2
179	это только	3	2
180	но что	2	2
181	для него	2	2
182	и часто	2	2
183	например в	2	2
184	но если	4	2
185	указывают на	2	2
186	образом и	2	2
187	в нас	4	2
188	которых мы	6	2
189	большей частью	2	2
190	и очень	2	2
191	не имеет	6	2
192	по его	3	2
193	ясно и	2	2
194	больше чем	4	2
195	действующих лиц	5	2
196	одно из	2	2
197	и ничего	2	2
198	из этих	3	2
199	к его	2	2
200	очень трудно	2	2
201	который мы	3	2
202	между тем	7	2
203	том как	2	2
204	конечно в	3	2
205	и поэтический	2	2
206	уже давно	2	2
207	на возможность	2	2
208	увидим ниже	2	2
209	по существу	2	2
210	мы видим	12	2
211	без всяких	3	2
212	в качестве	2	2
213	она не	6	2
214	и может	2	2
215	со всеми	2	2
216	в сущности	10	2
217	по преимуществу	2	2
218	все другие	2	2
219	вместе с	5	2
220	ее в	4	2
221	и который	2	2
222	только что	2	2
223	и всегда	2	2
224	мы не	5	2
225	что этот	4	2
226	он в	2	2
227	все прочие	2	2
228	заставляет нас	2	2
229	и другое	4	2
230	без всякой	2	2
231	едва ли	3	2
232	в которой	5	2
233	не то	4	2
234	в эту	2	2
235	не можем	4	2
