N	2gram	Vygotskiy__2	Problemy
1	и в	15	46
2	и не	7	27
3	может быть	9	23
4	как бы	7	19
5	не может	9	19
6	в этом	19	16
7	не только	15	14
8	и т.п	7	14
9	перед нами	2	12
10	но и	10	12
11	как и	6	12
12	как мы	6	12
13	точки зрения	26	11
14	в одном	2	11
15	а не	3	11
16	не в	8	10
17	прежде всего	4	9
18	в том	33	9
19	в самом	11	9
20	и все	3	9
21	вовсе не	6	9
22	и к	6	9
23	в его	2	9
24	с точки	18	9
25	или в	3	8
26	и с	4	7
27	по себе	7	7
28	в сущности	9	7
29	как раз	4	7
30	в себе	2	7
31	никогда не	8	6
32	ни в	2	6
33	друг друга	5	6
34	к себе	2	6
35	но в	6	6
36	что он	12	6
37	мы увидим	2	6
38	то же	5	6
39	все это	4	6
40	и его	4	6
41	только в	4	6
42	это не	5	5
43	при этом	3	5
44	и сам	3	5
45	друг с	2	5
46	в котором	2	5
47	по отношению	6	5
48	мы находим	6	5
49	в самой	3	5
50	так как	4	5
51	с его	4	5
52	у него	2	5
53	за пределы	2	5
54	о том	9	5
55	отношению к	5	5
56	во всех	2	5
57	если мы	6	5
58	речи и	15	5
59	с другом	2	5
60	том числе	3	4
61	уже в	5	4
62	что в	14	4
63	в этих	2	4
64	можно сказать	2	4
65	в виду	6	4
66	в их	2	4
67	таким образом	14	4
68	все эти	3	4
69	и других	2	4
70	должно быть	2	4
71	потому что	7	4
72	во всем	2	4
73	мы не	10	4
74	мы можем	10	4
75	как в	4	4
76	этих двух	2	4
77	том что	27	4
78	но не	3	4
79	том же	2	4
80	он не	7	4
81	все же	4	4
82	то что	20	4
83	в процессе	11	4
84	так и	8	4
85	приводит к	5	4
86	в себя	2	4
87	самом деле	6	4
88	в отношении	6	3
89	с другой	6	3
90	из этих	4	3
91	человека и	3	3
92	не могут	2	3
93	на то	6	3
94	в своем	9	3
95	более или	2	3
96	числе и	3	3
97	и идеи	2	3
98	реакции на	2	3
99	но для	2	3
100	но если	2	3
101	и для	2	3
102	и их	5	3
103	и до	3	3
104	так же	4	3
105	и только	3	3
106	с помощью	5	3
107	и даже	5	3
108	также и	2	3
109	как он	6	3
110	их в	4	3
111	мы имеем	3	3
112	если бы	8	3
113	здесь и	3	3
114	с собой	3	3
115	с ее	2	3
116	по существу	5	3
117	по своей	6	3
118	того же	3	3
119	и что	8	3
120	было бы	10	3
121	мы уже	6	3
122	в своей	4	3
123	что и	2	3
124	или менее	2	3
125	что же	2	3
126	в отличие	3	3
127	той же	2	3
128	значение для	4	3
129	тем что	2	3
130	в этой	6	3
131	и т.д	12	3
132	и это	3	3
133	отличие от	3	3
134	он сам	3	2
135	сама по	2	2
136	но на	3	2
137	для этого	3	2
138	и речь	2	2
139	на все	2	2
140	вопрос о	5	2
141	его к	2	2
142	или иной	2	2
143	человек с	2	2
144	к тому	7	2
145	все время	3	2
146	для нас	4	2
147	без всякого	2	2
148	мы будем	3	2
149	живет в	2	2
150	и как	2	2
151	но все	2	2
152	же как	2	2
153	смысле слова	5	2
154	не дает	2	2
155	и само	2	2
156	для него	3	2
157	в общем	3	2
158	той или	2	2
159	и тем	2	2
160	к внутренней	5	2
161	в первой	2	2
162	на том	2	2
163	значение в	3	2
164	целый ряд	2	2
165	языка и	3	2
166	в других	2	2
167	те же	3	2
168	они не	3	2
169	лишь в	3	2
170	речь и	5	2
171	и по	3	2
172	а в	4	2
173	увидим что	2	2
174	в которых	3	2
175	в результате	3	2
176	сказать что	6	2
177	остается в	2	2
178	что мы	9	2
179	он как	2	2
180	с ним	3	2
181	с этим	3	2
182	этом смысле	2	2
183	стороны и	2	2
184	бы ни	2	2
185	о которых	3	2
186	но с	2	2
187	и различные	2	2
188	раз в	2	2
189	в присутствии	2	2
190	все что	5	2
191	указывает на	2	2
192	его речи	2	2
193	в заключение	3	2
194	об этом	3	2
195	к ней	2	2
196	но ведь	2	2
197	этого слова	3	2
198	нет и	2	2
199	не могло	2	2
200	отношение между	6	2
201	когда он	3	2
202	вместе с	6	2
203	бы и	3	2
204	все равно	2	2
205	или к	2	2
206	речи как	3	2
207	на этот	6	2
208	хотя бы	4	2
209	речь в	3	2
210	можно было	5	2
211	ничего не	3	2
212	в данном	3	2
213	этот вопрос	5	2
214	во всяком	7	2
215	от этого	2	2
216	могут быть	2	2
217	в другом	2	2
218	ту же	2	2
219	там где	6	2
220	того как	4	2
