N	3gram	Losev_Vlad_2	Problema
1	тем не менее	6	10
2	в том что	9	9
3	в данном случае	2	7
4	в связи с	8	7
5	и то что	5	7
6	во всяком случае	6	6
7	сам по себе	2	6
8	по крайней мере	4	5
9	в то время	6	4
10	в то же	3	4
11	что же касается	5	4
12	или по крайней	2	4
13	никакого отношения к	3	3
14	дело в том	3	3
15	точно так же	3	3
16	можно было бы	2	3
17	о том что	3	3
18	в конце концов	3	3
19	не имеет никакого	2	3
20	само по себе	2	3
21	на этот раз	3	3
22	содержит в себе	4	3
23	заключается в том	2	3
24	и в его	2	3
25	на первый план	2	2
26	хотя и не	2	2
27	с точки зрения	3	2
28	не только в	2	2
29	у нас выше	3	2
30	в отличие от	3	2
31	а то что	2	2
32	как мы видели	2	2
33	в настоящее время	2	2
34	необходимо сказать что	4	2
