N	2gram	Bakhtin_Pr_3	TeoriaLi
1	в мире	5	24
2	не только	4	18
3	и не	15	16
4	а в	2	14
5	и в	53	13
6	может быть	12	12
7	так и	6	12
8	то есть	48	12
9	при этом	3	11
10	в этом	8	11
11	в том	14	11
12	но не	5	10
13	а не	11	10
14	и его	10	10
15	в его	8	9
16	то же	6	9
17	что в	2	8
18	своего рода	3	8
19	но и	7	8
20	по отношению	2	8
21	в себе	5	7
22	том что	5	7
23	точки зрения	4	7
24	по своей	9	7
25	в то	5	7
26	только в	4	7
27	как это	2	7
28	место в	2	6
29	с его	2	6
30	же время	5	6
31	еще не	5	6
32	как бы	14	6
33	но в	5	6
34	и одновременно	4	5
35	а также	4	5
36	в ее	3	5
37	как и	11	5
38	не в	2	5
39	между ними	2	5
40	в самом	2	5
41	в нем	10	5
42	как в	7	5
43	он не	3	5
44	жизни как	4	5
45	с другой	2	5
46	между тем	2	5
47	не менее	3	4
48	можно сказать	8	4
49	более или	3	4
50	в своей	3	4
51	то что	9	4
52	отношение к	6	4
53	в форме	6	4
54	или менее	3	4
55	в их	2	4
56	и т.п	31	4
57	не может	2	4
58	сказать что	10	4
59	хотя и	4	4
60	но он	2	4
61	и ее	6	4
62	говорить о	2	4
63	не знает	4	4
64	мира и	2	4
65	перед нами	5	3
66	и др	14	3
67	никогда не	2	3
68	в этих	5	3
69	прежде всего	15	3
70	и к	5	3
71	тем не	2	3
72	в соответствии	2	3
73	человека к	3	3
74	по своему	6	3
75	например в	5	3
76	и потому	5	3
77	авторской позиции	2	3
78	таким образом	6	3
79	именно в	2	3
80	и по	3	3
81	потому что	5	3
82	нового времени	8	3
83	в основе	5	3
84	и т.д	2	3
85	его в	2	3
86	все эти	9	3
87	собою в	2	2
88	я не	4	2
89	могут быть	4	2
90	себя и	2	2
91	в конце	3	2
92	жизни в	3	2
93	того же	2	2
94	это не	6	2
95	о себе	2	2
96	этих двух	2	2
97	вовсе не	3	2
98	в литературе	5	2
99	что он	4	2
100	соответствии с	2	2
101	казалось бы	3	2
102	в большинстве	4	2
103	одной из	4	2
104	здесь мы	2	2
105	и особенно	3	2
106	и тем	2	2
107	во всех	12	2
108	вместе с	2	2
109	человеческой жизни	3	2
110	здесь не	4	2
111	и для	4	2
112	в себя	6	2
113	к одному	2	2
114	в той	2	2
115	жанровой традиции	7	2
116	с точки	2	2
117	и даже	2	2
118	во всей	4	2
119	в рассказе	2	2
120	их в	2	2
121	самим собою	4	2
122	как будто	2	2
123	о том	2	2
124	и это	3	2
125	в которой	2	2
126	в области	3	2
127	мире и	2	2
128	это было	3	2
