N	2gram	Losev_Prob_3	Myslijsy
1	потому что	25	46
2	то есть	34	34
3	в слове	2	32
4	в том	21	32
5	и в	44	30
6	может быть	28	28
7	то же	13	23
8	не только	14	21
9	только в	19	21
10	для нас	16	20
11	но и	10	19
12	том что	12	18
13	то что	23	18
14	того что	8	18
15	что в	8	17
16	не есть	35	17
17	по себе	25	16
18	в себе	8	16
19	не в	13	15
20	и не	35	15
21	а не	18	15
22	таким образом	9	14
23	что и	9	13
24	так как	9	13
25	точно так	3	12
26	вместе с	2	12
27	а в	5	12
28	если бы	3	12
29	есть уже	3	11
30	этого слова	5	11
31	так и	10	11
32	что оно	2	11
33	как и	10	10
34	как в	5	10
35	и что	7	10
36	в этом	17	10
37	в то	9	10
38	только тогда	2	9
39	для него	3	9
40	было бы	8	9
41	в нем	9	9
42	мы не	7	9
43	в самом	3	8
44	от того	2	8
45	в ней	5	8
46	только что	2	8
47	что мы	8	8
48	и то	14	8
49	и без	4	7
50	с другой	7	7
51	что слово	2	7
52	вовсе не	37	7
53	к тому	3	7
54	как мы	8	7
55	так что	12	7
56	с тем	5	7
57	но не	3	7
58	есть не	5	7
59	с одной	2	7
60	тем самым	5	7
61	тем что	4	7
62	имеет значение	6	6
63	но оно	3	6
64	что он	9	6
65	но это	8	6
66	с этим	2	6
67	из них	2	6
68	между собою	2	6
69	то это	10	6
70	указывает на	7	6
71	художественное произведение	8	6
72	то и	5	6
73	не может	7	6
74	уже не	7	6
75	не имеет	9	6
76	образ и	3	6
77	с ним	7	6
78	уже в	3	5
79	по крайней	5	5
80	в каком	4	5
81	художественного произведения	14	5
82	и как	3	5
83	в своем	5	5
84	еще не	5	5
85	крайней мере	5	5
86	и тем	9	5
87	не менее	10	5
88	одно и	3	5
89	есть только	4	5
90	как на	2	5
91	с другими	3	5
92	сказать что	16	5
93	сам по	6	5
94	и т	13	5
95	слова и	3	5
96	что это	3	4
97	и от	9	4
98	мы видели	2	4
99	себе а	3	4
100	есть ни	3	4
101	все это	5	4
102	что даже	4	4
103	то время	4	4
104	в его	9	4
105	образа в	2	4
106	в котором	2	4
107	себе не	2	4
108	тем более	3	4
109	другой стороны	5	4
110	есть нечто	8	4
111	и его	5	4
112	он не	8	4
113	не было	5	4
114	если не	3	4
115	все равно	3	4
116	тем же	2	4
117	и по	2	4
118	что для	3	4
119	по поводу	2	4
120	мы должны	7	4
121	и это	9	4
122	и потому	7	4
123	и при	2	4
124	и есть	5	3
125	могут быть	2	3
126	тому что	4	3
127	прежде всего	3	3
128	и все	3	3
129	что все	2	3
130	а только	5	3
131	тем не	10	3
132	именно в	2	3
133	а к	2	3
134	есть в	3	3
135	мы можем	6	3
136	само по	3	3
137	что при	2	3
138	до сих	2	3
139	можно сказать	6	3
140	при этом	4	3
141	и может	2	3
142	весь круг	3	3
143	образа и	4	3
144	ни о	3	3
145	никак не	9	3
146	только потому	2	3
147	и следовательно	2	3
148	как бы	9	3
149	никто не	2	3
150	для себя	2	3
151	искусства и	2	3
152	в целом	6	3
153	образом и	2	3
154	только на	5	3
155	человеческой жизни	2	3
156	и тогда	3	3
157	том смысле	3	3
158	художественном произведении	3	3
159	т д	13	3
160	от нас	2	3
161	к другой	2	3
162	дает нам	2	3
163	нельзя сказать	2	3
164	друг друга	2	3
165	так же	5	3
166	в таком	5	3
167	или в	4	3
168	это можно	2	3
169	же и	4	3
170	к одной	2	3
171	в искусстве	4	3
172	говорить о	3	3
173	в начале	2	3
174	самого себя	3	3
175	и вообще	8	3
176	его в	3	3
177	здесь только	7	3
178	в чем	4	3
179	в которой	2	3
180	не то	2	3
181	это было	2	3
182	том как	2	3
183	сих пор	2	3
184	перед нами	8	2
185	но все	3	2
186	время и	2	2
187	образ то	2	2
188	каждый раз	3	2
189	об этом	3	2
190	заставляет нас	2	2
191	из себя	3	2
192	бы мы	2	2
193	образа то	2	2
194	связи с	8	2
195	его только	2	2
196	на нас	2	2
197	только при	4	2
198	не столько	2	2
199	в понятии	2	2
200	с нею	2	2
201	это в	2	2
202	а как	2	2
203	в некотором	2	2
204	с понятием	3	2
205	есть то	3	2
206	образ а	2	2
207	на то	3	2
208	сама по	8	2
209	на котором	2	2
210	идеи и	3	2
211	художественный образ	9	2
212	в ее	4	2
213	от другой	2	2
214	в этой	3	2
215	что они	5	2
216	от него	2	2
217	по своему	2	2
218	образ или	2	2
219	но как	4	2
220	как о	5	2
221	но что	2	2
222	она не	3	2
223	и если	6	2
224	возможны только	2	2
225	эта последняя	2	2
226	и о	5	2
227	мы уже	4	2
228	этот предмет	2	2
229	за пределы	5	2
230	собственно говоря	5	2
231	все же	6	2
232	например не	2	2
233	остается только	2	2
234	же в	3	2
235	жизни и	6	2
236	то или	3	2
237	в своей	5	2
238	образов и	3	2
239	и до	2	2
240	бы быть	3	2
241	в природе	2	2
242	природы и	2	2
243	что же	8	2
244	образ есть	3	2
245	в их	2	2
246	образ в	2	2
247	в виде	6	2
248	а с	2	2
249	это и	7	2
250	из того	3	2
251	в буквальном	2	2
252	но только	6	2
253	отличное от	2	2
254	самом деле	3	2
255	когда в	3	2
256	что такое	3	2
257	и даже	14	2
258	и притом	4	2
259	но никак	3	2
260	языка и	4	2
261	в которых	3	2
262	тут же	4	2
263	с этой	3	2
264	ни в	8	2
265	эти слова	2	2
266	точки зрения	5	2
267	то он	2	2
268	бы в	2	2
269	и после	2	2
270	ничего общего	7	2
271	о том	6	2
272	которое мы	5	2
273	когда мы	15	2
274	таком случае	4	2
275	и с	9	2
276	из него	2	2
