N	2gram	Bakhtin_Fr_6	Psycholo
1	и в	41	38
2	то что	10	35
3	все время	4	30
4	в том	2	25
5	в самом	10	25
6	самом деле	4	21
7	что в	7	20
8	может быть	2	19
9	и что	5	18
10	точки зрения	2	16
11	в ней	4	15
12	то есть	24	15
13	том что	7	14
14	как бы	7	14
15	потому что	3	14
16	в этой	8	13
17	в этом	12	13
18	мы видим	6	12
19	было бы	3	12
20	не только	10	12
21	мы увидим	3	12
22	таким образом	17	12
23	не в	4	12
24	что он	6	11
25	что это	5	10
26	в сущности	8	10
27	то же	5	10
28	и не	3	10
29	и все	9	10
30	с точки	2	9
31	того чтобы	4	9
32	все же	4	8
33	перед нами	3	8
34	с этим	3	8
35	в одном	5	8
36	вовсе не	7	8
37	для нас	2	8
38	как и	7	8
39	так что	2	8
40	и как	4	8
41	как раз	2	8
42	из этого	4	8
43	и то	2	8
44	с другой	4	7
45	в ее	5	7
46	а не	2	7
47	никак не	3	7
48	не может	4	7
49	как мы	12	7
50	а в	4	7
51	заключается в	2	7
52	между тем	2	7
53	мы уже	18	7
54	все то	5	7
55	из них	5	6
56	мы видели	2	6
57	до сих	3	6
58	один из	6	6
59	в котором	4	6
60	он не	2	6
61	которых мы	2	6
62	с одной	4	6
63	так как	10	6
64	если мы	2	6
65	как это	2	6
66	и его	13	6
67	и на	9	6
68	о том	9	6
69	там где	5	6
70	должна быть	2	5
71	в своем	5	5
72	на этом	2	5
73	одной стороны	4	5
74	в своей	2	5
75	вместе с	6	5
76	но и	13	5
77	сих пор	3	5
78	другой стороны	2	5
79	и когда	2	5
80	в той	5	5
81	или в	6	5
82	мы не	2	5
83	в другом	4	5
84	о котором	4	5
85	в его	7	5
86	так сказать	2	5
87	что если	2	4
88	никогда не	8	4
89	что они	2	4
90	при этом	3	4
91	и для	3	4
92	конечно не	3	4
93	во всех	17	4
94	но если	2	4
95	не мог	3	4
96	в нем	16	4
97	раз в	2	4
98	как в	4	4
99	все эти	11	4
100	того что	3	4
101	и даже	4	4
102	сказать что	6	4
103	у него	7	4
104	только в	3	4
105	в себе	5	4
106	в них	7	3
107	та же	4	3
108	из этих	2	3
109	что все	2	3
110	он был	4	3
111	конечно в	2	3
112	но это	3	3
113	того же	4	3
114	тот же	4	3
115	в основе	4	3
116	был бы	2	3
117	должен быть	2	3
118	уже говорили	11	3
119	все это	11	3
120	что не	3	3
121	тем что	5	3
122	из области	2	3
123	в то	6	3
124	бы в	2	3
125	в плане	3	3
126	но в	8	3
127	в данном	3	2
128	но они	4	2
129	не могут	2	2
130	всех этих	2	2
131	что образ	5	2
132	и другие	2	2
133	в этих	2	2
134	все они	2	2
135	с этой	3	2
136	и во	2	2
137	тем сильнее	2	2
138	что именно	2	2
139	до конца	2	2
140	у нас	4	2
141	находятся в	2	2
142	есть в	3	2
143	есть именно	2	2
144	здесь в	9	2
145	и часто	2	2
146	со всеми	2	2
147	они не	3	2
148	в первой	3	2
149	например в	6	2
150	но он	5	2
151	и очень	2	2
152	для этого	2	2
153	данном случае	2	2
154	внимание на	2	2
155	так же	5	2
156	в одной	3	2
157	вовсе нет	2	2
158	и наконец	4	2
159	есть только	3	2
160	той же	5	2
161	в конце	2	2
162	их в	2	2
163	он в	2	2
164	говорит он	2	2
165	к себе	2	2
166	в истории	2	2
167	что даже	2	2
168	с ним	4	2
169	в эту	2	2
