N	2gram	Tiupa_Disk_1	Analitik
1	литературного произведения	3	41
2	в качестве	34	31
3	может быть	17	29
4	в том	23	27
5	не может	9	22
6	и не	11	21
7	в частности	9	19
8	и в	16	18
9	а не	22	17
10	но и	14	17
11	представляет собой	17	16
12	отнюдь не	8	15
13	не только	28	15
14	тогда как	19	14
15	коммуникативного события	14	14
16	не в	7	14
17	как и	16	13
18	в его	7	13
19	в этом	15	13
20	текста в	2	12
21	том что	19	12
22	при этом	13	12
23	состоит в	9	11
24	в себе	7	11
25	то есть	20	11
26	но не	11	10
27	то же	7	9
28	а в	5	9
29	иначе говоря	2	9
30	в то	3	9
31	текста и	2	8
32	не есть	2	8
33	в принципе	2	8
34	но в	8	8
35	к тому	5	7
36	особого рода	2	7
37	том чтобы	2	7
38	значении этого	3	7
39	времени и	3	6
40	это не	3	6
41	прежде всего	11	6
42	или иной	5	6
43	же время	4	6
44	в самом	3	6
45	в сущности	2	6
46	себя в	2	6
47	той или	3	6
48	далеко не	10	6
49	то что	5	6
50	в своей	5	6
51	коммуникативное событие	5	6
52	в себя	5	6
53	в отличие	5	6
54	отличие от	5	6
55	по отношению	9	6
56	в основе	7	6
57	точки зрения	3	6
58	по своей	11	6
59	только в	7	6
60	мы имеем	2	6
61	и того	3	5
62	и как	6	5
63	воспринимающего сознания	2	5
64	в этой	2	5
65	что в	4	5
66	такого рода	4	5
67	имеет место	3	5
68	как бы	5	5
69	внутренней речи	2	5
70	отношению к	9	5
71	в целом	4	5
72	в тексте	2	5
73	в их	5	5
74	и т.п	12	5
75	сводится к	5	5
76	лишь в	4	5
77	и его	2	5
78	между тем	4	5
79	и на	5	5
80	о том	8	5
81	в произведении	3	5
82	того что	3	4
83	могут быть	4	4
84	столь же	3	4
85	с другой	10	4
86	не всегда	2	4
87	по себе	3	4
88	в литературе	2	4
89	тому же	5	4
90	большей или	2	4
91	того же	3	4
92	имеем дело	2	4
93	эстетической деятельности	3	4
94	и рецептивной	4	4
95	не с	3	4
96	все же	3	4
97	так и	8	4
98	дело с	2	4
99	именно в	3	4
100	сознания в	2	4
101	уже не	4	4
102	не более	2	4
103	более чем	2	4
104	или меньшей	2	4
105	в другом	2	4
106	исходя из	2	4
107	не следует	2	4
108	как правило	4	4
109	том числе	2	3
110	по мысли	3	3
111	в рамках	5	3
112	с его	4	3
113	и есть	2	3
114	однако в	3	3
115	и одновременно	2	3
116	вследствие этого	3	3
117	хотя бы	3	3
118	и все	2	3
119	в нем	9	3
120	и представляет	2	3
121	и к	4	3
122	в ходе	3	3
123	что он	4	3
124	эстетического субъекта	2	3
125	в силу	5	3
126	о литературе	2	3
127	при встрече	2	3
128	еще не	14	3
129	одной стороны	9	3
130	что не	4	3
131	одним из	2	3
132	о нем	2	3
133	в котором	5	3
134	дело не	2	3
135	что и	3	3
136	в культуре	2	3
137	таким образом	3	3
138	а с	5	3
139	с одной	9	3
140	по природе	5	3
141	того или	2	3
142	ведет к	3	3
143	тому как	3	3
144	подобно тому	2	3
145	более того	2	3
146	могла бы	2	3
147	разного рода	2	3
148	в равной	2	3
149	будто бы	2	3
150	бы быть	3	3
151	дискурса это	2	3
152	а также	8	3
153	своего рода	8	3
154	в противоположность	2	2
155	никогда не	2	2
156	между собой	2	2
157	в какой	2	2
158	не является	4	2
159	говорит и	2	2
160	как уже	3	2
161	художественного письма	7	2
162	не сводится	3	2
163	можно сказать	5	2
164	дискурс в	3	2
165	неотделимо от	3	2
166	и.п смирнов	3	2
167	с позиций	2	2
168	основе своей	2	2
169	различного рода	3	2
170	в начале	2	2
171	и потому	3	2
172	х годов	2	2
173	соответствии с	2	2
174	и адресата	2	2
175	не предполагает	4	2
176	отношение к	4	2
177	для него	4	2
178	в пределах	2	2
179	на его	4	2
180	за пределы	2	2
181	при всей	3	2
182	и о	4	2
183	в ряду	2	2
184	совпадает с	2	2
185	одного из	2	2
186	еще в	3	2
187	природе своей	5	2
188	произведение в	2	2
189	сами по	2	2
190	один из	3	2
191	из них	3	2
192	научного мышления	3	2
193	события в	2	2
194	в процессе	5	2
195	не говоря	2	2
196	данном случае	2	2
197	со стороны	7	2
198	что же	2	2
199	по выражению	2	2
200	в составе	5	2
201	другой стороны	3	2
202	отличается от	2	2
203	ни чисто	2	2
204	как к	2	2
205	на этом	2	2
206	отношения к	2	2
207	для художественного	2	2
208	по рассуждению	4	2
209	свидетельствует о	2	2
210	едва ли	2	2
211	науке о	2	2
212	и по	2	2
213	текст и	2	2
214	начале х	2	2
215	роль в	7	2
216	как мы	2	2
217	на себя	2	2
218	в акте	3	2
219	текста к	2	2
220	я героя	2	2
221	также и	3	2
222	героя в	2	2
223	самого рассказывания	3	2
224	для себя	4	2
225	в данном	5	2
226	одного и	2	2
227	текста не	2	2
228	же самое	2	2
229	дискурса как	4	2
230	по бахтину	4	2
231	и составляет	3	2
232	в первом	3	2
233	силу своей	2	2
234	потому что	4	2
235	ван дейк	3	2
236	в литературоведении	2	2
237	мира в	3	2
238	в новом	2	2
