N	2gram	Vygotskiy__6	Psycholo
1	то что	28	44
2	и в	28	33
3	в этом	27	28
4	как бы	11	25
5	и что	6	25
6	все время	3	24
7	потому что	22	24
8	для того	8	23
9	может быть	13	22
10	том что	19	22
11	того чтобы	10	22
12	что в	17	21
13	в том	28	21
14	что он	18	20
15	только что	2	15
16	как это	3	14
17	таким образом	18	13
18	и не	11	13
19	так же	15	13
20	сказать что	13	13
21	все это	2	13
22	к тому	10	12
23	в самом	8	12
24	и все	5	12
25	так как	10	12
26	было бы	9	12
27	если мы	2	12
28	самом деле	2	12
29	что все	5	11
30	он не	7	11
31	на то	4	10
32	не может	19	10
33	в его	3	10
34	если бы	7	10
35	в этой	5	9
36	по себе	3	9
37	как раз	6	9
38	то же	7	9
39	в конце	2	8
40	для этого	2	8
41	вместе с	7	8
42	в своем	7	7
43	для нас	2	7
44	до конца	3	7
45	так что	6	7
46	в нем	7	7
47	и только	3	7
48	раз в	3	7
49	же точно	3	7
50	не только	16	7
51	когда он	2	7
52	показать что	5	7
53	тому что	11	6
54	это не	5	6
55	что они	2	6
56	все эти	2	6
57	но он	2	6
58	точки зрения	13	6
59	что мы	11	6
60	же самое	6	6
61	когда мы	6	6
62	как на	3	6
63	у него	2	6
64	мы видим	7	6
65	мы должны	3	6
66	в сущности	7	6
67	а не	3	6
68	всякий раз	3	6
69	в себе	4	6
70	что эта	2	6
71	самого начала	7	5
72	казалось бы	2	5
73	никогда не	8	5
74	с самого	7	5
75	и как	6	5
76	в целом	3	5
77	целый ряд	4	5
78	мы не	6	5
79	и на	5	5
80	с ним	2	5
81	мы можем	9	5
82	ясно что	4	5
83	с этим	4	5
84	это и	3	5
85	как и	6	5
86	мы уже	2	5
87	и его	3	5
88	все же	2	5
89	заключается в	7	5
90	из этого	2	5
91	я не	4	4
92	в частности	4	4
93	что у	2	4
94	это в	2	4
95	друг с	5	4
96	но совершенно	2	4
97	из них	2	4
98	а в	2	4
99	и других	7	4
100	того что	24	4
101	с этой	2	4
102	знаем что	4	4
103	с тем	5	4
104	у нас	2	4
105	в своей	2	4
106	ее в	2	4
107	как мы	10	4
108	с точки	10	4
109	той же	4	4
110	можно было	7	4
111	исследования и	3	4
112	этот вопрос	3	4
113	с другом	5	4
114	только в	18	4
115	в которой	7	4
116	же как	6	3
117	что если	2	3
118	что оно	7	3
119	что именно	2	3
120	к которой	2	3
121	на этом	4	3
122	в пределах	5	3
123	например в	4	3
124	но если	4	3
125	но и	10	3
126	в своих	3	3
127	в которых	2	3
128	и здесь	3	3
129	в то	6	3
130	его в	6	3
131	том как	2	3
132	в основе	3	3
133	должен был	3	3
134	в одном	2	3
135	но не	10	3
136	до сих	3	3
137	она не	2	3
138	что и	4	3
139	сих пор	3	3
140	так и	6	3
141	как в	3	3
142	дело с	2	3
143	к анализу	3	3
144	тем самым	8	3
145	от этого	3	3
146	тем что	8	3
147	этого слова	2	3
148	в той	4	3
149	на этот	4	3
150	как только	2	2
151	бы сказать	2	2
152	с другой	2	2
153	в одной	4	2
154	и от	2	2
155	из этих	3	2
156	была бы	2	2
157	прежде всего	2	2
158	вопрос о	5	2
159	в такой	2	2
160	мы могли	12	2
161	мы знаем	4	2
162	совершается в	3	2
163	и другое	2	2
164	в нашей	3	2
165	при этом	3	2
166	вместо того	2	2
167	заключить что	4	2
168	себе и	2	2
169	и той	3	2
170	и является	2	2
171	в котором	2	2
172	один из	3	2
173	но мы	3	2
174	от одной	4	2
175	действие на	2	2
176	в их	3	2
177	другой стороны	2	2
178	действия и	3	2
179	именно в	4	2
180	сущности говоря	4	2
181	те же	3	2
182	образом в	3	2
183	в обратном	2	2
184	к другой	6	2
185	и наконец	2	2
186	к таким	2	2
187	не имеет	6	2
188	время как	5	2
189	больше чем	3	2
190	так если	2	2
191	переход к	3	2
192	могли бы	9	2
193	не в	4	2
194	на примере	3	2
195	верно что	2	2
196	мы имеем	4	2
197	но в	5	2
198	с его	3	2
199	только не	3	2
200	он может	2	2
201	в них	3	2
202	что всякий	2	2
203	лежит в	3	2
204	если он	2	2
205	и к	6	2
206	для нашей	2	2
207	по существу	2	2
208	представляет собой	3	2
209	этот закон	2	2
210	тем и	3	2
211	что при	4	2
212	можно сказать	6	2
213	во всех	4	2
214	иначе говоря	3	2
215	не по	3	2
216	же самые	4	2
217	а другой	5	2
218	принадлежит к	2	2
219	внимание на	2	2
220	не на	2	2
221	нами в	2	2
222	одной и	3	2
223	перейти к	2	2
224	то время	6	2
225	и то	4	2
226	между двумя	2	2
227	связи с	3	2
