N	2gram	Losev_Vlad_1	FransuaR
1	и в	31	41
2	то есть	3	24
3	мы уже	7	18
4	таким образом	3	17
5	в нем	4	16
6	и с	14	16
7	и его	7	13
8	но и	19	13
9	как мы	9	12
10	в этом	14	12
11	все это	5	11
12	все эти	3	11
13	в самом	2	10
14	не только	24	10
15	так как	8	10
16	то что	18	10
17	кроме того	7	9
18	во время	3	9
19	и на	3	9
20	и все	4	9
21	о том	11	9
22	никогда не	9	8
23	в этой	4	8
24	но в	12	8
25	у него	15	7
26	в них	2	7
27	вовсе не	5	7
28	том что	14	7
29	и до	2	7
30	в особенности	4	7
31	как и	4	7
32	что в	14	7
33	в его	12	7
34	что он	12	6
35	в году	30	6
36	один из	4	6
37	вместе с	3	6
38	также и	10	6
39	сказать что	7	6
40	в то	8	6
41	то же	6	5
42	с его	11	5
43	же время	4	5
44	и он	3	5
45	а также	5	5
46	из них	2	5
47	так и	6	5
48	в своем	4	5
49	и что	6	5
50	той же	2	5
51	еще в	4	5
52	тем что	2	5
53	но он	5	5
54	в себе	4	5
55	во всем	4	5
56	уже в	7	4
57	с другой	3	4
58	и от	5	4
59	он был	14	4
60	у нас	6	4
61	и как	4	4
62	не в	5	4
63	и вообще	4	4
64	все что	2	4
65	тот же	3	4
66	в котором	6	4
67	даже в	2	4
68	все же	3	4
69	не может	6	4
70	как в	3	4
71	того чтобы	2	4
72	и даже	15	4
73	одним из	2	4
74	а в	9	4
75	в результате	2	4
76	о котором	2	4
77	того же	6	4
78	с ним	5	4
79	из этого	2	4
80	мы увидим	3	3
81	он сам	2	3
82	первый план	2	3
83	на все	2	3
84	на первый	2	3
85	одной из	2	3
86	мы будем	2	3
87	но это	3	3
88	не были	2	3
89	было бы	2	3
90	и сам	6	3
91	уже сказали	2	3
92	в начале	3	3
93	конечно не	2	3
94	не мог	3	3
95	никак не	4	3
96	и особенно	4	3
97	жизни и	5	3
98	и для	2	3
99	при этом	2	3
100	и не	17	3
101	того что	2	3
102	к нему	4	3
103	только в	9	3
104	в чем	2	3
105	потому что	11	3
106	не был	5	2
107	для его	2	2
108	в частности	2	2
109	в конце	9	2
110	что все	2	2
111	для нас	4	2
112	в том	11	2
113	это и	2	2
114	так что	10	2
115	в дальнейшем	8	2
116	несколько слов	2	2
117	тем более	2	2
118	что они	3	2
119	от него	2	2
120	на этом	2	2
121	но не	3	2
122	своего времени	2	2
123	и тот	2	2
124	и всякой	3	2
125	кажется что	2	2
126	может быть	6	2
127	за пределы	3	2
128	в своей	4	2
129	хотя и	4	2
130	он не	10	2
131	и очень	3	2
132	и потому	6	2
133	в эти	7	2
134	себя в	4	2
135	не будем	2	2
136	был в	3	2
137	а именно	2	2
138	другой стороны	3	2
139	как раз	7	2
140	как это	7	2
141	и сейчас	2	2
142	в истории	4	2
143	лишь в	2	2
144	что дело	2	2
145	и у	4	2
146	он стал	2	2
147	к себе	2	2
148	и то	10	2
149	то он	6	2
150	образом в	2	2
151	он в	3	2
152	и весьма	2	2
153	точки зрения	2	2
154	на его	3	2
155	из этих	2	2
156	что мы	2	2
157	начиная с	2	2
158	как он	4	2
159	тех же	2	2
160	это было	6	2
