N	2gram	Tiupa_Narr_1	Russkaja
1	не может	10	22
2	и не	20	19
3	в том	18	17
4	в этом	17	17
5	и в	19	14
6	то что	11	13
7	то же	4	11
8	точки зрения	10	11
9	же время	4	10
10	но и	23	10
11	в то	3	10
12	том что	14	9
13	не только	32	9
14	в себе	8	9
15	с точки	2	9
16	может быть	25	9
17	прежде всего	4	8
18	отнюдь не	5	7
19	к тому	7	7
20	не будет	3	7
21	самом деле	2	7
22	в данном	5	7
23	о том	6	7
24	и с	4	7
25	что он	6	6
26	для него	2	6
27	если в	3	6
28	в своем	2	6
29	и для	2	6
30	себя и	2	5
31	между собой	2	5
32	жизни в	3	5
33	хотя бы	4	5
34	и на	3	5
35	или иной	5	5
36	при этом	9	5
37	было бы	4	5
38	он не	3	5
39	никогда не	3	5
40	в нем	4	5
41	в последние	2	5
42	и только	2	5
43	по существу	2	5
44	из которых	4	5
45	а в	11	5
46	только в	4	5
47	между тем	3	5
48	но не	5	4
49	что в	3	4
50	то ни	3	4
51	в мире	9	4
52	как и	7	4
53	более или	2	4
54	как бы	4	4
55	все же	7	4
56	себя в	5	4
57	бы то	3	4
58	жизни и	3	4
59	со стороны	9	4
60	или менее	2	4
61	приводит к	2	4
62	точку зрения	4	4
63	не в	14	4
64	можно было	2	4
65	в этой	5	4
66	в его	9	4
67	и т.д	7	4
68	его в	2	4
69	он сам	2	3
70	может не	3	3
71	что это	3	3
72	на том	3	3
73	именно в	6	3
74	из этих	3	3
75	в будущем	2	3
76	да и	4	3
77	и как	5	3
78	то в	6	3
79	что они	3	3
80	в качестве	21	3
81	еще не	7	3
82	несмотря на	2	3
83	одной из	4	3
84	той или	4	3
85	и потому	2	3
86	не есть	3	3
87	из них	3	3
88	данном случае	4	3
89	не было	2	3
90	и сейчас	2	3
91	сводится к	3	3
92	в значительной	2	3
93	или в	2	3
94	приходит к	2	3
95	тем что	3	3
96	говорить о	2	3
97	связи с	4	3
98	она может	2	3
99	одна из	3	3
100	а с	3	2
101	зависит от	2	2
102	должна быть	2	2
103	в частности	14	2
104	у него	4	2
105	точно так	2	2
106	к себе	5	2
107	состоит в	13	2
108	совершенно очевидно	2	2
109	или иного	2	2
110	по себе	5	2
111	ни в	3	2
112	уже не	5	2
113	отличается от	4	2
114	она не	2	2
115	и тот	2	2
116	совершенно не	2	2
117	в ней	3	2
118	речь идет	4	2
119	и тем	4	2
120	время в	2	2
121	даже не	3	2
122	по отношению	7	2
123	тогда как	12	2
124	отношения к	2	2
125	если не	4	2
126	все эти	2	2
127	тем самым	6	2
128	а не	12	2
129	и даже	3	2
130	к нему	5	2
131	так же	2	2
132	в таком	2	2
133	в результате	2	2
134	в силу	4	2
135	не о	3	2
136	на себя	3	2
137	того или	2	2
138	как будто	3	2
139	другом и	2	2
140	в области	2	2
141	но в	6	2
