N	2gram	Tiupa_Vved_1	Myshleni
1	в этом	21	29
2	и в	13	26
3	не только	20	24
4	то что	6	24
5	таким образом	4	23
6	представляет собой	15	19
7	в том	10	18
8	и не	12	18
9	том что	7	17
10	потому что	5	16
11	как и	11	15
12	того что	6	14
13	как мы	3	14
14	в ходе	2	12
15	что в	3	12
16	и его	5	12
17	но и	19	11
18	в слове	3	11
19	не может	7	11
20	по своей	3	10
21	по своему	2	9
22	в самом	2	9
23	что мы	2	9
24	тем что	2	9
25	в себе	5	9
26	то же	5	8
27	тем самым	5	8
28	только в	6	8
29	к тому	6	7
30	прежде всего	7	7
31	может быть	18	7
32	и к	2	7
33	мы не	4	7
34	в какой	4	6
35	и тем	2	6
36	по отношению	7	6
37	как бы	4	6
38	между собой	2	6
39	все что	3	6
40	было бы	4	6
41	во всех	2	6
42	все же	6	6
43	самом деле	3	6
44	а не	15	6
45	в сознании	4	6
46	речевой деятельности	2	6
47	слова в	2	5
48	можно сказать	4	5
49	до конца	3	5
50	одной стороны	5	5
51	если бы	7	5
52	в целом	3	5
53	данном случае	6	5
54	с одной	5	5
55	никак не	2	5
56	и с	2	5
57	в начале	3	5
58	бы в	3	5
59	в силу	2	5
60	в качестве	8	5
61	у нее	2	5
62	отношению к	7	5
63	в направлении	2	5
64	в речи	2	5
65	и для	3	5
66	в данном	13	5
67	не менее	4	4
68	никогда не	4	4
69	в нашем	6	4
70	с другой	5	4
71	и от	2	4
72	не можем	2	4
73	имеет место	4	4
74	в котором	8	4
75	если в	2	4
76	целый ряд	2	4
77	то и	2	4
78	и наконец	2	4
79	в его	4	4
80	о том	5	4
81	но в	6	4
82	о чем	2	4
83	еще не	7	4
84	своей природе	2	4
85	как в	4	4
86	приводит к	2	4
87	в той	4	4
88	не в	6	4
89	едва ли	3	4
90	в области	3	4
91	это не	6	3
92	из этих	3	3
93	но также	2	3
94	слова но	2	3
95	тем не	3	3
96	но это	3	3
97	есть в	2	3
98	для него	3	3
99	в ней	4	3
100	в основе	3	3
101	обратимся к	2	3
102	не является	3	3
103	его с	2	3
104	мы видели	2	3
105	этом отношении	4	3
106	во втором	2	3
107	и по	3	3
108	он не	3	3
109	в первом	2	3
110	с ним	3	3
111	состоит в	10	3
112	представить себе	2	3
113	по себе	2	3
114	об этом	4	3
115	в то	4	3
116	но не	5	3
117	в одной	2	3
118	в этот	2	3
119	что и	2	3
120	в своей	5	3
121	так и	8	3
122	как раз	2	3
123	на самом	4	3
124	мы можем	2	3
125	между двумя	3	3
126	перед нами	6	2
127	форма речи	2	2
128	в этих	3	2
129	одного из	3	2
130	что на	2	2
131	для нас	2	2
132	ли не	2	2
133	мы и	2	2
134	свою очередь	4	2
135	в свою	4	2
136	одним из	5	2
137	один из	3	2
138	в нем	5	2
139	отношение к	2	2
140	лишь в	2	2
141	ситуации и	3	2
142	не имеет	2	2
143	а в	6	2
144	в своих	2	2
145	также и	4	2
146	мере в	2	2
147	к его	3	2
148	в речь	2	2
149	человеческого сознания	2	2
150	к этому	2	2
151	в случае	2	2
152	той мере	2	2
153	наряду с	2	2
154	как для	2	2
155	этом и	2	2
156	в современной	3	2
157	что же	3	2
158	по своим	3	2
159	внимание на	3	2
160	в отличие	2	2
161	должны были	2	2
162	можно было	2	2
163	могут быть	4	2
164	границы между	2	2
165	отличие от	2	2
