N	2gram	Bakhtin_Fr_6	Marksizm
1	точки зрения	2	34
2	может быть	2	26
3	и не	3	26
4	не может	4	24
5	с точки	2	20
6	и в	41	19
7	и его	13	19
8	таким образом	17	17
9	в этом	12	16
10	как бы	7	15
11	прежде всего	10	13
12	как мы	12	13
13	как и	7	12
14	так и	5	11
15	если мы	2	11
16	и для	3	11
17	связи с	2	11
18	в самом	10	10
19	в нем	16	10
20	и т.п	19	10
21	самом деле	4	10
22	лишь в	2	9
23	в результате	4	9
24	только в	3	9
25	при этом	3	8
26	но и	13	8
27	до сих	3	8
28	не только	10	8
29	все же	4	8
30	то что	10	8
31	сих пор	3	8
32	все эти	11	7
33	так же	5	7
34	и те	2	7
35	но в	8	7
36	в ее	5	7
37	во всех	17	7
38	то же	5	7
39	а не	2	7
40	с помощью	6	6
41	в том	2	6
42	кроме того	9	6
43	другой стороны	2	6
44	того же	4	6
45	в его	7	6
46	мы не	2	6
47	так сказать	2	6
48	с другой	4	5
49	одного и	2	5
50	в конце	2	5
51	именно в	4	5
52	не в	4	5
53	до конца	2	5
54	конечно не	3	5
55	те же	3	5
56	рядом с	5	5
57	в начале	3	5
58	и потому	2	5
59	и все	9	5
60	вовсе не	7	5
61	за пределы	2	5
62	того чтобы	4	5
63	что в	7	4
64	в ней	4	4
65	а в	4	4
66	и на	9	4
67	тот же	4	4
68	сказать что	6	4
69	с этим	3	4
70	было бы	3	4
71	и тот	2	4
72	не будем	2	4
73	как в	4	4
74	между ними	3	4
75	в данном	3	4
76	он является	2	3
77	этом отношении	3	3
78	понятно что	2	3
79	и от	4	3
80	здесь в	9	3
81	в целях	3	3
82	и как	4	3
83	в дальнейшем	2	3
84	в большинстве	4	3
85	же время	5	3
86	в котором	4	3
87	из них	5	3
88	все это	11	3
89	того что	3	3
90	с другими	3	3
91	между тем	2	3
92	в то	6	3
93	большинстве случаев	5	3
94	первом случае	3	3
95	не могут	2	3
96	для всего	2	3
97	том что	7	3
98	более того	4	3
99	одной из	3	3
100	в корне	2	3
101	в сущности	8	3
102	он не	2	3
103	в первом	3	3
104	в своей	2	3
105	в истории	2	3
106	это и	2	3
107	к этим	3	3
108	вполне понятно	2	3
109	в области	2	3
110	должна быть	2	2
111	в частности	2	2
112	никогда не	8	2
113	в своем	5	2
114	что все	2	2
115	первый план	3	2
116	как она	2	2
117	связаны с	7	2
118	одним из	4	2
119	но если	2	2
120	в эти	2	2
121	и др	10	2
122	жизни и	3	2
123	в первой	3	2
124	и их	3	2
125	где они	2	2
126	именно на	4	2
127	во втором	3	2
128	и даже	4	2
129	с этой	3	2
130	говорит он	2	2
131	в одной	3	2
132	одну из	2	2
133	из этих	2	2
134	о том	9	2
135	как он	2	2
136	так как	10	2
137	бы в	2	2
138	и с	16	2
139	в основе	4	2
140	нового времени	4	2
141	и во	2	2
142	в литературе	5	2
143	что он	6	2
144	конечно в	2	2
145	в себе	5	2
146	в романе	2	2
147	у нас	4	2
148	от него	2	2
149	они и	3	2
150	там и	2	2
151	мы уже	18	2
152	на первый	3	2
153	говорили о	3	2
154	не остается	3	2
155	и прежде	2	2
156	как раз	2	2
157	что не	3	2
158	мира и	2	2
159	и он	5	2
160	той же	5	2
161	или в	6	2
162	связана с	2	2
163	тем что	5	2
164	в другом	4	2
165	и вообще	4	2
166	из этого	4	2
167	там где	5	2
168	в чем	3	2
