N	2gram	Vygotskiy__5	Vladivir
1	и в	30	30
2	то что	37	20
3	в этом	14	20
4	у него	3	19
5	в том	27	18
6	и не	6	18
7	и с	2	14
8	что он	17	13
9	в конце	4	13
10	том что	21	12
11	что в	24	12
12	не только	16	12
13	в его	4	11
14	а в	4	11
15	как мы	5	11
16	сказать что	9	11
17	и даже	2	10
18	не в	8	9
19	для него	3	9
20	было бы	5	9
21	все же	7	9
22	потому что	23	9
23	не может	9	9
24	в то	2	9
25	связи с	2	8
26	в своем	6	8
27	вместе с	12	8
28	но и	6	8
29	в письме	2	8
30	но в	5	8
31	никогда не	9	7
32	точки зрения	7	7
33	и все	4	7
34	ни в	3	7
35	до конца	2	7
36	может быть	11	7
37	для нас	3	7
38	а не	8	7
39	как это	7	7
40	то есть	13	7
41	к этому	3	6
42	прежде всего	4	6
43	и к	4	6
44	об этом	3	6
45	он был	2	6
46	у нас	4	6
47	только в	5	6
48	в себе	5	6
49	жизни и	6	6
50	и его	6	6
51	о чем	4	6
52	и то	9	5
53	по себе	7	5
54	как и	6	5
55	так что	3	5
56	при этом	8	5
57	того же	2	5
58	тот же	3	5
59	в своей	4	5
60	как бы	19	5
61	в котором	2	5
62	так и	3	5
63	все это	2	5
64	с этим	2	5
65	в течение	2	5
66	и что	23	5
67	того что	8	5
68	в результате	4	5
69	все эти	2	5
70	так как	9	5
71	из этого	2	5
72	совсем не	2	4
73	с его	2	4
74	именно в	6	4
75	с этой	2	4
76	вовсе не	3	4
77	можно сказать	2	4
78	мы знаем	2	4
79	в этой	5	4
80	в целом	5	4
81	мы с	3	4
82	и если	6	4
83	что это	8	4
84	на его	3	4
85	несмотря на	5	4
86	и мы	16	4
87	и о	3	4
88	в ней	4	4
89	он не	3	4
90	в нем	7	4
91	то это	4	4
92	не есть	4	4
93	в этих	3	4
94	со стороны	3	4
95	то же	7	4
96	и наконец	3	4
97	на этот	3	4
98	и он	2	4
99	так же	13	4
100	той же	3	4
101	по поводу	3	4
102	и на	3	4
103	мы должны	3	4
104	о том	10	4
105	в которой	3	4
106	под влиянием	3	3
107	уже в	6	3
108	должен был	4	3
109	в них	4	3
110	в отношении	2	3
111	хотя бы	3	3
112	едва ли	2	3
113	из этих	3	3
114	что касается	2	3
115	это в	3	3
116	в свою	3	3
117	что и	3	3
118	по существу	2	3
119	и как	7	3
120	но не	7	3
121	в данном	3	3
122	и для	6	3
123	никак не	6	3
124	с точки	2	3
125	во всех	2	3
126	нам кажется	2	3
127	как в	3	3
128	в отличие	2	3
129	отношения к	2	3
130	таким образом	20	3
131	и вот	2	3
132	должно быть	2	3
133	отличие от	2	3
134	в таком	3	3
135	даже и	2	3
136	но он	3	3
137	его на	2	3
138	и это	8	3
139	дело в	2	3
140	мы сейчас	3	3
141	конце концов	2	3
142	когда мы	6	3
143	учения о	3	3
144	не могли	4	3
145	с которой	2	2
146	еще в	2	2
147	с тем	8	2
148	казалось бы	4	2
149	первый план	3	2
150	и есть	5	2
151	бы его	2	2
152	это не	3	2
153	яснее и	2	2
154	и хотя	2	2
155	к тому	8	2
156	на первый	2	2
157	уже давно	4	2
158	и можно	2	2
159	же в	2	2
160	на этом	6	2
161	само по	2	2
162	мы уже	6	2
163	себе и	2	2
164	в самом	14	2
165	в сущности	12	2
166	в частности	4	2
167	том чтобы	2	2
168	на то	17	2
169	и потому	5	2
170	для того	20	2
171	в виду	4	2
172	время как	2	2
173	гораздо более	2	2
174	еще один	2	2
175	и до	2	2
176	данном случае	3	2
177	в их	3	2
178	есть нечто	3	2
179	но его	2	2
180	с которым	3	2
181	того как	2	2
182	от нас	2	2
183	но все	2	2
184	в двух	5	2
185	в трех	3	2
186	мы находим	2	2
187	в той	3	2
188	заключается в	8	2
189	того чтобы	20	2
190	к этим	2	2
191	можно было	3	2
192	в своих	5	2
193	это значит	2	2
194	и при	2	2
195	сам по	3	2
196	он дает	2	2
197	с и	5	2
198	как будто	6	2
199	что если	6	2
200	что эти	2	2
201	как он	2	2
202	говорится о	2	2
203	ничего не	2	2
204	мы не	3	2
