N	2gram	Losev_Prob_4	VeschiIm
1	не есть	12	49
2	не может	5	33
3	не только	24	31
4	может быть	9	29
5	и не	28	28
6	и в	20	26
7	то что	15	24
8	и есть	4	23
9	это значит	10	22
10	значит что	8	22
11	и т	4	21
12	т д	3	20
13	а не	7	20
14	не просто	16	18
15	есть только	2	17
16	в смысле	5	15
17	что она	4	14
18	только в	23	14
19	и что	2	13
20	по себе	11	13
21	что это	2	12
22	было бы	14	12
23	но и	14	12
24	сказать что	7	12
25	есть не	6	12
26	все же	2	12
27	и то	2	12
28	и ее	4	12
29	таким образом	8	11
30	то же	7	10
31	уже не	5	10
32	в ней	7	10
33	как бы	4	10
34	и больше	2	10
35	потому что	15	10
36	что мы	3	10
37	вещь есть	2	10
38	есть нечто	9	10
39	в том	20	9
40	в самом	2	9
41	и с	7	9
42	больше ничего	2	9
43	ни было	2	9
44	прежде всего	11	9
45	что не	4	9
46	еще и	3	9
47	иное как	2	8
48	но это	6	8
49	с ее	2	8
50	что иное	2	8
51	не что	2	8
52	в себе	12	8
53	и это	2	8
54	совершенно не	3	7
55	также и	13	7
56	говорить о	2	7
57	в то	4	7
58	его в	2	7
59	так как	5	7
60	том что	12	7
61	указывает на	4	7
62	себя в	2	7
63	не будет	2	7
64	если оно	2	7
65	как раз	4	7
66	с другими	3	7
67	в этом	9	7
68	так что	6	6
69	и как	3	6
70	это есть	3	6
71	что они	2	6
72	есть ни	2	6
73	что в	3	6
74	для него	3	6
75	но если	6	6
76	жизни и	5	6
77	ни с	4	6
78	отличается от	4	6
79	и только	4	6
80	в результате	8	6
81	точки зрения	14	6
82	когда мы	5	6
83	но в	8	6
84	по крайней	6	6
85	ясно что	7	6
86	крайней мере	6	6
87	относится к	2	6
88	бы и	3	6
89	если мы	5	6
90	с ним	4	6
91	можно было	4	6
92	а если	3	6
93	не менее	10	5
94	содержит в	8	5
95	в отношении	4	5
96	вообще не	3	5
97	это не	7	5
98	тем не	10	5
99	не в	13	5
100	еще не	7	5
101	из себя	2	5
102	для этого	2	5
103	только и	5	5
104	а в	4	5
105	чем же	3	5
106	ни на	3	5
107	с тем	4	5
108	если бы	8	5
109	отнюдь не	10	5
110	в ее	5	5
111	у нас	14	5
112	это и	4	5
113	но не	5	5
114	того же	2	5
115	другими словами	3	5
116	для себя	2	5
117	и для	4	5
118	в чем	2	5
119	можно ли	3	4
120	в своем	3	4
121	с другой	7	4
122	как же	2	4
123	независимо от	3	4
124	между собою	2	4
125	из них	3	4
126	то и	5	4
127	и даже	9	4
128	с этим	4	4
129	о том	5	4
130	не существует	5	4
131	и более	3	4
132	для всякого	2	4
133	и все	8	4
134	то это	3	4
135	как и	6	4
136	так чтобы	2	4
137	во всех	4	4
138	на себе	3	4
139	и о	5	4
140	и потому	7	4
141	однако не	4	4
142	нет и	2	4
143	что и	3	4
144	с точки	11	4
145	мы не	7	4
146	в данном	6	4
147	тем что	3	4
148	ни только	2	4
149	сама по	2	3
150	и другое	3	3
151	но даже	4	3
152	она является	2	3
153	что именно	2	3
154	можно сказать	5	3
155	к тому	3	3
156	несмотря на	4	3
157	без всякого	4	3
158	более или	2	3
159	как о	3	3
160	в нем	5	3
161	сам по	6	3
162	все это	9	3
163	можно только	2	3
164	мы находим	2	3
165	всегда есть	4	3
166	но как	3	3
167	не понимает	2	3
168	есть тоже	2	3
169	вещь как	2	3
170	и ни	5	3
171	а это	3	3
172	мы имеем	6	3
173	нет никакой	4	3
174	перестает быть	2	3
175	даже и	13	3
176	ли сказать	2	3
177	в одном	4	3
178	в жизни	3	3
179	в понятии	2	3
180	не мешает	3	3
181	что он	8	3
182	и притом	2	3
183	есть именно	2	3
184	тот же	2	3
185	ни о	4	3
186	между прочим	3	3
187	к ней	2	3
188	в своей	4	3
189	вместе с	5	3
190	так и	10	3
191	или менее	2	3
192	да и	5	3
193	только на	2	3
194	и тогда	2	3
195	в той	8	3
196	самом деле	3	3
197	того чтобы	2	3
198	хотя бы	7	3
199	тем более	4	3
200	понятие не	2	3
201	не то	2	3
202	и вообще	6	3
203	явлений и	3	3
204	без этого	3	3
205	казалось бы	3	2
206	это уже	3	2
207	в частности	2	2
208	только очень	2	2
209	была бы	2	2
210	на все	2	2
211	а только	6	2
212	и можно	5	2
213	ни в	17	2
214	в самой	4	2
215	но все	3	2
216	кроме того	4	2
217	и если	5	2
218	у меня	2	2
219	в виду	6	2
220	и тоже	2	2
221	только один	2	2
222	и тем	7	2
223	но она	3	2
224	данном случае	5	2
225	но только	2	2
226	в разных	4	2
227	тех или	4	2
228	заключается в	2	2
229	живого существа	2	2
230	так же	5	2
231	жизнь и	4	2
232	как это	3	2
233	то есть	27	2
234	однако это	2	2
235	мы можем	3	2
236	ни к	2	2
237	но они	2	2
238	жизни в	2	2
239	и во	4	2
240	если он	2	2
241	с собой	3	2
242	является и	3	2
243	о которых	2	2
244	то в	2	2
245	на этой	2	2
246	в качестве	10	2
247	но именно	2	2
248	и может	2	2
249	себе и	3	2
250	никак не	4	2
251	об этом	6	2
252	он не	2	2
253	и когда	2	2
254	и этот	3	2
255	только к	3	2
256	нечто целое	3	2
257	тоже есть	7	2
258	как в	5	2
259	и сама	3	2
260	если не	3	2
261	еще более	2	2
262	все равно	3	2
263	как мы	3	2
264	для того	3	2
265	и его	10	2
266	смысловом отношении	2	2
267	тут же	3	2
268	во всяком	8	2
269	они суть	3	2
270	дело в	2	2
271	это все	2	2
272	обойтись без	2	2
273	том как	2	2
274	это было	2	2
