N	2gram	Berdyaev_M_1	Problemy
1	и в	28	46
2	то есть	3	40
3	и не	11	27
4	может быть	30	23
5	как бы	2	19
6	не может	28	19
7	в нем	13	17
8	у достоевского	42	16
9	в этом	20	16
10	не только	29	14
11	но и	25	12
12	как и	5	12
13	и на	6	11
14	точки зрения	4	11
15	а не	25	11
16	не в	16	10
17	прежде всего	10	9
18	в том	6	9
19	в самом	11	9
20	и все	10	9
21	и к	2	9
22	в его	9	9
23	до сих	2	8
24	конечно не	3	8
25	достоевского в	9	8
26	сих пор	2	8
27	и с	3	7
28	в себе	7	7
29	никогда не	14	6
30	в него	3	6
31	о нем	2	6
32	но в	7	6
33	что он	10	6
34	мы увидим	3	6
35	все это	6	6
36	и он	12	6
37	и его	9	6
38	только в	6	6
39	это не	5	5
40	о себе	3	5
41	с самим	2	5
42	в котором	8	5
43	к нему	7	5
44	жизни и	2	5
45	по отношению	2	5
46	в самой	7	5
47	особенно в	3	5
48	в то	2	5
49	так как	3	5
50	в жизни	3	5
51	с его	3	5
52	у него	17	5
53	за пределы	4	5
54	о том	2	5
55	отношению к	2	5
56	уже в	4	4
57	что в	10	4
58	в этих	4	4
59	до конца	14	4
60	и нет	2	4
61	в виду	2	4
62	в их	4	4
63	все эти	2	4
64	должно быть	3	4
65	людей и	2	4
66	потому что	16	4
67	он и	2	4
68	любовь к	2	4
69	не знает	4	4
70	как в	2	4
71	том что	3	4
72	но не	8	4
73	он не	24	4
74	все же	2	4
75	то что	5	4
76	приводит к	2	4
77	уже не	4	4
78	себя и	3	3
79	человека и	14	3
80	не могут	5	3
81	в мире	10	3
82	в своем	10	3
83	на этом	3	3
84	достоевского но	3	3
85	одним из	2	3
86	но если	3	3
87	преступления и	3	3
88	себе и	2	3
89	и для	2	3
90	не к	4	3
91	отношение к	4	3
92	достоевского все	4	3
93	и их	3	3
94	его творчества	2	3
95	также и	2	3
96	но он	9	3
97	в конце	7	3
98	как он	2	3
99	бы в	2	3
100	чем у	4	3
101	если бы	2	3
102	не как	4	3
103	и во	2	3
104	с собой	3	3
105	по своей	2	3
106	ведь это	2	3
107	и что	2	3
108	она не	4	3
109	было бы	10	3
110	в своей	15	3
111	что и	4	3
112	себя в	3	3
113	героев достоевского	2	3
114	в центре	2	3
115	в той	2	3
116	отличается от	2	3
117	тем что	4	3
118	в этой	6	3
119	и это	12	3
120	он сам	6	2
121	должна быть	6	2
122	только и	3	2
123	уже нет	2	2
124	мысли и	2	2
125	достоевского и	10	2
126	вопрос о	2	2
127	к тому	3	2
128	есть уже	4	2
129	все в	6	2
130	для нас	3	2
131	его как	2	2
132	в братьях	3	2
133	живет в	2	2
134	и как	2	2
135	пути и	2	2
136	смысле слова	4	2
137	для него	11	2
138	на том	3	2
139	отношения к	4	2
140	не было	18	2
141	творчество достоевского	13	2
142	лишь в	6	2
143	и по	4	2
144	а в	4	2
145	увидим что	4	2
146	в которых	4	2
147	сказать что	2	2
148	для достоевского	5	2
149	творчестве достоевского	4	2
150	с ним	2	2
151	а как	2	2
152	романов достоевского	3	2
153	с этим	3	2
154	и жизнь	2	2
155	в преступлении	2	2
156	не хочет	2	2
157	у нас	5	2
158	него как	2	2
159	все что	2	2
160	есть и	3	2
161	достоевского это	2	2
162	он уже	6	2
163	которую он	2	2
164	к ней	4	2
165	нет и	5	2
166	братьях карамазовых	3	2
167	когда он	3	2
168	самого достоевского	2	2
169	вместе с	6	2
170	бы и	3	2
171	тему о	4	2
172	бы не	2	2
173	или к	4	2
174	на этот	2	2
175	хотя бы	3	2
176	не была	3	2
177	ничего не	3	2
178	от этого	2	2
179	могут быть	2	2
180	отношении к	2	2
181	к достоевскому	8	2
