N	2gram	Losev_Dial_1	slovoVRo
1	и в	18	41
2	в нем	16	30
3	и т	21	28
4	т п	2	23
5	могут быть	3	19
6	но и	7	16
7	и не	30	16
8	точки зрения	17	16
9	не только	13	16
10	а не	14	15
11	то же	10	14
12	может быть	17	14
13	не может	12	14
14	в то	6	14
15	в его	3	13
16	же время	4	12
17	как бы	11	12
18	в этом	12	12
19	так и	9	11
20	или иной	3	9
21	той или	7	9
22	все эти	2	9
23	прежде всего	10	8
24	точка зрения	2	8
25	в особенности	5	8
26	но в	6	8
27	как в	2	8
28	как мы	4	8
29	с точки	12	8
30	не в	6	7
31	и следовательно	2	7
32	отношение к	5	7
33	с ним	6	7
34	вовсе не	7	7
35	в своей	2	7
36	все же	5	7
37	во всяком	4	7
38	в отношении	5	6
39	это не	9	6
40	и даже	13	6
41	а в	5	6
42	в них	3	6
43	только в	3	6
44	отношении к	3	6
45	с другой	6	5
46	в самом	3	5
47	всяком случае	2	5
48	все это	11	5
49	т д	19	5
50	в основе	3	5
51	точек зрения	3	5
52	еще более	3	5
53	к нему	8	5
54	с другими	2	5
55	и от	2	4
56	в каждом	2	4
57	одной стороны	2	4
58	в ней	3	4
59	один из	3	4
60	в их	3	4
61	с одной	2	4
62	и с	5	4
63	и все	3	4
64	всех этих	3	4
65	не как	2	4
66	как и	2	4
67	здесь в	2	4
68	еще не	2	4
69	и потому	3	4
70	быть и	4	4
71	другой стороны	4	4
72	и для	2	4
73	ничего не	17	4
74	как только	2	3
75	никогда не	9	3
76	точку зрения	3	3
77	хотя бы	6	3
78	из этих	2	3
79	на всю	4	3
80	к тому	4	3
81	от всякой	2	3
82	в том	9	3
83	лишь как	2	3
84	более или	3	3
85	для него	2	3
86	в него	2	3
87	из них	2	3
88	в своем	5	3
89	в разных	3	3
90	именно в	2	3
91	того что	2	3
92	с ними	2	3
93	также и	7	3
94	не было	6	3
95	о том	4	3
96	так как	11	3
97	которая не	2	3
98	поэтому и	2	3
99	с этим	2	3
100	связанные с	2	3
101	в себе	11	3
102	с этой	2	3
103	в качестве	2	3
104	она не	6	3
105	и может	2	3
106	было бы	12	3
107	конечно не	3	3
108	он не	3	3
109	бы и	2	3
110	или менее	3	3
111	почти всегда	4	3
112	в данном	3	3
113	и почти	3	3
114	же как	2	2
115	в частности	2	2
116	тому что	3	2
117	ничего нового	2	2
118	можно сказать	6	2
119	ни было	2	2
120	есть для	2	2
121	так что	15	2
122	они были	2	2
123	мы и	2	2
124	что они	3	2
125	на этом	2	2
126	для того	2	2
127	хотя и	4	2
128	зрения самого	2	2
129	в этих	5	2
130	друг другу	3	2
131	уже не	2	2
132	у них	3	2
133	должно быть	3	2
134	так же	4	2
135	время как	2	2
136	сказать что	10	2
137	потому что	14	2
138	же и	2	2
139	именно как	2	2
140	не является	3	2
141	в сознании	3	2
142	нисколько не	4	2
143	в котором	4	2
144	как более	2	2
145	дело не	2	2
146	к этому	2	2
147	том что	9	2
148	не с	5	2
149	мы видим	4	2
150	то в	7	2
151	но не	4	2
152	чем он	2	2
153	одно и	4	2
154	до сих	2	2
155	совершенно не	8	2
156	ни о	5	2
157	и о	3	2
158	даже в	3	2
159	сих пор	2	2
160	с ней	2	2
161	как раз	4	2
162	а с	2	2
163	на самом	3	2
164	если мы	2	2
165	только на	3	2
166	и у	2	2
167	и эта	2	2
168	не есть	40	2
169	можно было	5	2
170	лежащая в	3	2
171	и то	9	2
172	от этого	3	2
173	в виде	2	2
174	в другом	2	2
175	и вообще	4	2
