N	2gram	Vygotskiy__4	RusskieA
1	и в	20	29
2	что в	19	22
3	том что	35	22
4	в том	42	22
5	как бы	7	18
6	состоит в	4	15
7	и другие	9	14
8	может быть	12	13
9	так как	10	13
10	как и	9	11
11	в этом	24	11
12	и с	4	10
13	не только	15	10
14	о том	5	9
15	а в	2	9
16	во многих	2	9
17	показывает что	2	8
18	но и	9	8
19	его в	6	8
20	мы видели	6	7
21	данном случае	2	7
22	как в	5	7
23	с тем	6	6
24	этом случае	3	6
25	еще не	2	6
26	для того	5	6
27	для нас	4	6
28	вместе с	8	6
29	таким образом	25	6
30	при этом	12	6
31	того чтобы	7	6
32	и на	6	6
33	в данном	2	6
34	мы имеем	2	6
35	потому что	12	5
36	это не	5	5
37	к этому	4	5
38	то что	15	5
39	и что	8	5
40	но не	3	5
41	не может	6	5
42	следующим образом	3	5
43	но в	3	5
44	видели что	2	4
45	именно в	3	4
46	тогда когда	8	4
47	а затем	2	4
48	по существу	3	4
49	так что	3	4
50	не в	4	4
51	из них	4	4
52	к нему	2	4
53	же как	6	4
54	том же	2	4
55	а также	2	4
56	так же	11	4
57	то же	16	4
58	а не	7	4
59	в избе	2	4
60	в таком	2	4
61	их в	2	4
62	в виде	3	4
63	далеко не	2	4
64	как это	9	4
65	на этом	3	3
66	тем что	7	3
67	в этих	3	3
68	в качестве	21	3
69	и других	3	3
70	и от	3	3
71	на первый	4	3
72	что здесь	2	3
73	и другой	3	3
74	того что	10	3
75	было бы	8	3
76	нас к	3	3
77	не имеет	2	3
78	в отличие	2	3
79	все эти	5	3
80	друг друга	4	3
81	как мы	13	3
82	тому как	2	3
83	между тем	9	3
84	подобно тому	2	3
85	в этой	3	3
86	что это	2	3
87	отличие от	2	3
88	не менее	3	2
89	с этой	4	2
90	связь между	2	2
91	связи с	3	2
92	могут быть	7	2
93	никогда не	5	2
94	состояла в	2	2
95	переход от	2	2
96	между собой	5	2
97	с другой	12	2
98	из этих	2	2
99	это в	2	2
100	прежде всего	2	2
101	как уже	4	2
102	что и	9	2
103	что с	4	2
104	и как	9	2
105	приводит нас	3	2
106	одним из	2	2
107	они представляют	2	2
108	и при	4	2
109	чем в	3	2
110	из основных	4	2
111	одной стороны	9	2
112	для объяснения	2	2
113	совершенно не	3	2
114	что на	2	2
115	не совсем	2	2
116	в него	2	2
117	в виду	3	2
118	как оно	2	2
119	один из	3	2
120	все же	5	2
121	в своей	7	2
122	том чтобы	2	2
123	что при	2	2
124	в их	12	2
125	тогда как	2	2
126	того как	2	2
127	что такие	2	2
128	а с	2	2
129	с одной	9	2
130	здесь мы	2	2
131	мы указывали	3	2
132	и для	4	2
133	должно быть	3	2
134	можно было	6	2
135	и то	10	2
136	с этим	5	2
137	во всем	3	2
138	в приведенных	2	2
139	представляет собой	3	2
140	но вместе	2	2
141	когда мы	2	2
142	в которой	3	2
