N	2gram	Medvedev_F_2	Narrotol
1	не только	9	32
2	может быть	23	25
3	но и	13	23
4	в качестве	2	21
5	и не	20	20
6	и в	38	19
7	в том	11	18
8	в этом	27	17
9	том что	2	14
10	не в	15	14
11	состоит в	2	13
12	а не	6	12
13	то что	6	11
14	а в	6	11
15	не может	14	10
16	точки зрения	8	10
17	при этом	9	9
18	со стороны	2	9
19	так и	8	9
20	в его	10	9
21	с другой	3	8
22	не является	3	8
23	времени и	2	7
24	как и	9	7
25	к тому	4	7
26	все же	8	7
27	как в	4	7
28	с его	11	6
29	что он	5	6
30	то в	2	6
31	но не	2	6
32	именно в	5	6
33	в той	2	6
34	тем самым	2	6
35	как это	2	6
36	но в	4	6
37	и как	3	5
38	отнюдь не	8	5
39	по себе	7	5
40	уже не	7	5
41	к нему	3	5
42	и его	21	5
43	в основе	5	5
44	между двумя	2	5
45	в отличие	2	5
46	отличие от	2	5
47	в этой	6	5
48	перед нами	2	4
49	во втором	7	4
50	прежде всего	15	4
51	одного из	3	4
52	в нем	13	4
53	что не	4	4
54	то же	6	4
55	но все	3	4
56	же время	5	4
57	было бы	6	4
58	связи с	13	4
59	как бы	4	4
60	и тем	2	4
61	хотя бы	6	4
62	другой стороны	4	4
63	в особенности	4	4
64	не столько	4	4
65	сказать что	2	4
66	только в	6	4
67	здесь не	4	4
68	и с	9	4
69	же как	3	3
70	что в	7	3
71	могут быть	6	3
72	никогда не	2	3
73	уже в	2	3
74	из этих	3	3
75	ни в	2	3
76	это и	5	3
77	что они	4	3
78	в сущности	4	3
79	хотя и	3	3
80	в ней	6	3
81	он не	6	3
82	и даже	4	3
83	если в	3	3
84	один из	2	3
85	не есть	3	3
86	не будет	2	3
87	в первом	7	3
88	из них	4	3
89	жизни и	3	3
90	в ее	2	3
91	а именно	2	3
92	даже не	2	3
93	особенно в	3	3
94	то ни	2	3
95	этом отношении	7	3
96	как мы	7	3
97	сводится к	5	3
98	столь же	2	3
99	и на	3	3
100	между тем	2	3
101	тем что	8	3
102	не о	4	3
103	в то	5	3
104	что это	3	3
105	независимо от	4	2
106	должна быть	5	2
107	в какой	3	2
108	или даже	2	2
109	оно не	4	2
110	здесь и	4	2
111	та же	2	2
112	от всех	2	2
113	не как	4	2
114	или иного	5	2
115	совершенно иной	2	2
116	идет о	2	2
117	что именно	2	2
118	что на	2	2
119	на первый	2	2
120	его как	2	2
121	по существу	7	2
122	между ними	2	2
123	в значительной	3	2
124	для него	7	2
125	языка и	12	2
126	в пределах	12	2
127	она не	2	2
128	было в	2	2
129	от одного	2	2
130	например в	3	2
131	значительной степени	3	2
132	к другому	2	2
133	постольку поскольку	2	2
134	и др	3	2
135	даже в	2	2
136	не имеет	2	2
137	сами по	2	2
138	во второй	2	2
139	и до	3	2
140	приводит к	2	2
141	отношение к	2	2
142	во всей	2	2
143	как раз	6	2
144	как к	3	2
145	в связи	10	2
146	и только	5	2
147	не было	6	2
148	все эти	6	2
149	совершенно не	4	2
150	они не	4	2
151	самом деле	8	2
152	того или	4	2
153	и для	5	2
154	с точки	7	2
155	это не	2	2
156	следует отметить	3	2
157	роль в	3	2
158	в таком	2	2
159	или в	3	2
160	в результате	6	2
161	каждый из	3	2
162	не то	3	2
163	и ее	6	2
164	но как	2	2
165	говорить о	5	2
166	без исключения	2	2
167	и все	3	2
168	его в	3	2
169	ничего не	4	2
