N	2gram	Medvedev_F_1	Analitik
1	не только	7	22
2	и в	24	18
3	как и	11	14
4	так и	18	14
5	в этом	15	14
6	но и	7	13
7	и его	10	13
8	в частности	4	12
9	и не	20	12
10	при этом	5	11
11	а в	6	10
12	как бы	6	10
13	может быть	14	9
14	со стороны	5	9
15	что в	4	9
16	а не	10	9
17	в том	6	9
18	с его	4	8
19	и даже	3	8
20	с другой	5	7
21	но не	3	7
22	в его	23	7
23	отношению к	4	7
24	как раз	2	7
25	по отношению	4	7
26	к тому	3	6
27	не в	8	6
28	для него	3	6
29	еще не	6	6
30	в этой	6	6
31	он не	3	6
32	в их	11	6
33	художественного целого	2	6
34	никогда не	4	5
35	прежде всего	22	5
36	в свою	8	5
37	в самом	5	5
38	что и	2	5
39	в мире	4	5
40	лишь в	8	5
41	уже не	2	5
42	в результате	2	5
43	между тем	2	5
44	не менее	11	4
45	отнюдь не	6	4
46	в своем	11	4
47	произведение искусства	2	4
48	в одном	2	4
49	по себе	5	4
50	что он	3	4
51	и к	4	4
52	и как	3	4
53	свою очередь	6	4
54	в пределах	6	4
55	не есть	2	4
56	все же	3	4
57	приводит к	2	4
58	таким образом	13	4
59	тем самым	3	4
60	и на	8	4
61	в каждом	3	3
62	литературных произведений	3	3
63	его как	3	3
64	в ее	8	3
65	было бы	6	3
66	же время	8	3
67	только не	2	3
68	с ее	7	3
69	в целом	6	3
70	как в	8	3
71	все это	9	3
72	то же	10	3
73	не было	3	3
74	именно в	8	3
75	на языке	2	3
76	в году	2	3
77	его не	2	3
78	мы не	3	3
79	ничего не	2	3
80	вступает в	2	3
81	с этим	2	3
82	точки зрения	16	3
83	во всем	2	3
84	в то	9	3
85	жизнь и	3	3
86	его в	3	3
87	роли в	3	3
88	в произведении	2	3
89	здесь не	3	3
90	в особенности	3	3
91	как это	6	3
92	сама по	2	2
93	все эти	6	2
94	в них	3	2
95	это не	2	2
96	не как	4	2
97	и от	7	2
98	в жизни	3	2
99	в нем	14	2
100	и ее	10	2
101	произведения и	8	2
102	же в	3	2
103	тот или	2	2
104	в противовес	2	2
105	одна из	2	2
106	с тем	2	2
107	подход к	2	2
108	в большинстве	3	2
109	одной стороны	4	2
110	это и	3	2
111	со всеми	3	2
112	в общем	3	2
113	не от	2	2
114	на его	2	2
115	в ней	10	2
116	и потому	9	2
117	всяком случае	4	2
118	один из	3	2
119	не с	2	2
120	то что	8	2
121	когда он	3	2
122	во всех	5	2
123	вместе с	2	2
124	не может	16	2
125	как к	3	2
126	входит в	6	2
127	не могла	2	2
128	отношения к	6	2
129	с одной	4	2
130	не для	3	2
131	и вот	2	2
132	сводится к	3	2
133	самом деле	6	2
134	с точки	13	2
135	во всяком	4	2
136	в себе	3	2
137	и здесь	6	2
138	в искусстве	5	2
139	могла бы	2	2
140	только в	2	2
141	этого слова	3	2
142	и все	6	2
143	так сказать	3	2
144	но в	5	2
145	произведения как	2	2
