N	2gram	Losev_Prob_5	KulturaY
1	потому что	13	25
2	и в	30	23
3	не только	18	20
4	в том	12	19
5	в этом	17	18
6	и не	12	16
7	было бы	4	15
8	так как	6	15
9	может быть	7	15
10	точки зрения	10	14
11	у нас	7	12
12	в самом	5	12
13	все эти	2	12
14	том что	17	11
15	того чтобы	2	11
16	в области	2	11
17	но в	9	11
18	что в	5	10
19	по себе	2	10
20	а не	5	10
21	вовсе не	8	9
22	то что	18	9
23	самом деле	2	9
24	для того	3	9
25	хотя бы	2	9
26	можно было	2	9
27	не может	5	9
28	с другой	6	8
29	прежде всего	6	8
30	не в	7	8
31	в качестве	4	8
32	уже не	6	8
33	и что	6	8
34	с точки	8	8
35	не менее	5	7
36	в силу	5	7
37	все же	9	7
38	но и	13	7
39	другой стороны	6	7
40	с помощью	2	7
41	и с	5	7
42	обстоятельство что	2	7
43	это не	2	6
44	по крайней	4	6
45	крайней мере	4	6
46	да и	2	6
47	в этой	10	6
48	но не	7	6
49	что не	2	6
50	тем не	5	6
51	то же	2	6
52	между тем	2	6
53	и на	6	6
54	я не	2	5
55	не могут	2	5
56	этом смысле	3	5
57	ясно что	4	5
58	что он	7	5
59	подобного рода	7	5
60	об этом	4	5
61	по существу	2	5
62	тот же	3	5
63	еще не	3	5
64	несмотря на	6	5
65	в его	12	5
66	всяком случае	2	5
67	один из	2	5
68	и тем	3	5
69	вместе с	7	5
70	таким образом	13	5
71	и то	5	5
72	во всяком	2	5
73	только в	9	5
74	также и	12	5
75	мы имеем	2	5
76	была бы	2	4
77	отнюдь не	4	4
78	в них	2	4
79	к этому	2	4
80	на то	2	4
81	можно сказать	6	4
82	к тому	2	4
83	но только	3	4
84	для нас	10	4
85	ни в	4	4
86	но все	4	4
87	в нашей	2	4
88	или в	4	4
89	хотя и	8	4
90	как бы	6	4
91	в нем	6	4
92	так же	5	4
93	в связи	7	4
94	и о	5	4
95	в данном	2	4
96	в результате	7	4
97	сказать что	9	4
98	в то	4	4
99	в конце	8	4
100	ничего не	2	4
101	так и	7	4
102	уже в	2	3
103	нисколько не	5	3
104	у него	11	3
105	точно так	3	3
106	гораздо более	4	3
107	а также	3	3
108	же в	3	3
109	знает что	3	3
110	того же	4	3
111	в большей	2	3
112	связи с	7	3
113	но для	2	3
114	никак не	8	3
115	в ней	3	3
116	он не	3	3
117	что и	6	3
118	не все	2	3
119	как в	2	3
120	как раз	5	3
121	то и	2	3
122	именно в	3	3
123	как мы	2	3
124	того что	3	3
125	а в	6	3
126	и его	6	3
127	конце концов	6	3
128	тем что	2	3
129	в таких	2	3
130	есть в	2	3
131	здесь не	7	3
132	в виду	3	3
133	в атмосфере	2	2
134	в отношении	3	2
135	только для	2	2
136	мы будем	2	2
137	и более	2	2
138	с тем	5	2
139	в частности	4	2
140	никогда не	7	2
141	но даже	4	2
142	о котором	3	2
143	что у	5	2
144	с этой	2	2
145	и все	9	2
146	и до	2	2
147	не просто	5	2
148	не всегда	3	2
149	что они	3	2
150	в самой	3	2
151	всякого рода	2	2
152	ли не	2	2
153	в другом	3	2
154	с одной	3	2
155	смысле слова	3	2
156	в свою	2	2
157	как будто	3	2
158	после того	3	2
159	при этом	4	2
160	по поводу	2	2
161	по словам	2	2
162	в целях	2	2
163	конечно не	2	2
164	что касается	3	2
165	обратить внимание	3	2
166	за ними	2	2
167	и даже	14	2
168	характерное для	2	2
169	до некоторой	4	2
170	к нему	3	2
171	но уже	2	2
172	в своей	22	2
173	данном случае	2	2
174	и прочие	2	2
175	а именно	12	2
176	вообще и	2	2
177	в своем	11	2
178	или же	2	2
179	того как	5	2
180	и для	6	2
181	еще и	4	2
182	как и	7	2
183	в году	5	2
184	и сейчас	2	2
185	и у	5	2
186	тем же	3	2
187	бы на	2	2
188	и свое	2	2
189	доказать что	2	2
190	некоторой степени	4	2
191	быть только	3	2
192	от этого	3	2
193	даже и	4	2
194	он и	5	2
195	и вообще	9	2
196	будто бы	5	2
197	это конечно	2	2
198	не то	2	2
