N	2gram	Voloshinov_1	KFilosof
1	может быть	26	43
2	в его	6	39
3	в нем	10	31
4	не может	24	27
5	и не	26	26
6	в бытии	3	26
7	по отношению	3	25
8	и в	19	22
9	в котором	3	21
10	отношению к	2	21
11	в себе	2	21
12	не есть	3	19
13	в ее	7	17
14	а не	7	17
15	и его	19	17
16	только в	9	16
17	точки зрения	34	13
18	в этом	16	13
19	ни в	2	12
20	для него	9	12
21	и это	3	12
22	все эти	7	11
23	в своей	3	11
24	не в	5	11
25	в своем	2	10
26	все это	3	10
27	во всех	7	10
28	с точки	20	10
29	и есть	3	9
30	но и	8	9
31	как бы	15	9
32	и все	5	9
33	и для	11	9
34	не было	3	8
35	лишь в	9	8
36	если бы	2	8
37	было бы	4	8
38	жизни и	2	8
39	и здесь	6	7
40	в единстве	2	7
41	вовсе не	5	7
42	конечно не	5	7
43	что и	2	7
44	то что	8	7
45	в смысле	6	6
46	в том	6	6
47	момент в	3	6
48	и только	2	6
49	и действительно	3	6
50	отнюдь не	6	6
51	этот момент	2	6
52	совершенно не	3	6
53	и их	2	6
54	он не	3	6
55	менее всего	2	6
56	никогда не	2	5
57	хотя бы	5	5
58	то же	7	5
59	но все	3	5
60	в контексте	8	5
61	именно в	5	5
62	не имеет	3	5
63	должно быть	2	5
64	отвлечение от	2	5
65	в основе	2	5
66	его в	3	5
67	но в	7	5
68	не знает	2	5
69	жизни в	4	5
70	как и	12	5
71	есть лишь	2	5
72	не только	8	5
73	все же	8	5
74	бытия в	7	5
75	там где	2	5
76	место в	3	4
77	что в	4	4
78	входит в	5	4
79	ни было	10	4
80	здесь мы	4	4
81	при этом	8	4
82	места в	3	4
83	в своих	2	4
84	между тем	3	4
85	не как	2	4
86	мира и	2	4
87	быть в	2	4
88	том что	3	4
89	а в	4	4
90	в каком	3	4
91	и т.д	2	4
92	в чем	2	4
93	бы и	2	3
94	независимо от	2	3
95	должна быть	2	3
96	не менее	4	3
97	в каждом	7	3
98	из него	2	3
99	в данный	2	3
100	в свою	2	3
101	не дает	3	3
102	до конца	5	3
103	и пр	12	3
104	на язык	3	3
105	в виду	2	3
106	себе и	2	3
107	в корне	3	3
108	от того	4	3
109	того что	3	3
110	рядом с	5	3
111	и на	4	3
112	в ней	4	3
113	в то	3	3
114	о том	2	3
115	ее целом	3	3
116	мы не	6	3
117	сознания и	3	3
118	этом смысле	2	3
119	ясно что	5	3
120	данный момент	2	3
121	от него	2	3
122	могла бы	2	3
123	еще не	4	3
124	и этот	2	3
125	нет и	4	3
126	быть и	3	3
127	в единство	4	3
128	на самом	3	3
129	культуры и	2	3
130	самом деле	10	3
131	для того	4	3
132	что не	2	3
133	тем что	2	3
134	могут быть	2	3
135	в другом	2	3
136	ничего не	6	3
137	мысль и	2	2
138	то ни	8	2
139	действительно ли	2	2
140	прежде всего	13	2
141	вопрос о	4	2
142	его к	2	2
143	или иной	3	2
144	все остальное	2	2
145	тем не	2	2
146	войти в	3	2
147	и как	3	2
148	данного момента	6	2
149	же время	3	2
150	он может	3	2
151	он ни	2	2
152	но для	2	2
153	по себе	4	2
154	тому что	2	2
155	как к	2	2
156	и других	2	2
157	именно на	2	2
158	действительности в	2	2
159	все остальные	2	2
160	в сознании	2	2
161	ни к	2	2
162	а как	3	2
163	сознания как	3	2
164	к этому	5	2
165	отсюда следует	2	2
166	что он	2	2
167	конечно в	2	2
168	и того	6	2
169	не будет	4	2
170	бы то	8	2
171	в качестве	2	2
172	тот же	4	2
173	и тот	4	2
174	и потому	5	2
175	этого слова	2	2
176	жизни но	2	2
177	лишь с	4	2
178	в процессе	14	2
179	не остается	2	2
180	так и	11	2
181	моего сознания	2	2
182	как в	4	2
183	это и	3	2
184	сводится к	3	2
185	того чтобы	5	2
186	и эта	4	2
187	в данном	4	2
188	и та	2	2
189	от этого	2	2
190	ничего общего	5	2
191	один и	3	2
192	отношении к	4	2
193	как оно	2	2
194	в области	3	2
