N	2gram	Bakhtin_sl_2	Myslijsy
1	то есть	26	34
2	то что	2	29
3	может быть	37	26
4	таким образом	8	24
5	в том	5	23
6	и в	39	23
7	в этом	16	23
8	в слове	6	22
9	и проч	2	18
10	и не	22	18
11	что в	3	17
12	в языке	2	16
13	при этом	7	15
14	только в	5	15
15	для нас	5	14
16	как и	6	14
17	в себе	2	14
18	то же	4	14
19	так как	4	14
20	том что	5	12
21	не было	2	12
22	а не	14	12
23	по себе	5	11
24	но и	21	11
25	не в	9	11
26	не может	20	11
27	и потому	7	10
28	по отношению	4	10
29	не только	24	10
30	между тем	3	9
31	в своем	6	8
32	тогда когда	2	8
33	отношению к	4	8
34	мы не	2	8
35	сказать что	3	8
36	о том	2	8
37	но в	6	8
38	это не	5	7
39	в нем	19	7
40	что и	3	7
41	что язык	2	7
42	вовсе не	10	7
43	и т	35	7
44	могут быть	7	7
45	как в	13	7
46	с этим	2	7
47	независимо от	2	6
48	и к	6	6
49	для того	2	6
50	вместе с	2	6
51	того как	2	6
52	так и	15	6
53	уже в	2	5
54	для него	7	5
55	хотя и	2	5
56	в его	7	5
57	как бы	7	5
58	к нему	3	5
59	этом случае	6	5
60	бы и	3	5
61	все это	16	5
62	не менее	4	5
63	язык не	4	5
64	а в	4	5
65	с ним	7	5
66	во всяком	3	5
67	говорить о	3	5
68	слова и	8	5
69	так сказать	6	5
70	и более	2	4
71	и все	5	4
72	что он	2	4
73	до сих	2	4
74	на котором	2	4
75	со своим	9	4
76	в одном	2	4
77	новое слово	2	4
78	сих пор	2	4
79	а именно	2	4
80	слово в	11	4
81	в истории	11	4
82	в той	4	4
83	того чтобы	2	4
84	хотя бы	3	4
85	с другими	4	4
86	слов в	2	4
87	в таком	4	4
88	точки зрения	8	4
89	в данном	2	4
90	т п	33	4
91	в то	4	4
92	его в	4	4
93	и с	9	4
94	слова в	13	3
95	никогда не	7	3
96	связи с	3	3
97	в этих	7	3
98	пор не	2	3
99	в них	6	3
100	человека и	3	3
101	не всегда	2	3
102	в смысле	4	3
103	именно в	2	3
104	в нее	2	3
105	но это	3	3
106	со словом	5	3
107	же время	4	3
108	кроме того	2	3
109	еще не	7	3
110	мы уже	2	3
111	например в	5	3
112	на его	2	3
113	известной степени	2	3
114	языком и	7	3
115	всяком случае	2	3
116	слово для	3	3
117	и другим	2	3
118	и их	5	3
119	в процессе	13	3
120	языка и	9	3
121	так в	2	3
122	т д	2	3
123	той же	3	3
124	все эти	6	3
125	и других	4	3
126	те же	2	3
127	уже не	5	3
128	слова не	4	3
129	лишь в	3	3
130	слово и	5	3
131	лишь тогда	2	3
132	с ними	5	3
133	слова с	4	3
134	и на	4	3
135	даже и	4	3
136	внутреннюю форму	2	3
137	ту же	3	3
138	в поэзии	2	3
139	языка с	2	3
140	с точки	3	3
141	там где	6	3
142	не могут	5	2
143	слова например	2	2
144	из себя	3	2
145	и как	3	2
146	в нашем	2	2
147	все что	2	2
148	с другой	5	2
149	оно не	8	2
150	бы только	2	2
151	языка в	6	2
152	в различных	2	2
153	отношение к	4	2
154	и здесь	2	2
155	говорящего и	2	2
156	несколько слов	2	2
157	только о	2	2
158	от него	5	2
159	чем в	2	2
160	в большинстве	6	2
161	и слова	5	2
162	в свою	3	2
163	она не	6	2
164	слова от	6	2
165	языка то	3	2
166	в сущности	6	2
167	значительной степени	6	2
168	с которым	2	2
169	в ней	3	2
170	он не	2	2
171	этих случаях	2	2
172	и др	4	2
173	даже в	2	2
174	есть от	2	2
175	один из	5	2
176	не с	3	2
177	если оно	2	2
178	не знаем	2	2
179	конечно не	5	2
180	стремится к	3	2
181	языку и	4	2
182	и для	5	2
183	еще более	2	2
184	человека в	5	2
185	но эта	2	2
186	как мы	7	2
187	именно на	2	2
188	и даже	7	2
189	и его	33	2
190	в более	2	2
191	может иметь	3	2
192	в виде	2	2
193	к ней	2	2
194	с языком	2	2
195	влияние на	2	2
196	и при	2	2
197	к его	2	2
198	но мы	2	2
199	большинстве случаев	5	2
200	быть и	3	2
201	в области	2	2
202	из него	2	2
203	ни к	2	2
