N	2gram	Bakhtin_Fr_1	Marksizm
1	может быть	6	28
2	и пр	5	25
3	и в	65	19
4	как бы	22	19
5	и не	22	19
6	не может	3	18
7	в процессе	2	18
8	точки зрения	7	17
9	и его	10	16
10	как мы	6	15
11	в этом	15	15
12	в сущности	16	14
13	так сказать	4	14
14	не только	10	13
15	с точки	3	13
16	речи и	2	13
17	связи с	4	13
18	речевого общения	3	12
19	в нем	13	11
20	вовсе не	18	11
21	не в	4	10
22	но и	10	10
23	том что	6	10
24	так и	10	10
25	и т.п	17	10
26	для него	5	9
27	при этом	6	9
28	в основе	8	9
29	как и	5	9
30	самом деле	3	9
31	не является	3	8
32	с его	5	8
33	только в	7	8
34	никогда не	6	7
35	в том	16	7
36	его в	7	7
37	но в	14	7
38	прежде всего	11	7
39	на самом	6	7
40	и для	2	7
41	в таком	2	7
42	к тому	2	6
43	в самом	4	6
44	и все	5	6
45	между тем	5	6
46	более того	2	6
47	мы уже	12	6
48	во всех	9	6
49	в большинстве	2	5
50	или иной	5	5
51	к нему	3	5
52	на этой	3	5
53	в форме	3	5
54	в их	4	5
55	и на	11	5
56	и здесь	3	5
57	большинстве случаев	2	5
58	совершенно не	4	5
59	в его	9	5
60	все же	6	5
61	в той	5	5
62	выражения и	2	4
63	в отношении	6	4
64	это не	3	4
65	той или	5	4
66	то что	3	4
67	и их	3	4
68	влияние на	7	4
69	того что	2	4
70	сказать что	6	4
71	его формы	2	4
72	как раз	3	4
73	что он	3	4
74	вполне понятно	2	4
75	в основном	2	4
76	связь с	5	4
77	только на	2	4
78	в себе	3	4
79	ничего не	3	4
80	в этих	2	3
81	с другой	3	3
82	и от	2	3
83	да и	2	3
84	в этой	4	3
85	одной стороны	2	3
86	в ней	6	3
87	за пределы	8	3
88	с одной	2	3
89	все эти	10	3
90	же деле	3	3
91	а иногда	2	3
92	о том	2	3
93	так как	6	3
94	конечно в	2	3
95	в ее	3	3
96	самом же	3	3
97	до сих	4	3
98	еще не	6	3
99	не к	2	3
100	он не	2	3
101	и до	4	3
102	и выражения	2	3
103	в своей	5	3
104	мысли и	4	3
105	в отличие	4	3
106	менее всего	3	3
107	нашей работы	6	3
108	могут быть	2	3
109	они являются	2	3
110	и это	2	3
111	отличие от	5	3
112	сих пор	4	3
113	связана с	5	2
114	что в	3	2
115	именно эти	2	2
116	формы и	7	2
117	на все	2	2
118	не знает	6	2
119	его к	2	2
120	в тех	3	2
121	он был	2	2
122	узком смысле	2	2
123	в узком	4	2
124	понимания и	3	2
125	до конца	2	2
126	мы здесь	2	2
127	и у	6	2
128	значительной степени	2	2
129	одним из	2	2
130	жизни и	7	2
131	в своем	8	2
132	в особенности	2	2
133	отношения к	2	2
134	всегда и	2	2
135	и xviii	2	2
136	в системе	3	2
137	и даже	8	2
138	друг друга	3	2
139	рядом с	5	2
140	конечно и	3	2
141	но для	3	2
142	в более	3	2
143	и с	3	2
144	даже и	3	2
145	он и	3	2
146	xix века	5	2
147	но как	3	2
148	то есть	45	2
149	поэтому в	2	2
150	в жизни	4	2
151	этих форм	5	2
152	и почти	2	2
153	значение и	2	2
154	но не	2	2
155	здесь в	8	2
156	от своего	2	2
157	и потому	10	2
158	и особенно	2	2
159	и именно	2	2
160	приводит к	2	2
161	и прежде	3	2
162	речевой жизни	2	2
163	еще более	5	2
164	в значительной	6	2
165	что не	2	2
166	и эта	3	2
167	и он	2	2
168	между ними	4	2
169	или в	2	2
170	на протяжении	5	2
171	далеко не	3	2
172	от него	2	2
173	это было	2	2
