N	2gram	Voloshinov_1	Myslijsy
1	потому что	5	46
2	то есть	4	34
3	в слове	3	32
4	в том	2	32
5	и в	38	30
6	может быть	13	28
7	то же	14	23
8	не только	27	21
9	только в	6	21
10	для нас	3	20
11	но и	13	19
12	том что	3	18
13	то что	8	18
14	того что	4	18
15	в себе	9	16
16	в сознании	3	15
17	не в	6	15
18	и не	14	15
19	а не	6	15
20	таким образом	7	14
21	что и	3	13
22	так как	7	13
23	вместе с	5	12
24	а в	5	12
25	если бы	4	12
26	этого слова	3	11
27	так и	6	11
28	что оно	3	11
29	в душе	2	10
30	как и	10	10
31	как в	2	10
32	в этом	10	10
33	в то	9	10
34	только тогда	2	9
35	для него	3	9
36	было бы	7	9
37	в нем	4	9
38	мы не	9	9
39	между тем	3	9
40	в самом	4	8
41	от того	3	8
42	в ней	8	8
43	что мы	11	8
44	и то	3	8
45	слова в	5	7
46	смысле этого	2	7
47	и без	4	7
48	вовсе не	2	7
49	к тому	4	7
50	как мы	9	7
51	с тем	8	7
52	но не	2	7
53	есть не	2	7
54	тем самым	7	7
55	тем что	2	7
56	зависит от	2	6
57	что он	2	6
58	но это	2	6
59	с этим	2	6
60	из них	3	6
61	те же	4	6
62	не может	12	6
63	уже не	4	6
64	и слово	3	6
65	с ним	2	6
66	уже в	5	5
67	независимо от	5	5
68	в каком	2	5
69	словом и	3	5
70	и как	9	5
71	же время	7	5
72	языка в	2	5
73	очевидно что	2	5
74	еще не	3	5
75	если б	4	5
76	и тем	6	5
77	заключает в	4	5
78	слово как	7	5
79	одно и	4	5
80	должно быть	2	5
81	слово не	4	5
82	с другими	2	5
83	сказать что	3	5
84	слова и	5	5
85	до того	3	4
86	что это	4	4
87	это слово	2	4
88	и от	7	4
89	одной и	2	4
90	мы видели	5	4
91	что именно	3	4
92	все это	4	4
93	в его	6	4
94	относится к	2	4
95	от нашего	2	4
96	в котором	3	4
97	один из	4	4
98	не к	3	4
99	на это	4	4
100	бы не	2	4
101	и его	7	4
102	он не	2	4
103	не было	2	4
104	если не	3	4
105	для того	9	4
106	тем же	3	4
107	мы должны	10	4
108	и это	7	4
109	и потому	2	4
110	и при	2	4
111	слово в	2	4
112	место в	2	3
113	не существует	4	3
114	быть может	3	3
115	не говоря	2	3
116	членораздельный звук	2	3
117	тому что	5	3
118	прежде всего	21	3
119	и все	4	3
120	к этому	2	3
121	связь с	2	3
122	представить себе	3	3
123	я и	2	3
124	а к	2	3
125	не будет	3	3
126	свою очередь	4	3
127	мы можем	7	3
128	в свою	6	3
129	можно сказать	4	3
130	при этом	9	3
131	только потому	2	3
132	и следовательно	5	3
133	как бы	28	3
134	из двух	2	3
135	в целом	4	3
136	не знаем	4	3
137	на него	4	3
138	в словах	3	3
139	только на	3	3
140	и тогда	2	3
141	формы слова	2	3
142	тем и	2	3
143	того чтобы	7	3
144	слово и	3	3
145	к нему	2	3
146	друг друга	2	3
147	так же	4	3
148	говорящего и	6	3
149	или в	2	3
150	и на	6	3
151	в начале	3	3
152	и вообще	2	3
153	не знает	3	3
154	его в	4	3
155	ответ на	2	3
156	заметить что	2	3
157	в которой	7	3
158	сих пор	2	3
159	перед нами	3	2
160	прежде чем	2	2
161	но все	4	2
162	об этом	3	2
163	бы мы	3	2
164	связи с	3	2
165	язык не	3	2
166	в какой	2	2
167	та же	3	2
168	в одном	3	2
169	не всегда	2	2
170	человек не	2	2
171	отношение к	2	2
172	один акт	2	2
173	же слово	2	2
174	слова но	3	2
175	одной из	2	2
176	что язык	5	2
177	в ее	3	2
178	этих слов	3	2
179	мы видим	3	2
180	в этой	6	2
181	по своему	3	2
182	но как	2	2
183	но что	3	2
184	несмотря на	2	2
185	на его	5	2
186	и той	5	2
187	должно было	3	2
188	мы уже	10	2
189	но мы	2	2
190	все же	7	2
191	слова не	2	2
192	жизни и	3	2
193	то или	4	2
194	в своей	2	2
195	природы и	2	2
196	что же	8	2
197	в форме	6	2
198	целый ряд	3	2
199	в нас	2	2
200	и содержание	2	2
201	в разговоре	2	2
202	в разных	3	2
203	а с	5	2
204	этом отношении	2	2
205	слово это	2	2
206	к своему	4	2
207	развития в	2	2
208	деятельности и	3	2
209	самом деле	4	2
210	что такое	4	2
211	и наконец	5	2
212	и даже	3	2
213	всю совокупность	2	2
214	той же	5	2
215	языка и	4	2
216	слов в	4	2
217	в которых	2	2
218	их в	3	2
219	языка мы	2	2
220	которое не	2	2
221	эти слова	8	2
222	точки зрения	10	2
223	то он	3	2
224	связь между	2	2
225	бы в	5	2
226	может стать	2	2
227	о том	4	2
228	так сказать	4	2
229	когда мы	6	2
230	в области	5	2
231	и с	5	2
